N	2gram	Potebnia_M_4	FransuaR
1	и в	23	56
2	то есть	34	24
3	в его	5	18
4	таким образом	24	17
5	все эти	3	15
6	в этом	23	14
7	в том	23	13
8	так и	6	13
9	и его	2	12
10	в то	4	12
11	в этих	3	11
12	как бы	5	11
13	в них	3	11
14	то же	14	11
15	же время	3	10
16	еще не	3	10
17	мы уже	3	10
18	и до	3	10
19	только в	15	9
20	в самом	3	9
21	но и	11	9
22	и не	18	9
23	том что	12	8
24	по своему	2	8
25	в сущности	2	8
26	не только	10	8
27	и др	2	8
28	в нем	7	8
29	сих пор	4	8
30	и их	3	8
31	все это	5	8
32	и даже	2	8
33	до сих	4	8
34	и с	4	8
35	в большинстве	2	7
36	как мы	2	7
37	и на	3	7
38	вовсе не	7	6
39	в ее	2	6
40	мы видим	2	6
41	языка и	3	6
42	в той	4	6
43	той же	3	6
44	потому что	33	6
45	на его	3	6
46	точки зрения	4	6
47	связи с	3	6
48	и все	4	6
49	большинстве случаев	2	6
50	но в	8	6
51	никогда не	3	5
52	как и	14	5
53	есть и	2	5
54	он не	2	5
55	один из	2	5
56	в процессе	3	5
57	что в	17	5
58	не было	12	5
59	во время	2	5
60	так сказать	5	5
61	в области	2	5
62	что все	4	4
63	и более	4	4
64	что это	7	4
65	в себе	14	4
66	например в	3	4
67	и к	6	4
68	конечно не	2	4
69	образы и	3	4
70	в ней	2	4
71	и потому	10	4
72	даже в	2	4
73	в ту	2	4
74	при этом	15	4
75	и других	3	4
76	того чтобы	4	4
77	в своих	2	4
78	их в	3	4
79	ту же	3	4
80	о том	8	4
81	так как	14	4
82	в которой	6	4
83	эти образы	2	3
84	в своем	8	3
85	в образе	2	3
86	и здесь	2	3
87	так что	5	3
88	кроме того	3	3
89	не были	2	3
90	может быть	26	3
91	и о	4	3
92	настоящего времени	2	3
93	что и	7	3
94	то что	29	3
95	там где	3	3
96	здесь мы	2	3
97	уже не	3	3
98	не в	11	3
99	сказать что	8	3
100	между тем	9	3
101	можно видеть	2	3
102	к его	2	3
103	его к	2	3
104	в таких	2	3
105	слова и	5	3
106	бы в	2	3
107	только не	3	2
108	если бы	13	2
109	в виде	2	2
110	в нашем	2	2
111	из нее	2	2
112	на котором	4	2
113	в речи	3	2
114	с другой	2	2
115	это не	7	2
116	уже в	5	2
117	не как	2	2
118	в других	2	2
119	в одном	4	2
120	человека и	3	2
121	на самом	3	2
122	значение и	2	2
123	для понимания	2	2
124	что он	4	2
125	бы и	5	2
126	можно сказать	4	2
127	и хотя	3	2
128	и как	2	2
129	но это	3	2
130	для него	5	2
131	было бы	8	2
132	не имели	2	2
133	в действительности	3	2
134	а в	5	2
135	к ним	2	2
136	хотя и	5	2
137	между ними	4	2
138	что на	2	2
139	в котором	4	2
140	в мире	2	2
141	языке и	4	2
142	вместе с	6	2
143	самом деле	3	2
144	дело не	2	2
145	данном случае	2	2
146	что она	2	2
147	только на	4	2
148	так же	4	2
149	не может	11	2
150	в каком	4	2
151	того как	6	2
152	образом в	5	2
153	а не	12	2
154	для того	6	2
155	из которых	2	2
156	к нему	5	2
157	и для	2	2
158	с точки	3	2
159	его в	4	2
160	в слове	22	2
161	мы не	8	2
162	между собою	4	2
163	никогда еще	2	2
164	в данном	4	2
165	и то	5	2
166	в которых	3	2
167	и при	2	2
168	языка в	2	2
169	судить о	2	2
170	что эти	3	2
171	с тем	7	2
172	с ним	5	2
