N	2gram	Vinokur_Ku_3	Myshleni
1	с помощью	6	42
2	в процессе	3	27
3	и в	23	25
4	в том	22	23
5	том что	11	20
6	что в	13	17
7	так же	2	17
8	таким образом	9	17
9	с тем	6	16
10	как и	5	15
11	то что	4	15
12	в его	11	15
13	в этом	16	14
14	вместе с	2	14
15	может быть	14	13
16	в целом	4	13
17	так как	9	12
18	в качестве	2	12
19	по своему	2	11
20	что они	2	10
21	как бы	5	10
22	и не	10	10
23	и что	7	10
24	того что	11	10
25	было бы	16	10
26	что и	6	10
27	только в	6	10
28	заключается в	4	9
29	связи с	6	9
30	как в	4	9
31	мы не	3	9
32	ни в	3	9
33	того чтобы	11	8
34	тем что	5	8
35	как мы	5	8
36	уже в	3	7
37	столь же	4	7
38	все эти	7	7
39	что мы	2	7
40	как это	7	7
41	по себе	6	7
42	для того	12	7
43	в области	14	7
44	не менее	12	6
45	с другой	7	6
46	не в	5	6
47	один из	4	6
48	мы видели	3	6
49	не может	6	6
50	в связи	5	6
51	потому что	12	6
52	мы должны	3	6
53	что он	6	6
54	в отношении	3	6
55	в силу	6	6
56	зависимости от	8	6
57	но не	3	6
58	того же	4	6
59	не только	17	6
60	все же	5	6
61	собственном смысле	2	6
62	в отличие	2	6
63	точки зрения	23	6
64	все это	2	6
65	можно было	11	6
66	слова и	7	6
67	отличие от	2	6
68	так и	6	5
69	именно в	3	5
70	что это	3	5
71	тем не	9	5
72	и как	2	5
73	но это	5	5
74	одной стороны	4	5
75	при этом	6	5
76	что она	5	5
77	с одной	4	5
78	отношения между	4	5
79	если бы	8	5
80	в зависимости	7	5
81	слов и	5	5
82	и к	3	5
83	о том	6	5
84	могут быть	6	5
85	не могут	5	4
86	независимо от	5	4
87	в частности	2	4
88	в своем	4	4
89	в какой	3	4
90	из этих	5	4
91	прежде всего	9	4
92	к тому	3	4
93	мог бы	2	4
94	смысле этого	2	4
95	отнюдь не	3	4
96	но и	3	4
97	от того	5	4
98	не столько	4	4
99	то и	2	4
100	не станем	2	4
101	а в	5	4
102	сказать что	7	4
103	в то	3	4
104	мы имеем	2	4
105	тогда когда	4	4
106	в известном	2	4
107	что слово	3	4
108	и того	2	4
109	одного и	2	4
110	еще не	9	4
111	к овладению	2	4
112	он не	3	4
113	связь между	3	4
114	речи как	3	4
115	тем же	2	4
116	речи в	7	4
117	той же	3	4
118	во всяком	2	4
119	могло бы	3	4
120	этого слова	4	4
121	там где	3	4
122	но на	3	3
123	с этой	3	3
124	что эти	2	3
125	на этом	2	3
126	когда в	2	3
127	в самом	13	3
128	в котором	2	3
129	связи и	2	3
130	на том	2	3
131	значение в	2	3
132	другой стороны	3	3
133	отличается от	2	3
134	по отношению	3	3
135	то обстоятельство	3	3
136	путь к	2	3
137	в которых	3	3
138	в результате	3	3
139	между тем	4	3
140	обстоятельство что	3	3
141	его в	2	3
142	как он	2	3
143	были бы	4	3
144	не как	2	3
145	состоит в	2	3
146	но как	3	3
147	то в	3	3
148	или иной	7	3
149	бы сказать	3	3
150	не есть	3	3
151	или менее	2	3
152	а с	3	3
153	когда он	2	3
154	если мы	7	3
155	этот вопрос	3	3
156	которые в	4	3
157	того как	7	3
158	слова в	4	2
159	то же	6	2
160	известном смысле	2	2
161	одним и	2	2
162	в этих	2	2
163	все они	2	2
164	тому что	4	2
165	эти последние	2	2
166	мы называем	2	2
167	в тех	2	2
168	для нас	4	2
169	но все	2	2
170	смысле слова	2	2
171	в нашей	4	2
172	нас к	2	2
173	как они	2	2
174	хотя и	5	2
175	той или	5	2
176	в корне	2	2
177	в свете	2	2
178	для обозначения	2	2
179	для этого	6	2
180	и только	3	2
181	он имеет	2	2
182	только после	3	2
183	совершенно ясно	2	2
184	должно быть	7	2
185	как на	8	2
186	что как	3	2
187	на себя	2	2
188	и здесь	2	2
189	ни на	2	2
190	того или	3	2
191	зрения на	3	2
192	образом не	2	2
193	речи но	3	2
194	главным образом	2	2
195	однако в	2	2
196	к другому	2	2
197	в одном	2	2
198	ясно что	4	2
199	или иного	3	2
200	в таком	4	2
201	тот же	6	2
202	это так	2	2
203	иначе говоря	2	2
204	а также	4	2
205	вопрос об	2	2
206	отношению к	2	2
207	в своей	4	2
208	только что	2	2
209	внимание на	2	2
210	из того	2	2
211	уже не	8	2
212	тем самым	4	2
213	на этот	2	2
214	речь в	2	2
215	с другими	2	2
216	тому как	2	2
217	на которых	5	2
218	в каком	3	2
219	в чем	5	2
