N	3gram	Vygotskiy__7	Problema
1	о том что	4	9
2	с точки зрения	21	8
3	в том что	13	8
4	тем не менее	3	5
5	можно сказать что	3	3
6	и то что	3	3
7	в то время	2	3
8	вместе с тем	4	3
9	с одной стороны	5	3
10	то время как	2	3
11	точно так же	2	3
12	не чем иным	2	2
13	в данном случае	5	2
14	то и другое	3	2
15	на то что	4	2
16	мы находим в	2	2
17	по этому поводу	3	2
18	потому что он	2	2
19	том что он	2	2
20	не может быть	4	2
21	чем иным как	2	2
22	по отношению к	5	2
23	для того чтобы	18	2
24	до сих пор	3	2
