N	2gram	Trubetskoy_1	Dialekti
1	не есть	2	54
2	и не	8	27
3	точки зрения	13	25
4	и в	23	24
5	не только	7	23
6	не может	17	19
7	и что	8	15
8	что все	5	14
9	в таком	4	14
10	то что	18	14
11	с точки	8	14
12	может быть	16	13
13	таким образом	31	13
14	что он	7	13
15	вовсе не	2	13
16	что это	5	12
17	того что	6	12
18	не менее	7	11
19	но тогда	3	11
20	что же	2	11
21	тем не	4	10
22	отнюдь не	2	10
23	только не	2	10
24	в сущности	2	10
25	но и	9	9
26	прежде всего	3	8
27	так что	5	8
28	это есть	4	8
29	отличается от	6	8
30	что мы	4	8
31	том что	19	8
32	в этом	12	8
33	в виде	4	8
34	если же	3	8
35	что в	8	7
36	никогда не	4	7
37	в самом	8	7
38	другими словами	2	7
39	что оно	3	7
40	потому что	9	7
41	в виду	2	7
42	ясно что	8	7
43	как и	9	7
44	ничем не	4	7
45	я не	2	6
46	должна быть	5	6
47	но если	2	6
48	все это	11	6
49	и только	2	6
50	и с	5	6
51	о том	7	6
52	так как	7	6
53	если бы	8	6
54	и все	7	6
55	что и	7	6
56	то же	4	6
57	самом деле	12	6
58	можно ли	2	5
59	с этой	3	5
60	в том	30	5
61	что его	4	5
62	хотя и	4	5
63	жизни и	2	5
64	как на	4	5
65	что для	4	5
66	одно из	3	5
67	в то	6	5
68	в них	2	5
69	вопрос о	3	5
70	тогда когда	3	5
71	и к	5	5
72	было бы	3	5
73	он не	3	5
74	так и	10	5
75	только в	6	5
76	тому что	2	4
77	с другой	6	4
78	это не	3	4
79	не могут	4	4
80	то время	2	4
81	к тому	8	4
82	от себя	2	4
83	хотя бы	4	4
84	так же	8	4
85	говорить что	3	4
86	на первый	2	4
87	у нас	3	4
88	говорить о	2	4
89	в истории	3	4
90	конечно не	3	4
91	от того	3	4
92	только что	3	4
93	жизнь и	3	4
94	и то	4	4
95	мы и	2	4
96	чтобы быть	2	4
97	и это	3	4
98	для него	2	4
99	не было	2	3
100	все же	13	3
101	но даже	3	3
102	и без	5	3
103	в своем	10	3
104	и от	5	3
105	мы знаем	10	3
106	не в	8	3
107	есть в	2	3
108	она не	2	3
109	же время	2	3
110	одной стороны	2	3
111	в основе	2	3
112	из двух	2	3
113	тем более	3	3
114	в нем	3	3
115	из них	5	3
116	то и	2	3
117	с одной	3	3
118	все эти	19	3
119	то ясно	4	3
120	должно быть	4	3
121	друг друга	2	3
122	и на	6	3
123	с этим	11	3
124	мы уже	4	3
125	во всем	3	3
126	при помощи	3	3
127	уже и	3	3
128	он должен	2	3
129	только тогда	2	3
130	в силу	7	3
131	на то	9	3
132	одна из	2	3
133	все что	9	3
134	при условии	2	3
135	не будет	5	3
136	как бы	10	3
137	быть и	5	3
138	тем самым	3	3
139	для того	8	3
140	из которых	4	3
141	должны быть	3	3
142	к нему	2	3
143	и ее	2	3
144	не знает	2	3
145	что их	3	2
146	но на	2	2
147	же как	3	2
148	что если	3	2
149	в частности	2	2
150	двух или	3	2
151	что у	2	2
152	и говорить	3	2
153	из этих	8	2
154	из того	4	2
155	для нас	3	2
156	тому же	6	2
157	на этом	2	2
158	еще не	5	2
159	по одному	3	2
160	при этом	9	2
161	несмотря на	6	2
162	и если	6	2
163	но для	2	2
164	себя и	2	2
165	не вполне	3	2
166	всяком случае	2	2
167	совершенно не	3	2
168	так или	5	2
169	и уже	2	2
170	только одно	2	2
171	вопросе о	2	2
172	основано на	5	2
173	другой стороны	5	2
174	целый ряд	4	2
175	для этого	7	2
176	именно в	5	2
177	они не	2	2
178	и по	3	2
179	а в	3	2
180	в своих	2	2
181	меньше чем	2	2
182	также и	2	2
183	их в	2	2
184	в ней	3	2
185	для себя	2	2
186	и потому	3	2
187	бы в	3	2
188	но в	4	2
189	а для	2	2
190	у него	5	2
191	в их	4	2
192	очень мало	2	2
193	начало и	6	2
194	но как	2	2
195	по существу	6	2
196	то в	2	2
197	так чтобы	2	2
198	в вопросе	2	2
199	но не	2	2
200	ни один	3	2
201	никто не	2	2
202	во внимание	2	2
203	тех пор	2	2
204	как не	2	2
205	даже если	2	2
206	как мы	2	2
207	и у	4	2
208	и для	6	2
209	или иначе	5	2
210	в данном	3	2
211	бы то	2	2
212	во всяком	2	2
213	из себя	10	2
214	и где	2	2
215	в себе	5	2
216	и вообще	3	2
217	из этого	6	2
218	в его	5	2
