N	2gram	Losev_Prob_5	Psycholo
1	то что	18	44
2	и в	30	33
3	в этом	17	28
4	как бы	6	25
5	и что	6	25
6	все время	3	24
7	потому что	13	24
8	для того	3	23
9	может быть	7	22
10	том что	17	22
11	того чтобы	2	22
12	что в	5	21
13	в том	12	21
14	о том	12	20
15	что он	7	20
16	таким образом	13	13
17	и не	12	13
18	так же	5	13
19	сказать что	9	13
20	то есть	21	13
21	к тому	2	12
22	в самом	5	12
23	и все	9	12
24	так как	6	12
25	было бы	4	12
26	самом деле	2	12
27	он не	3	11
28	на то	2	10
29	не может	5	10
30	в его	12	10
31	в трагедии	4	10
32	в этой	10	9
33	по себе	2	9
34	как раз	5	9
35	то же	2	9
36	в конце	8	8
37	вместе с	7	8
38	как будто	3	8
39	в своем	11	7
40	для нас	10	7
41	так что	11	7
42	в нем	6	7
43	и только	2	7
44	раз в	2	7
45	не только	18	7
46	когда он	2	7
47	это не	2	6
48	трагедии и	2	6
49	в самой	3	6
50	что они	3	6
51	в ней	3	6
52	все эти	2	6
53	но он	5	6
54	точки зрения	10	6
55	у него	11	6
56	никак не	8	6
57	а не	5	6
58	в себе	4	6
59	мы будем	2	5
60	никогда не	7	5
61	в какой	2	5
62	нисколько не	5	5
63	и как	6	5
64	мы не	2	5
65	и на	6	5
66	вовсе не	8	5
67	с ним	3	5
68	мы можем	5	5
69	ясно что	4	5
70	как и	7	5
71	и его	6	5
72	все же	9	5
73	из этого	4	5
74	я не	2	4
75	в частности	4	4
76	что у	5	4
77	из них	2	4
78	жизни и	2	4
79	а в	6	4
80	не просто	5	4
81	того что	3	4
82	с этой	2	4
83	при помощи	6	4
84	с тем	5	4
85	к этому	2	4
86	об этом	4	4
87	у нас	7	4
88	и о	5	4
89	говорит о	7	4
90	не будет	2	4
91	в своей	22	4
92	ее в	2	4
93	на него	2	4
94	как мы	2	4
95	что не	2	4
96	с точки	8	4
97	в таком	2	4
98	можно было	2	4
99	жизнь и	3	4
100	по поводу	2	4
101	только в	9	4
102	в которой	5	4
103	не то	2	4
104	с одной	3	3
105	борьбу с	2	3
106	точно так	3	3
107	что именно	2	3
108	он все	2	3
109	ни в	4	3
110	что его	3	3
111	тот же	3	3
112	одной стороны	3	3
113	упоминания о	2	3
114	вслед за	2	3
115	всяком случае	2	3
116	и за	2	3
117	но и	13	3
118	и до	2	3
119	конечно не	2	3
120	этой трагедии	3	3
121	в драме	2	3
122	он видит	3	3
123	в то	4	3
124	его в	6	3
125	видит в	3	3
126	в одном	3	3
127	но не	7	3
128	указывает на	3	3
129	здесь в	2	3
130	до сих	2	3
131	он говорит	2	3
132	конце концов	6	3
133	что и	6	3
134	сих пор	2	3
135	так и	7	3
136	как в	2	3
137	да и	2	3
138	и сейчас	2	3
139	за то	2	3
140	и он	4	3
141	и для	6	3
142	что этот	5	3
143	во всяком	2	3
144	от этого	3	3
145	тем что	2	3
146	в виде	10	3
147	далеко не	4	3
148	и ясно	2	2
149	уже в	2	2
150	с другой	6	2
151	в одной	2	2
152	была бы	2	2
153	прежде всего	6	2
154	со всей	2	2
155	без всякого	2	2
156	но все	4	2
157	нет никакой	3	2
158	знает что	3	2
159	или вернее	3	2
160	и другое	3	2
161	в нашей	2	2
162	с такой	2	2
163	при этом	4	2
164	и является	2	2
165	в виду	3	2
166	в котором	2	2
167	один из	2	2
168	другой стороны	6	2
169	не больше	2	2
170	именно в	3	2
171	есть только	3	2
172	его не	2	2
173	время как	3	2
174	что такой	2	2
175	можно найти	6	2
176	в результате	7	2
177	больше чем	2	2
178	и с	5	2
179	также и	12	2
180	не в	7	2
181	мы читаем	6	2
182	бы не	3	2
183	мы имеем	2	2
184	но в	9	2
185	по словам	2	2
186	в них	2	2
187	что касается	3	2
188	если он	2	2
189	это время	2	2
190	и к	4	2
191	ли он	2	2
192	в ее	3	2
193	по существу	2	2
194	можно сказать	6	2
195	в это	2	2
196	стороны он	2	2
197	бы то	2	2
198	не все	2	2
199	оказывается что	4	2
200	внимание на	3	2
201	а с	4	2
202	перейти к	3	2
203	то время	3	2
204	хотя бы	2	2
205	и то	5	2
206	связи с	7	2
207	в русской	3	2
208	едва ли	4	2
209	ничего не	2	2
