N	2gram	Bakhtin_Fr_6	Hudozhes
1	том что	7	16
2	и в	41	14
3	так и	5	13
4	а не	2	12
5	в том	2	12
6	не только	10	12
7	при этом	3	12
8	о том	9	12
9	прежде всего	10	11
10	в этом	12	11
11	в себе	5	11
12	в своей	2	10
13	у него	7	9
14	что он	6	9
15	как и	7	9
16	то же	5	9
17	как в	4	8
18	то что	10	8
19	же время	5	8
20	между тем	2	8
21	в этой	8	8
22	в то	6	8
23	в его	7	8
24	не в	4	7
25	как бы	7	7
26	не может	4	7
27	именно в	4	7
28	а в	4	7
29	никогда не	8	6
30	что в	7	6
31	было бы	3	6
32	в первой	3	6
33	перед нами	3	5
34	с его	5	5
35	в частности	2	5
36	в этих	2	5
37	к себе	2	5
38	может быть	2	5
39	только в	3	5
40	и он	5	5
41	но и	13	5
42	жизни и	3	5
43	самом деле	4	5
44	и его	13	5
45	потому что	3	5
46	точки зрения	2	5
47	но в	8	5
48	связи с	2	4
49	в своем	5	4
50	та же	4	4
51	и от	4	4
52	и все	9	4
53	в духе	3	4
54	мы узнаем	2	4
55	мы уже	18	4
56	в самом	10	4
57	в ней	4	4
58	один из	6	4
59	себя в	2	4
60	из них	5	4
61	как раз	2	4
62	в центре	2	4
63	того что	3	4
64	он не	2	4
65	в конце	2	4
66	с ним	4	4
67	и с	16	4
68	но не	2	3
69	в следующей	6	3
70	превращается в	2	3
71	но он	5	3
72	с этим	3	3
73	романа в	3	3
74	в литературе	5	3
75	и смерти	3	3
76	как мы	12	3
77	в ее	5	3
78	как его	2	3
79	говорить о	2	3
80	в предыдущей	2	3
81	от него	2	3
82	на этом	2	3
83	своего времени	2	3
84	и когда	2	3
85	предыдущей главе	2	3
86	еще в	5	3
87	даже в	4	3
88	в нем	16	3
89	все же	4	3
90	следующей главе	6	3
91	и для	3	3
92	этом отношении	3	3
93	все эти	11	3
94	лишь в	2	3
95	того чтобы	4	3
96	и даже	4	3
97	с точки	2	3
98	тем что	5	3
99	и на	9	3
100	а также	5	3
101	поэтому и	3	2
102	в одной	3	2
103	и потому	2	2
104	для всего	2	2
105	или с	2	2
106	так что	2	2
107	в другом	4	2
108	и что	5	2
109	до конца	2	2
110	одной из	3	2
111	раз в	2	2
112	например в	6	2
113	на его	2	2
114	в начале	3	2
115	вместо того	3	2
116	в третьей	3	2
117	никак не	3	2
118	хотя и	2	2
119	в него	3	2
120	этой книги	2	2
121	как он	2	2
122	сих пор	3	2
123	в форме	2	2
124	все это	11	2
125	внимание на	2	2
126	и не	3	2
127	но с	2	2
128	они не	3	2
129	в значительной	2	2
130	что не	3	2
131	той же	5	2
132	с этой	3	2
133	в результате	4	2
134	характер и	2	2
135	о котором	4	2
136	так сказать	2	2
137	характер в	3	2
138	это прежде	2	2
139	как она	2	2
140	мы не	2	2
141	до сих	3	2
