N	2gram	Propp_Isto_6	Vladivir
1	и в	26	30
2	то что	6	20
3	в этом	12	20
4	у него	7	19
5	в том	12	18
6	и не	10	18
7	и с	6	14
8	что он	9	13
9	том что	10	12
10	что в	12	12
11	там же	3	12
12	не только	10	12
13	в его	5	11
14	а в	3	11
15	как мы	4	11
16	сказать что	3	11
17	а также	4	10
18	не было	3	10
19	не в	3	9
20	кроме того	3	9
21	было бы	2	9
22	все же	8	9
23	потому что	13	9
24	не может	6	9
25	в то	5	9
26	в своем	2	8
27	вместе с	8	8
28	но и	9	8
29	что же	2	8
30	но в	7	8
31	никогда не	13	7
32	ни в	2	7
33	может быть	11	7
34	для нас	2	7
35	а не	2	7
36	как это	5	7
37	к этому	3	6
38	прежде всего	4	6
39	он был	2	6
40	у нас	5	6
41	то время	3	6
42	только в	5	6
43	всяком случае	2	6
44	во всяком	2	6
45	в себе	3	6
46	жизни и	2	6
47	а именно	9	6
48	и его	7	6
49	о чем	2	6
50	и то	3	5
51	к концу	3	5
52	как и	5	5
53	так что	3	5
54	при этом	3	5
55	того же	2	5
56	в своей	3	5
57	как бы	4	5
58	другими словами	3	5
59	так и	5	5
60	с этим	2	5
61	это мы	2	5
62	и что	5	5
63	того что	2	5
64	все эти	8	5
65	так как	18	5
66	с ним	8	5
67	из этого	3	5
68	с его	4	4
69	с этой	2	4
70	в это	4	4
71	после смерти	2	4
72	вовсе не	2	4
73	его в	5	4
74	можно сказать	2	4
75	мы знаем	2	4
76	в этой	2	4
77	что это	2	4
78	на его	4	4
79	в ней	5	4
80	он не	2	4
81	в нем	8	4
82	то это	5	4
83	не есть	2	4
84	в этих	2	4
85	него в	2	4
86	со стороны	3	4
87	то же	5	4
88	и наконец	3	4
89	и он	4	4
90	так же	2	4
91	и на	12	4
92	но это	4	4
93	мы должны	2	4
94	о том	7	4
95	здесь не	2	4
96	в них	3	3
97	из этих	4	3
98	точно так	2	3
99	что касается	2	3
100	что и	4	3
101	и как	2	3
102	но не	2	3
103	он и	2	3
104	в данном	3	3
105	я его	2	3
106	нам кажется	2	3
107	как в	6	3
108	таким образом	12	3
109	и вот	3	3
110	здесь мы	4	3
111	и больше	2	3
112	уже не	7	3
113	в очень	4	3
114	где он	2	3
115	в виде	6	3
116	но он	2	3
117	под названием	2	3
118	но вот	2	3
119	и это	8	3
120	когда мы	2	3
121	как у	2	2
122	еще в	3	2
123	здесь можно	7	2
124	с тем	4	2
125	первый план	2	2
126	однако в	2	2
127	него и	3	2
128	это не	4	2
129	и от	3	2
130	себе в	4	2
131	и хотя	2	2
132	мы видели	11	2
133	меня в	3	2
134	к тому	2	2
135	на первый	3	2
136	уже давно	2	2
137	на котором	3	2
138	из его	2	2
139	есть и	4	2
140	после того	2	2
141	она не	3	2
142	и сам	2	2
143	кажется что	2	2
144	мы уже	6	2
145	во сне	3	2
146	в частности	3	2
147	на то	2	2
148	не вполне	2	2
149	время как	3	2
150	даже в	2	2
151	не имеет	2	2
152	наряду с	3	2
153	и до	2	2
154	ее на	2	2
155	данном случае	3	2
156	меня и	3	2
157	того как	3	2
158	на земле	4	2
159	но все	2	2
160	мы находим	2	2
161	что не	2	2
162	и по	4	2
163	те кто	2	2
164	его не	2	2
165	можно было	2	2
166	приходит к	3	2
167	в своих	3	2
168	их в	3	2
169	в более	6	2
170	как будто	3	2
171	что эти	2	2
172	как он	6	2
173	или как	2	2
174	ничего не	2	2
175	мы не	6	2
