N	2gram	Bakhtin_Fr_8	Vladivir
1	и в	56	31
2	в году	3	30
3	не только	8	24
4	но и	9	19
5	то что	3	18
6	и не	9	17
7	у него	7	15
8	и даже	8	15
9	он был	12	14
10	том что	8	14
11	что в	5	14
12	в этом	14	14
13	и с	8	14
14	что он	2	12
15	в его	18	12
16	но в	6	12
17	с его	5	11
18	в том	13	11
19	потому что	6	11
20	о том	4	11
21	так что	3	10
22	и то	2	10
23	также и	2	10
24	он не	5	10
25	никогда не	5	9
26	как мы	7	9
27	а в	2	9
28	только в	9	9
29	в те	3	8
30	в то	12	8
31	так как	4	8
32	уже в	2	7
33	для него	2	7
34	кроме того	3	7
35	как раз	2	7
36	и его	12	7
37	сказать что	3	7
38	мы уже	10	7
39	еще и	3	7
40	он и	2	6
41	к этому	2	6
42	и был	3	6
43	и к	4	6
44	можно сказать	2	6
45	в качестве	4	6
46	и потому	4	6
47	и сам	2	6
48	может быть	3	6
49	в котором	2	6
50	его жизни	2	6
51	так и	13	6
52	не может	2	6
53	то же	11	6
54	не был	4	5
55	все это	8	5
56	вовсе не	6	5
57	не в	3	5
58	а также	3	5
59	что и	3	5
60	когда он	2	5
61	не было	5	5
62	в своих	4	5
63	но он	3	5
64	те времена	2	5
65	с ним	2	5
66	же время	10	4
67	в своем	3	4
68	и все	6	4
69	в нем	8	4
70	главным образом	3	4
71	в себе	4	4
72	как и	5	4
73	и как	2	4
74	в этой	6	4
75	по своей	4	4
76	совсем не	2	4
77	хотя и	2	4
78	один из	5	4
79	в нашем	2	4
80	в своей	2	4
81	ни с	5	4
82	в особенности	4	4
83	что для	3	4
84	несмотря на	2	4
85	во всем	4	4
86	дело в	2	4
87	к нему	2	4
88	в которой	4	4
89	в виде	2	3
90	с другой	2	3
91	но не	5	3
92	это была	3	3
93	но это	2	3
94	что они	2	3
95	более или	2	3
96	по своему	8	3
97	за пределы	4	3
98	все же	2	3
99	на его	6	3
100	вся эта	2	3
101	вместе с	2	3
102	был в	2	3
103	или менее	2	3
104	только на	2	3
105	другой стороны	2	3
106	в отношении	5	3
107	в связи	3	3
108	таким образом	17	3
109	все эти	15	3
110	здесь мы	3	3
111	не мог	3	3
112	уже не	3	3
113	и на	7	3
114	к его	3	3
115	и здесь	3	3
116	во время	5	3
117	то есть	24	3
118	во многом	2	2
119	с тем	2	2
120	первый план	2	2
121	в частности	7	2
122	в них	11	2
123	и такие	2	2
124	к концу	2	2
125	что все	4	2
126	образом в	2	2
127	его к	3	2
128	одной из	3	2
129	ни в	2	2
130	и знакомых	2	2
131	этот момент	2	2
132	не были	3	2
133	то время	2	2
134	не имели	2	2
135	своего времени	6	2
136	еще не	10	2
137	при этом	4	2
138	было бы	2	2
139	что на	2	2
140	в самом	9	2
141	конечно не	4	2
142	для своего	2	2
143	и о	3	2
144	одним из	5	2
145	даже в	4	2
146	и до	10	2
147	из них	2	2
148	дело не	2	2
149	что она	2	2
150	так например	2	2
151	которых он	2	2
152	как к	2	2
153	и для	2	2
154	начиная с	2	2
155	и других	4	2
156	он говорит	2	2
157	того чтобы	4	2
158	для того	2	2
159	времени в	3	2
160	и почти	3	2
161	той же	6	2
162	знания и	2	2
163	в результате	5	2
164	точки зрения	6	2
165	в каком	2	2
166	и еще	2	2
167	за это	2	2
