N	2gram	Losev_Vlad_1	FransuaR
1	и в	31	56
2	то есть	3	24
3	в его	12	18
4	таким образом	3	17
5	все эти	3	15
6	в этом	14	14
7	в том	11	13
8	так и	6	13
9	и его	7	12
10	он был	14	12
11	в то	8	12
12	в них	2	11
13	то же	6	11
14	же время	4	10
15	еще не	2	10
16	мы уже	7	10
17	и до	2	10
18	только в	9	9
19	в самом	2	9
20	но и	19	9
21	и не	17	9
22	том что	14	8
23	по своему	3	8
24	не только	24	8
25	в нем	4	8
26	все это	5	8
27	и даже	15	8
28	и с	14	8
29	в частности	2	7
30	у него	15	7
31	как мы	9	7
32	и на	3	7
33	вовсе не	5	6
34	в этой	4	6
35	своего времени	2	6
36	той же	2	6
37	потому что	11	6
38	на его	3	6
39	точки зрения	2	6
40	и все	4	6
41	но в	12	6
42	но не	3	5
43	с его	11	5
44	никогда не	9	5
45	в отношении	3	5
46	ни с	4	5
47	как и	4	5
48	одним из	2	5
49	он не	10	5
50	один из	4	5
51	что в	14	5
52	не было	5	5
53	в результате	2	5
54	во время	3	5
55	что все	2	4
56	не был	5	4
57	в себе	4	4
58	в качестве	6	4
59	и к	6	4
60	конечно не	2	4
61	за пределы	3	4
62	и потому	6	4
63	даже в	2	4
64	при этом	2	4
65	и других	2	4
66	того чтобы	2	4
67	в своих	5	4
68	во всем	4	4
69	о том	11	4
70	по своей	4	4
71	в особенности	4	4
72	так как	8	4
73	в которой	4	4
74	в своем	4	3
75	и был	6	3
76	главным образом	4	3
77	и здесь	3	3
78	так что	10	3
79	это была	3	3
80	кроме того	7	3
81	не были	2	3
82	может быть	6	3
83	не мог	3	3
84	и о	2	3
85	одной из	2	3
86	а также	5	3
87	что и	5	3
88	то что	18	3
89	в связи	3	3
90	что для	4	3
91	еще и	7	3
92	в году	30	3
93	здесь мы	3	3
94	в те	8	3
95	уже не	3	3
96	времени в	2	3
97	не в	5	3
98	и почти	2	3
99	сказать что	7	3
100	но он	5	3
101	к его	3	3
102	его к	2	3
103	знания и	2	2
104	первый план	2	2
105	в виде	3	2
106	в нашем	4	2
107	с другой	3	2
108	уже в	7	2
109	к этому	6	2
110	что он	12	2
111	можно сказать	6	2
112	так например	2	2
113	и еще	2	2
114	ни в	2	2
115	которых он	2	2
116	и как	4	2
117	но это	3	2
118	этот момент	2	2
119	к концу	2	2
120	совсем не	4	2
121	то время	2	2
122	для него	7	2
123	было бы	2	2
124	и сам	6	2
125	не имели	2	2
126	из них	2	2
127	несмотря на	4	2
128	и знакомых	2	2
129	а в	9	2
130	хотя и	4	2
131	что на	2	2
132	в котором	6	2
133	и такие	2	2
134	его жизни	6	2
135	все же	3	2
136	в своей	4	2
137	вся эта	3	2
138	когда он	5	2
139	вместе с	3	2
140	дело не	2	2
141	был в	3	2
142	что она	2	2
143	или менее	3	2
144	только на	3	2
145	другой стороны	3	2
146	как раз	7	2
147	не может	6	2
148	в каком	2	2
149	как к	2	2
150	образом в	2	2
151	для того	2	2
152	к нему	4	2
153	и для	2	2
154	и то	10	2
155	также и	10	2
156	он и	6	2
157	начиная с	2	2
158	для своего	2	2
159	что они	3	2
160	дело в	4	2
161	за это	2	2
162	те времена	5	2
163	с тем	2	2
164	с ним	5	2
165	более или	3	2
166	он говорит	2	2
167	во многом	2	2
