N	2gram	Medvedev_F_3	Vladivir
1	и в	27	30
2	то что	8	20
3	в этом	18	20
4	в том	7	18
5	и не	30	18
6	и с	3	14
7	что он	6	13
8	в конце	3	13
9	том что	4	12
10	что в	8	12
11	не только	9	12
12	в его	7	11
13	как мы	8	11
14	сказать что	3	11
15	и даже	2	10
16	не в	12	9
17	было бы	6	9
18	все же	6	9
19	потому что	7	9
20	не может	24	9
21	в то	7	9
22	связи с	5	8
23	в своем	2	8
24	вместе с	6	8
25	но и	10	8
26	что же	5	8
27	в связи	4	8
28	но в	6	8
29	не менее	7	7
30	никогда не	5	7
31	точки зрения	16	7
32	и все	8	7
33	ни в	8	7
34	до конца	4	7
35	может быть	25	7
36	для нас	3	7
37	а не	17	7
38	как это	4	7
39	к этому	2	6
40	прежде всего	4	6
41	тем не	2	6
42	он был	4	6
43	у нас	3	6
44	только в	8	6
45	всяком случае	6	6
46	во всяком	6	6
47	в себе	3	6
48	жизни и	4	6
49	и его	19	6
50	по себе	4	5
51	как и	14	5
52	в дальнейшем	5	5
53	то в	2	5
54	при этом	8	5
55	того же	3	5
56	в своей	6	5
57	в основном	2	5
58	как бы	8	5
59	в котором	2	5
60	так и	21	5
61	все это	7	5
62	и что	3	5
63	того что	3	5
64	в результате	5	5
65	все эти	6	5
66	так как	9	5
67	из этого	4	5
68	совсем не	5	4
69	с его	2	4
70	вовсе не	28	4
71	его в	7	4
72	можно сказать	3	4
73	мы знаем	4	4
74	в этой	2	4
75	в целом	4	4
76	что это	3	4
77	конечно не	4	4
78	в ней	5	4
79	в нем	15	4
80	не есть	4	4
81	в этих	3	4
82	время в	3	4
83	со стороны	4	4
84	то же	15	4
85	так же	9	4
86	той же	3	4
87	и на	3	4
88	но это	2	4
89	мы должны	2	4
90	о том	4	4
91	здесь не	2	4
92	учение о	2	3
93	уже в	4	3
94	всех этих	2	3
95	в них	3	3
96	в отношении	2	3
97	хотя бы	6	3
98	из этих	2	3
99	же время	7	3
100	что и	2	3
101	да и	4	3
102	и как	4	3
103	можно говорить	4	3
104	но не	5	3
105	он и	3	3
106	в данном	6	3
107	и для	6	3
108	никак не	3	3
109	с точки	14	3
110	во всех	3	3
111	нам кажется	2	3
112	как в	4	3
113	в отличие	2	3
114	отношения к	2	3
115	таким образом	18	3
116	те же	3	3
117	уже не	3	3
118	отличие от	2	3
119	в таком	2	3
120	и это	2	3
121	дело в	2	3
122	в россии	2	3
123	конце концов	2	3
124	в области	2	3
125	еще в	3	2
126	нисколько не	2	2
127	жизни с	2	2
128	с тем	7	2
129	однако в	2	2
130	жизни в	3	2
131	это не	3	2
132	правда в	2	2
133	и от	11	2
134	раз и	3	2
135	тогда когда	4	2
136	на все	2	2
137	мы видели	4	2
138	к тому	4	2
139	в общем	2	2
140	друг друга	5	2
141	а к	2	2
142	на этом	2	2
143	она не	4	2
144	в каких	2	2
145	и из	2	2
146	кажется что	2	2
147	мы уже	3	2
148	в самом	11	2
149	в сущности	2	2
150	ни с	2	2
151	же и	4	2
152	и потому	5	2
153	о нем	3	2
154	для того	4	2
155	в виду	3	2
156	даже в	2	2
157	а что	3	2
158	но уже	2	2
159	ровно ничего	2	2
160	его и	3	2
161	данном случае	4	2
162	который был	2	2
163	не на	3	2
164	на земле	2	2
165	россии и	2	2
166	и притом	2	2
167	в той	3	2
168	того чтобы	5	2
169	и очень	2	2
170	нет никаких	2	2
171	в своих	6	2
172	это значит	2	2
173	их в	3	2
174	и во	2	2
175	не о	3	2
176	к его	3	2
177	как он	2	2
178	то его	2	2
179	в чисто	2	2
180	ничего не	2	2
181	мы не	4	2
