N	2gram	Losev_Vlad_1	FransuaR
1	и в	31	41
2	то есть	3	20
3	таким образом	3	19
4	в этом	14	15
5	и все	4	14
6	как и	4	14
7	в этой	4	13
8	то же	6	13
9	все эти	3	13
10	мы уже	7	12
11	в его	12	12
12	в том	11	11
13	как мы	9	11
14	в себе	4	11
15	так и	6	10
16	все это	5	10
17	в то	8	10
18	в качестве	6	9
19	и его	7	9
20	не в	5	9
21	же время	4	9
22	но и	19	9
23	в своем	4	9
24	что в	14	9
25	в конце	9	8
26	и от	5	8
27	по существу	2	8
28	то что	18	8
29	но в	12	8
30	в них	2	7
31	вовсе не	5	7
32	в нем	4	7
33	и не	17	7
34	у него	15	6
35	ни в	2	6
36	для него	7	6
37	и до	2	6
38	только в	9	6
39	о том	11	6
40	уже в	7	5
41	к этому	6	5
42	не только	24	5
43	и к	6	5
44	на этом	2	5
45	вместе с	3	5
46	что и	5	5
47	как в	3	5
48	в году	30	5
49	и у	4	5
50	а в	9	5
51	к нему	4	5
52	и для	2	5
53	точки зрения	2	5
54	и это	2	5
55	потому что	11	5
56	место в	2	4
57	хотя и	4	4
58	но он	5	4
59	и здесь	3	4
60	том что	14	4
61	все что	2	4
62	было бы	2	4
63	может быть	6	4
64	он не	10	4
65	к жизни	2	4
66	и на	3	4
67	и с	14	4
68	конце концов	3	4
69	ничего не	3	4
70	я не	4	3
71	в отношении	3	3
72	что у	4	3
73	того же	6	3
74	во время	3	3
75	и потому	6	3
76	его к	2	3
77	он был	14	3
78	это была	3	3
79	но это	3	3
80	по этому	2	3
81	совсем не	4	3
82	в своей	4	3
83	кроме того	7	3
84	при этом	2	3
85	в это	2	3
86	из них	2	3
87	несмотря на	4	3
88	о нем	7	3
89	что он	12	3
90	жизни и	5	3
91	не может	6	3
92	не было	5	3
93	тем самым	2	3
94	и по	8	3
95	той же	2	3
96	с ними	2	3
97	тем что	2	3
98	но этот	3	3
99	так как	8	3
100	учение о	2	2
101	что все	2	2
102	с его	11	2
103	никогда не	9	2
104	и так	3	2
105	о котором	2	2
106	к тому	3	2
107	и еще	2	2
108	и как	4	2
109	более или	3	2
110	своего времени	2	2
111	по своему	3	2
112	отношение к	3	2
113	тот же	3	2
114	еще не	2	2
115	того что	2	2
116	в доме	7	2
117	вся эта	3	2
118	свидетельствует о	3	2
119	на всю	2	2
120	одной из	2	2
121	а также	5	2
122	дело не	2	2
123	был в	3	2
124	или менее	3	2
125	и всегда	3	2
126	в связи	3	2
127	в особенности	4	2
128	в течение	9	2
129	и других	2	2
130	и вот	3	2
131	только на	3	2
132	не мог	3	2
133	говорит что	4	2
134	беседует с	2	2
135	свое время	6	2
136	уже не	3	2
137	жизнь и	3	2
138	и то	10	2
139	в результате	2	2
140	во всяком	2	2
141	сейчас увидим	2	2
142	которой он	5	2
143	также и	10	2
144	как он	4	2
145	в свое	5	2
146	дело в	4	2
147	мы сейчас	7	2
148	года он	6	2
149	в чем	2	2
150	в которой	4	2
151	с ним	5	2
152	это было	6	2
