N	2gram	Medvedev_F_1	Myshleni
1	то что	8	26
2	что он	3	25
3	в этом	15	25
4	таким образом	13	19
5	в том	6	18
6	не может	16	18
7	точки зрения	16	18
8	и развитие	2	17
9	что в	4	16
10	и в	24	16
11	того что	5	16
12	не только	7	16
13	так же	4	15
14	в процессе	9	13
15	отношению к	4	12
16	вопрос о	2	12
17	по отношению	4	12
18	и не	20	12
19	и что	2	12
20	и развития	2	12
21	в области	3	12
22	отношение к	3	11
23	в его	23	11
24	но не	3	10
25	с помощью	3	10
26	было бы	6	10
27	как мы	5	10
28	а не	10	10
29	только в	2	10
30	в отношении	3	9
31	может быть	14	9
32	с точки	13	9
33	точка зрения	2	8
34	должно быть	11	8
35	как это	6	8
36	в основе	3	8
37	если бы	4	8
38	как и	11	8
39	он не	3	8
40	то же	10	8
41	тем самым	3	8
42	же как	2	7
43	в нем	14	7
44	так и	18	7
45	по себе	5	7
46	приводит к	2	7
47	если мы	2	7
48	не в	8	6
49	в этой	6	6
50	но и	7	6
51	и на	8	6
52	но в	5	6
53	к тому	3	6
54	должна быть	7	5
55	никогда не	4	5
56	в своем	11	5
57	на все	3	5
58	для него	3	5
59	как бы	6	5
60	хотя бы	5	5
61	в то	9	5
62	с ним	2	5
63	он должен	3	5
64	как в	8	5
65	в которой	4	5
66	ничего не	2	5
67	все эти	6	4
68	с другой	5	4
69	это не	2	4
70	с этой	4	4
71	сама по	2	4
72	а только	2	4
73	в свою	8	4
74	в пределах	6	4
75	при этом	5	4
76	в самом	5	4
77	в целом	6	4
78	друг от	2	4
79	от друга	2	4
80	и их	10	4
81	именно в	8	4
82	в системе	2	4
83	в результате	2	4
84	к которому	2	4
85	бы в	3	4
86	мысли в	2	4
87	лучшем случае	3	4
88	еще не	6	4
89	за пределы	2	4
90	не есть	2	4
91	вместе с	2	4
92	не менее	11	3
93	в частности	4	3
94	перейти к	2	3
95	прежде всего	22	3
96	и как	3	3
97	но это	3	3
98	самом деле	6	3
99	свою очередь	6	3
100	одной стороны	4	3
101	до конца	7	3
102	в действительности	2	3
103	и является	2	3
104	мы видели	2	3
105	значение в	3	3
106	его и	2	3
107	от того	2	3
108	в их	11	3
109	из системы	2	3
110	с одной	4	3
111	они не	3	3
112	как на	4	3
113	а в	6	3
114	и с	8	3
115	к этой	4	3
116	как она	3	3
117	между тем	2	3
118	мы не	3	3
119	и более	2	3
120	с тем	2	3
121	только не	2	3
122	с этим	2	3
123	в одном	2	3
124	вопрос об	2	3
125	таким же	2	3
126	все же	3	3
127	по существу	2	3
128	это и	3	3
129	и может	4	3
130	одной из	2	3
131	еще в	2	3
132	что и	2	3
133	сих пор	6	3
134	не на	2	3
135	и его	10	3
136	в лучшем	3	3
137	он в	2	3
138	связи с	3	3
139	как с	2	3
140	до сих	6	3
141	и от	7	2
142	этой последней	4	2
143	на всю	2	2
144	но все	2	2
145	совершается в	2	2
146	не дает	2	2
147	на его	2	2
148	в ней	10	2
149	в своей	11	2
150	все это	9	2
151	отношения к	6	2
152	форм и	6	2
153	иначе как	2	2
154	и даже	3	2
155	на основе	6	2
156	в своих	2	2
157	говорит он	3	2
158	из виду	2	2
159	и здесь	6	2
160	в истории	4	2
161	на нее	2	2
162	в единстве	7	2
163	на их	2	2
164	в зависимости	2	2
165	в них	3	2
166	что было	2	2
167	в жизни	3	2
168	если он	3	2
169	вовсе не	10	2
170	его в	3	2
171	стороны и	4	2
172	в различных	2	2
173	не с	2	2
174	и к	4	2
175	же в	3	2
176	у нас	5	2
177	зависимости от	3	2
178	во всем	2	2
179	учение о	4	2
180	со всеми	3	2
181	жизни и	7	2
182	когда он	3	2
183	является для	2	2
184	и потому	9	2
185	во всех	5	2
186	научной мысли	2	2
187	только на	5	2
188	должны быть	5	2
189	ни одного	2	2
190	исследования и	2	2
191	значение для	2	2
192	во всяком	4	2
193	ни на	3	2
194	учения о	2	2
