N	2gram	Losev_Dial_2	FransuaR
1	и в	19	29
2	таким образом	4	20
3	и не	30	16
4	и все	12	13
5	в этой	3	13
6	как и	10	12
7	но в	2	12
8	так и	10	11
9	в этом	8	11
10	то же	12	10
11	во время	2	10
12	как мы	3	10
13	мы уже	8	10
14	в то	6	10
15	не только	19	10
16	вовсе не	13	9
17	и образы	2	9
18	в конце	2	9
19	но и	12	9
20	все эти	2	9
21	и с	5	9
22	его в	3	9
23	же время	5	8
24	прежде всего	8	8
25	и его	5	8
26	как бы	14	8
27	так же	2	7
28	в том	14	7
29	так как	14	7
30	из них	3	6
31	в сущности	2	6
32	но он	4	6
33	что это	10	5
34	это не	10	5
35	это и	3	5
36	в нем	10	5
37	в своей	8	5
38	и по	4	5
39	сказать что	10	5
40	перед нами	2	4
41	что он	6	4
42	но это	7	4
43	по своему	5	4
44	есть и	6	4
45	еще не	4	4
46	и есть	4	4
47	то что	14	4
48	жизни и	6	4
49	конечно не	6	4
50	все это	4	4
51	на самом	2	4
52	с другой	5	4
53	тела и	5	4
54	жизнь и	5	4
55	связана с	2	4
56	также и	2	4
57	в результате	2	4
58	тем что	2	4
59	точки зрения	12	4
60	в которой	2	4
61	в узком	2	3
62	все время	3	3
63	всех этих	3	3
64	в частности	2	3
65	в своем	4	3
66	с ее	2	3
67	самого начала	2	3
68	что у	2	3
69	в ее	4	3
70	все же	4	3
71	но как	5	3
72	с самого	2	3
73	том что	10	3
74	и как	10	3
75	мы видим	2	3
76	имеется в	2	3
77	более или	2	3
78	что здесь	2	3
79	ведь это	3	3
80	того что	6	3
81	и их	3	3
82	он не	4	3
83	к нему	4	3
84	или менее	2	3
85	другой стороны	4	3
86	в разных	3	3
87	при этом	4	3
88	и они	2	3
89	и вот	4	3
90	и даже	14	3
91	с ними	2	3
92	в ней	2	3
93	же и	9	3
94	в себе	15	3
95	по своей	4	3
96	в чем	3	3
97	уже в	4	2
98	времени и	9	2
99	связи с	4	2
100	уже и	2	2
101	время и	2	2
102	в этих	3	2
103	форм и	2	2
104	в жизни	2	2
105	но мы	2	2
106	к тому	2	2
107	и к	7	2
108	но только	3	2
109	все в	2	2
110	ни в	10	2
111	да и	6	2
112	что я	2	2
113	что они	6	2
114	есть в	2	2
115	именно в	2	2
116	на этом	2	2
117	но не	6	2
118	как известно	2	2
119	то время	4	2
120	кроме того	3	2
121	не может	9	2
122	о чем	3	2
123	и мы	3	2
124	на его	2	2
125	может быть	20	2
126	у меня	3	2
127	никогда не	9	2
128	уже не	3	2
129	в виду	5	2
130	если в	2	2
131	раз в	2	2
132	себя в	2	2
133	после этого	3	2
134	ни с	4	2
135	как в	2	2
136	в их	2	2
137	как раз	5	2
138	не на	2	2
139	с одной	2	2
140	в той	3	2
141	они не	3	2
142	с точки	8	2
143	на свете	5	2
144	или в	2	2
145	в своих	2	2
146	и то	7	2
147	их в	2	2
148	и при	2	2
149	в одной	4	2
150	как будто	7	2
151	только в	5	2
152	в один	3	2
153	о том	5	2
154	как он	4	2
155	и это	5	2
156	с ним	4	2
157	это конечно	4	2
158	живой и	2	2
159	же не	3	2
