N	2gram	Tiupa_Hudo_2	StatiiOP
1	и в	28	25
2	в этом	13	24
3	в том	15	20
4	что в	5	19
5	что он	8	19
6	может быть	8	19
7	тем что	6	19
8	что это	5	16
9	том что	19	15
10	в этой	5	14
11	в г	2	12
12	в его	11	12
13	то что	6	12
14	не только	11	12
15	в этих	3	11
16	прежде всего	3	10
17	и не	18	10
18	у него	5	9
19	но и	9	9
20	и т	4	8
21	все это	3	8
22	т е	2	8
23	о том	12	8
24	это было	2	8
25	это не	6	7
26	было бы	3	7
27	не может	4	7
28	точки зрения	2	7
29	в то	6	7
30	место в	2	6
31	из этих	2	6
32	не в	13	6
33	только в	4	6
34	как бы	5	6
35	как в	5	6
36	как на	2	6
37	а в	6	6
38	и на	3	6
39	т п	2	6
40	между тем	8	6
41	то же	6	5
42	в них	3	5
43	потому что	2	5
44	с другой	3	5
45	об этом	7	5
46	в котором	6	5
47	и это	3	5
48	ответ на	2	5
49	а не	14	5
50	он не	4	5
51	так и	8	5
52	но в	2	5
53	состоит в	7	4
54	в жизни	8	4
55	была бы	3	4
56	а как	2	4
57	как и	11	4
58	то в	4	4
59	в качестве	4	4
60	можно сказать	6	4
61	если бы	6	4
62	и к	2	4
63	в ней	3	4
64	к ней	2	4
65	а также	2	4
66	в своей	6	4
67	отношение к	2	4
68	не было	6	4
69	лишь в	2	4
70	с точки	2	4
71	к нему	3	4
72	и для	2	4
73	и с	6	4
74	сказать что	2	4
75	все же	2	4
76	ничего не	5	4
77	что все	3	3
78	с его	5	3
79	все они	3	3
80	тому что	4	3
81	же время	4	3
82	для него	5	3
83	что я	2	3
84	на этом	2	3
85	одной стороны	3	3
86	несмотря на	3	3
87	о которых	2	3
88	не является	2	3
89	своего рода	16	3
90	со стороны	3	3
91	как раз	4	3
92	уже не	10	3
93	и его	5	3
94	в рассказе	21	3
95	у которого	2	3
96	в виде	2	3
97	говорить о	2	3
98	в другом	2	3
99	я и	6	3
100	а с	3	2
101	сам он	2	2
102	это был	2	2
103	все время	3	2
104	не менее	5	2
105	никогда не	5	2
106	себя и	2	2
107	и у	2	2
108	что у	3	2
109	как о	3	2
110	не столько	2	2
111	в духе	2	2
112	вовсе не	2	2
113	и ее	3	2
114	или иной	2	2
115	к тому	7	2
116	как мы	2	2
117	а по	2	2
118	не как	2	2
119	что они	4	2
120	но не	4	2
121	до сих	2	2
122	еще не	3	2
123	в это	3	2
124	одной из	3	2
125	в самом	5	2
126	одна из	2	2
127	если в	2	2
128	гораздо более	2	2
129	один из	2	2
130	тем не	4	2
131	вместе с	2	2
132	дело не	2	2
133	сих пор	2	2
134	и тогда	2	2
135	внимание на	3	2
136	и только	2	2
137	т д	2	2
138	с ее	5	2
139	с одной	3	2
140	о которой	2	2
141	самом деле	3	2
142	во втором	2	2
143	для того	4	2
144	что не	2	2
145	той же	2	2
146	или в	3	2
147	тем как	2	2
148	то и	4	2
149	одно из	5	2
