N	2gram	Voloshinov_1	Marksizm
1	точки зрения	14	34
2	может быть	14	26
3	и не	10	26
4	не может	16	24
5	с точки	2	20
6	и в	12	19
7	и его	13	19
8	таким образом	12	17
9	в этом	4	16
10	как бы	13	15
11	в процессе	6	14
12	прежде всего	8	13
13	как и	5	12
14	социального общения	4	12
15	и пр	3	12
16	так и	4	11
17	и для	3	11
18	в самом	4	10
19	в нем	6	10
20	ни было	4	10
21	самом деле	3	10
22	для него	3	9
23	идеологического творчества	2	9
24	внутренней речи	3	9
25	только в	6	9
26	на материале	2	8
27	при этом	6	8
28	бы то	3	8
29	но и	3	8
30	то ни	3	8
31	до сих	3	8
32	не только	4	8
33	все же	4	8
34	то что	5	8
35	сих пор	3	8
36	точка зрения	3	7
37	все эти	3	7
38	так же	3	7
39	и те	2	7
40	но в	5	7
41	то же	5	7
42	а не	5	7
43	с помощью	6	6
44	в том	6	6
45	кроме того	2	6
46	в настоящее	2	6
47	в пределах	3	6
48	другой стороны	2	6
49	и здесь	2	6
50	настоящее время	2	6
51	отнюдь не	5	6
52	в основном	2	6
53	в его	2	6
54	мы не	3	6
55	ничего не	2	6
56	с другой	4	5
57	не в	4	5
58	до конца	2	5
59	общения и	2	5
60	конечно не	3	5
61	те же	2	5
62	и потому	2	5
63	и все	2	5
64	к этому	2	5
65	материале слова	2	5
66	за пределы	4	5
67	хотя бы	5	5
68	может стать	2	5
69	ясно что	3	5
70	что в	2	4
71	не менее	3	4
72	в отношении	2	4
73	как же	2	4
74	в ней	6	4
75	от того	4	4
76	и на	4	4
77	сказать что	7	4
78	что слово	2	4
79	по себе	3	4
80	в условиях	2	4
81	еще не	3	4
82	как в	5	4
83	только на	3	4
84	между ними	2	4
85	в данном	2	4
86	выражение в	2	4
87	отношении к	3	4
88	место в	2	3
89	в какой	2	3
90	формы и	3	3
91	можно сказать	5	3
92	в котором	3	3
93	все это	3	3
94	по отношению	11	3
95	того что	3	3
96	в материале	2	3
97	с другими	2	3
98	между тем	3	3
99	нуждается в	3	3
100	в то	2	3
101	же самое	2	3
102	его в	4	3
103	нет ничего	2	3
104	слово в	3	3
105	в каком	3	3
106	и к	4	3
107	том что	5	3
108	более того	2	3
109	на границе	3	3
110	социальной жизни	2	3
111	в корне	2	3
112	общего с	2	3
113	он не	2	3
114	не есть	2	3
115	в своей	3	3
116	быть и	3	3
117	на самом	4	3
118	и следовательно	5	3
119	речи в	2	3
120	но все	2	3
121	эта последняя	2	3
122	и ее	3	3
123	слова и	6	3
124	зависит от	2	2
125	независимо от	2	2
126	должна быть	5	2
127	никогда не	5	2
128	в своем	2	2
129	точку зрения	2	2
130	его к	2	2
131	слова но	2	2
132	словом и	2	2
133	тем не	3	2
134	ни в	3	2
135	как если	4	2
136	совпадает с	2	2
137	но для	3	2
138	и является	4	2
139	в виду	5	2
140	и др	5	2
141	в нашем	11	2
142	жизни и	4	2
143	как к	3	2
144	со всех	2	2
145	имеет место	2	2
146	для других	2	2
147	с этой	2	2
148	допустим что	2	2
149	к его	2	2
150	о том	3	2
151	так как	9	2
152	свое выражение	4	2
153	и с	3	2
154	и более	3	2
155	если бы	9	2
156	и та	2	2
157	социального взаимодействия	3	2
158	между собой	2	2
159	справедливо и	3	2
160	является продуктом	3	2
161	в литературе	4	2
162	конечно в	2	2
163	данного коллектива	2	2
164	в себе	3	2
165	выражение и	2	2
166	зависимости от	4	2
167	она не	2	2
168	что и	2	2
169	отношению к	11	2
170	какой степени	2	2
171	не остается	2	2
172	самое справедливо	2	2
173	что не	4	2
174	мы можем	2	2
175	могут быть	2	2
176	и вообще	3	2
177	из этого	3	2
178	там где	2	2
179	в чем	2	2
180	из него	2	2
