N	2gram	Losev_Vlad_2	Problema
1	то есть	7	46
2	в его	11	43
3	и не	18	42
4	и в	30	38
5	не может	9	27
6	может быть	7	26
7	как бы	5	22
8	и с	14	17
9	и его	6	16
10	в нем	4	15
11	в этом	20	15
12	прежде всего	6	13
13	только в	6	13
14	но не	3	12
15	ни в	7	11
16	во всех	3	11
17	и для	3	11
18	в области	3	11
19	к нему	2	10
20	отношение к	4	10
21	в их	2	10
22	таким образом	3	10
23	но и	8	9
24	не имеет	2	9
25	его в	4	9
26	не только	12	9
27	в том	18	8
28	и как	3	8
29	точки зрения	7	8
30	было бы	9	8
31	то что	20	8
32	что в	12	7
33	не в	9	7
34	в самом	2	7
35	как и	5	7
36	в своей	5	7
37	как мы	11	7
38	и наконец	4	6
39	а в	11	6
40	не есть	4	6
41	все же	9	6
42	с точки	3	6
43	отношения к	3	6
44	ничего не	2	6
45	то же	4	5
46	в своем	8	5
47	это не	2	5
48	при этом	5	5
49	никогда не	7	5
50	все эти	5	5
51	должно быть	3	5
52	с ним	5	5
53	в них	3	5
54	конечно не	4	5
55	и о	4	5
56	так и	5	5
57	и прежде	2	5
58	не на	2	5
59	в отличие	3	5
60	а не	7	5
61	отличие от	3	5
62	не менее	7	4
63	в ней	4	4
64	в виду	2	4
65	данном случае	2	4
66	сказать что	11	4
67	в более	2	4
68	в то	9	4
69	о том	4	4
70	и потому	2	4
71	но в	8	4
72	как в	3	4
73	что не	2	4
74	хотя бы	3	4
75	можно было	2	4
76	в данном	3	4
77	в себе	6	4
78	здесь не	4	4
79	мы будем	3	3
80	и от	2	3
81	тем не	6	3
82	да и	3	3
83	в дальнейшем	5	3
84	но это	4	3
85	же время	3	3
86	кроме того	9	3
87	несмотря на	4	3
88	только его	2	3
89	хотя и	6	3
90	в целом	4	3
91	все это	5	3
92	и даже	10	3
93	и на	4	3
94	также и	6	3
95	или как	2	3
96	и все	7	3
97	и к	6	3
98	том что	12	3
99	есть его	2	3
100	он не	4	3
101	бытия в	2	3
102	в таком	3	3
103	и это	3	3
104	едва ли	3	3
105	на этом	2	2
106	я не	4	2
107	и есть	2	2
108	в частности	2	2
109	в этих	4	2
110	первый план	2	2
111	на то	2	2
112	можно сказать	4	2
113	в свою	3	2
114	в каких	2	2
115	по поводу	4	2
116	что это	4	2
117	не вполне	2	2
118	в котором	5	2
119	другими словами	5	2
120	ни с	2	2
121	является как	2	2
122	как к	2	2
123	в связи	8	2
124	не было	10	2
125	здесь мы	3	2
126	и что	5	2
127	того что	5	2
128	его не	2	2
129	в своих	2	2
130	к его	2	2
131	в начале	4	2
132	мы должны	4	2
133	в россии	3	2
134	как это	7	2
135	с его	4	2
136	и во	2	2
137	раз и	2	2
138	к этому	6	2
139	вовсе не	4	2
140	на первый	2	2
141	что он	13	2
142	у нас	6	2
143	по существу	3	2
144	а к	2	2
145	и при	2	2
146	связи с	8	2
147	последние годы	3	2
148	единство и	2	2
149	здесь в	2	2
150	она не	2	2
151	том же	3	2
152	можно и	2	2
153	что и	3	2
154	себя в	2	2
155	где на	2	2
156	я должен	2	2
157	есть единство	2	2
158	в двух	2	2
159	можно говорить	3	2
160	того чтобы	2	2
161	для того	2	2
162	и он	4	2
163	в виде	3	2
164	и вообще	10	2
165	дело в	3	2
166	в чем	2	2
167	не могли	3	2
