N	2gram	Bakhtin_Pr_3	EvropaiC
1	таким образом	6	32
2	в том	14	31
3	и в	53	24
4	том что	5	20
5	все эти	9	19
6	не может	2	18
7	то что	9	17
8	может быть	12	15
9	точки зрения	4	13
10	до сих	5	12
11	сих пор	5	12
12	в этом	8	12
13	все это	8	11
14	между тем	2	11
15	с этим	2	11
16	как бы	14	10
17	по отношению	2	10
18	во всех	12	10
19	так и	6	10
20	при этом	3	9
21	как и	11	9
22	того же	2	9
23	что в	2	9
24	не в	2	8
25	в самом	2	8
26	и все	10	8
27	с точки	2	8
28	не менее	3	7
29	но и	7	7
30	и не	15	7
31	по своей	9	7
32	о том	2	7
33	что он	4	7
34	по существу	5	7
35	или менее	3	7
36	более или	3	7
37	а между	2	7
38	с другой	2	6
39	несмотря на	2	6
40	и на	18	6
41	что касается	2	6
42	так как	7	6
43	с ним	2	6
44	в сознании	2	6
45	еще не	5	6
46	что и	3	6
47	в мире	5	6
48	мы можем	5	6
49	только в	4	6
50	вместе с	2	6
51	именно в	2	5
52	что это	2	5
53	и без	3	5
54	и от	3	5
55	на все	2	5
56	тому же	2	5
57	и их	2	5
58	и с	6	5
59	потому что	5	5
60	его в	2	5
61	но в	5	5
62	сравнению с	4	5
63	к этому	4	5
64	и к	5	5
65	в то	5	5
66	по своему	6	5
67	и если	3	5
68	в его	8	5
69	не только	4	5
70	по сравнению	4	5
71	быть и	2	5
72	и для	4	5
73	в себе	5	5
74	как будто	2	5
75	далеко не	2	5
76	в которой	2	5
77	никогда не	2	4
78	в конце	3	4
79	тем не	2	4
80	в дальнейшем	7	4
81	выше и	2	4
82	одним из	3	4
83	хотя и	4	4
84	отношение к	6	4
85	из них	4	4
86	в их	2	4
87	мы должны	4	4
88	мы уже	5	4
89	он не	3	4
90	то же	6	4
91	и у	7	4
92	хотя бы	2	4
93	в таком	2	4
94	и т.д	2	4
95	в европейской	2	4
96	в области	3	4
97	в этих	5	3
98	как у	5	3
99	в нем	10	3
100	в разных	4	3
101	и других	9	3
102	образом в	2	3
103	и наконец	2	3
104	и по	3	3
105	а в	2	3
106	это не	6	3
107	в начале	2	3
108	в истории	3	3
109	и потому	5	3
110	можно назвать	2	3
111	прежде всего	15	3
112	в жизни	8	3
113	во всем	2	3
114	от него	3	3
115	тот же	2	3
116	конечно не	4	3
117	на земле	14	3
118	ко всем	2	3
119	которые не	2	3
120	тем более	2	3
121	в связи	2	3
122	и вообще	3	3
123	и это	3	3
124	не то	3	3
125	себя и	2	2
126	как мы	5	2
127	мы и	2	2
128	между людьми	3	2
129	же время	5	2
130	в ней	7	2
131	вступают в	2	2
132	и уже	2	2
133	мы видели	2	2
134	и до	5	2
135	и тому	2	2
136	них в	2	2
137	они не	3	2
138	для этой	2	2
139	и так	3	2
140	говорить о	2	2
141	не было	4	2
142	все то	3	2
143	в один	2	2
144	также и	4	2
145	это конечно	2	2
146	то есть	48	2
147	а для	2	2
148	в основе	5	2
149	и более	2	2
150	в них	2	2
151	этих двух	2	2
152	вовсе не	3	2
153	конечно в	2	2
154	а затем	4	2
155	одна из	7	2
156	но не	5	2
157	было бы	5	2
158	жизни и	9	2
159	и из	3	2
160	в сущности	10	2
161	и особенно	3	2
162	в себя	6	2
163	между ними	2	2
164	которой мы	2	2
165	мы все	2	2
166	и ее	6	2
167	не знает	4	2
168	есть в	3	2
169	теперь мы	4	2
170	в эту	3	2
171	все его	2	2
