N	2gram	Bakhtin_Pr_1	Vladivir
1	и в	23	31
2	не только	13	24
3	но и	11	19
4	то что	18	18
5	и не	34	17
6	у него	6	15
7	и даже	3	15
8	том что	9	14
9	что в	8	14
10	в этом	25	14
11	и с	4	14
12	что он	10	12
13	в его	24	12
14	но в	4	12
15	с его	6	11
16	в том	11	11
17	потому что	12	11
18	о том	2	11
19	он не	4	10
20	никогда не	5	9
21	как мы	5	9
22	а в	7	9
23	только в	8	9
24	в конце	5	9
25	и по	2	8
26	в то	10	8
27	так как	7	8
28	уже в	5	7
29	для него	15	7
30	кроме того	3	7
31	о нем	11	7
32	как раз	4	7
33	и его	13	7
34	сказать что	5	7
35	мы уже	2	7
36	он и	5	6
37	к этому	2	6
38	и был	3	6
39	и к	4	6
40	можно сказать	2	6
41	и потому	3	6
42	и сам	2	6
43	может быть	21	6
44	в котором	2	6
45	так и	10	6
46	не может	11	6
47	то же	10	6
48	на этот	2	6
49	то он	3	6
50	все это	7	5
51	вовсе не	8	5
52	не в	6	5
53	но как	3	5
54	со своим	3	5
55	что и	5	5
56	жизни и	6	5
57	не было	3	5
58	в своих	2	5
59	но он	2	5
60	с ним	6	5
61	я не	3	4
62	же время	7	4
63	в своем	8	4
64	и все	3	4
65	этом смысле	9	4
66	в нем	20	4
67	для нас	3	4
68	в себе	5	4
69	да и	2	4
70	как и	8	4
71	и как	8	4
72	в этой	4	4
73	никак не	2	4
74	один из	2	4
75	себя в	3	4
76	в своей	11	4
77	в истории	2	4
78	в этот	2	4
79	мысли и	2	4
80	не раз	2	4
81	и у	4	4
82	что для	2	4
83	он писал	3	4
84	несмотря на	6	4
85	из его	3	4
86	как он	2	4
87	к нему	3	4
88	в которой	4	4
89	вот что	2	3
90	с другой	2	3
91	раз и	3	3
92	в жизни	6	3
93	как в	6	3
94	но не	8	3
95	но это	5	3
96	него не	2	3
97	ничего не	6	3
98	тот же	2	3
99	за пределы	6	3
100	конце концов	4	3
101	все же	5	3
102	на его	2	3
103	в целом	4	3
104	вместе с	2	3
105	на него	2	3
106	по своим	2	3
107	другой стороны	2	3
108	в отношении	2	3
109	таким образом	11	3
110	все эти	8	3
111	и вот	2	3
112	здесь мы	2	3
113	уже не	8	3
114	и притом	2	3
115	и на	10	3
116	он в	2	3
117	на себя	3	3
118	и здесь	3	3
119	из своего	3	3
120	то есть	24	3
121	тем что	3	2
122	он сам	3	2
123	нисколько не	2	2
124	для его	3	2
125	по этому	2	2
126	в них	3	2
127	хотя бы	2	2
128	по существу	4	2
129	не столько	3	2
130	что все	3	2
131	его к	4	2
132	ни в	3	2
133	это и	9	2
134	все что	3	2
135	то время	2	2
136	никак нельзя	2	2
137	своего времени	2	2
138	еще не	5	2
139	при этом	3	2
140	того что	2	2
141	было бы	6	2
142	кажется что	3	2
143	в самом	8	2
144	для своего	2	2
145	и о	3	2
146	одним из	8	2
147	всяком случае	3	2
148	даже в	2	2
149	для себя	2	2
150	из них	2	2
151	него в	2	2
152	всей его	2	2
153	со стороны	2	2
154	что она	2	2
155	то и	2	2
156	и для	3	2
157	и других	5	2
158	лишь в	3	2
159	он говорит	2	2
160	того чтобы	4	2
161	для того	2	2
162	и свое	2	2
163	как на	2	2
164	той же	6	2
165	не из	2	2
166	в результате	4	2
167	во всяком	4	2
168	точки зрения	21	2
169	к себе	2	2
170	как вы	2	2
171	из этих	2	2
172	мы должны	2	2
173	его на	2	2
174	и это	5	2
