N	2gram	Bakhtin_Pr_1	StatiiOP
1	и в	29	44
2	в том	8	36
3	и т	4	30
4	что в	8	30
5	том что	7	29
6	в этом	22	21
7	вовсе не	7	19
8	то что	15	18
9	не только	15	18
10	было бы	5	17
11	а в	7	17
12	и не	31	16
13	а не	22	16
14	т е	21	15
15	может быть	24	15
16	в данном	2	14
17	как в	6	13
18	можно было	2	13
19	не в	7	12
20	в первой	2	12
21	в этой	4	11
22	самом деле	6	11
23	точки зрения	19	11
24	что он	8	10
25	но и	14	10
26	но в	7	10
27	только в	10	10
28	в отношении	2	9
29	с другой	3	9
30	если бы	9	9
31	в то	10	9
32	как и	12	9
33	т п	3	9
34	так и	7	9
35	в его	24	9
36	например в	3	8
37	все же	9	8
38	не может	12	8
39	и его	14	8
40	это не	9	8
41	с точки	13	8
42	я не	3	7
43	прежде всего	7	7
44	в самом	10	7
45	сих пор	2	7
46	до сих	2	7
47	другой стороны	3	7
48	таким образом	12	7
49	этом отношении	3	7
50	сказать что	3	7
51	потому что	8	6
52	так что	2	6
53	но это	4	6
54	для него	18	6
55	что и	4	6
56	в своей	8	6
57	данном случае	2	6
58	что же	4	6
59	именно в	5	6
60	на самом	5	6
61	в той	2	6
62	во всяком	5	6
63	хотя бы	2	6
64	всяком случае	3	6
65	никогда не	3	5
66	была бы	3	5
67	так же	6	5
68	в котором	2	5
69	в нем	19	5
70	в целом	6	5
71	жизни и	2	5
72	все это	6	5
73	той же	5	5
74	то же	14	5
75	и даже	2	5
76	в которых	2	5
77	тем что	4	5
78	могут быть	6	5
79	все эти	9	5
80	так как	6	5
81	там где	10	5
82	на вопрос	2	4
83	что она	6	4
84	вопрос о	2	4
85	бы и	4	4
86	это и	5	4
87	же время	9	4
88	но все	5	4
89	должна была	4	4
90	является не	2	4
91	и что	2	4
92	же и	2	4
93	как раз	6	4
94	как бы	19	4
95	в россии	2	4
96	не было	4	4
97	этот вопрос	2	4
98	как будто	3	4
99	в которой	2	4
100	в основе	4	3
101	тому что	3	3
102	поэтому в	2	3
103	точку зрения	6	3
104	для себя	2	3
105	и с	4	3
106	с этой	2	3
107	в конце	6	3
108	должна быть	5	3
109	в каждом	8	3
110	ни в	3	3
111	чем в	2	3
112	но не	9	3
113	еще не	5	3
114	кажется что	2	3
115	и для	4	3
116	в ней	2	3
117	не значит	4	3
118	даже в	4	3
119	отношению к	8	3
120	в истории	2	3
121	по отношению	8	3
122	в уста	3	3
123	что оно	2	3
124	но с	3	3
125	тем или	2	3
126	на этот	2	3
127	и вполне	2	3
128	конечно и	2	3
129	как к	3	3
130	в результате	4	3
131	между тем	5	3
132	с этим	2	3
133	произведения в	2	2
134	уже в	3	2
135	а как	7	2
136	нисколько не	2	2
137	всех этих	2	2
138	да ведь	2	2
139	в своем	8	2
140	превращается в	4	2
141	и во	2	2
142	ни были	2	2
143	по существу	3	2
144	идет о	4	2
145	при этом	2	2
146	ни один	3	2
147	она не	7	2
148	и перед	2	2
149	но именно	3	2
150	и сам	2	2
151	несмотря на	6	2
152	в сущности	5	2
153	за пределы	7	2
154	совпадает с	2	2
155	и потому	6	2
156	ни одной	2	2
157	как можно	2	2
158	и уже	2	2
159	только у	3	2
160	отношение к	2	2
161	конечно не	2	2
162	отношения к	3	2
163	на него	3	2
164	критической литературы	2	2
165	а потому	2	2
166	и у	3	2
167	ни одного	2	2
168	ничего не	5	2
169	не знает	3	2
170	в своих	3	2
171	их в	4	2
172	у него	5	2
173	одно из	2	2
174	он не	5	2
175	но он	2	2
176	в себе	7	2
177	нет ни	2	2
178	в сознании	2	2
179	все в	3	2
180	его в	6	2
181	и это	5	2
182	к нему	6	2
183	или же	2	2
184	е в	2	2
