N	2gram	Propp_Isto_5	Dialekti
1	т е	16	46
2	и не	11	30
3	а не	2	18
4	может быть	17	17
5	и т	20	17
6	ничего не	2	17
7	то что	7	16
8	и в	25	15
9	т д	18	15
10	как бы	2	14
11	так как	11	14
12	точки зрения	2	14
13	что это	5	13
14	того что	2	13
15	по себе	2	13
16	это не	6	12
17	прежде всего	6	11
18	в том	6	11
19	не может	6	11
20	ясно что	5	11
21	и все	3	11
22	в этом	10	11
23	потому что	7	10
24	том что	8	10
25	все это	4	9
26	мы не	5	9
27	и что	8	9
28	то же	4	9
29	уже не	11	9
30	и пр	3	9
31	значит что	2	9
32	не в	6	8
33	это значит	2	8
34	не только	13	8
35	и это	4	8
36	что в	8	7
37	и мы	2	7
38	что мы	2	7
39	что он	22	7
40	как и	7	7
41	и его	9	7
42	или в	6	7
43	и вообще	3	7
44	только в	7	7
45	перед нами	2	6
46	так что	2	6
47	и тем	4	6
48	а именно	4	6
49	сказать что	2	6
50	вовсе не	2	6
51	в мифе	7	6
52	если бы	2	6
53	в то	3	6
54	что и	6	6
55	на то	2	5
56	можно сказать	2	5
57	что миф	2	5
58	того чтобы	3	5
59	в ней	5	5
60	в нем	7	5
61	в свете	3	5
62	таким образом	9	5
63	и на	8	5
64	о том	7	5
65	мы имеем	14	5
66	тогда когда	2	5
67	то в	2	5
68	только тогда	2	5
69	в себя	3	5
70	для того	3	5
71	и для	2	5
72	оказывается что	2	4
73	что все	4	4
74	и как	3	4
75	но это	7	4
76	в этой	3	4
77	один из	2	4
78	жизни и	2	4
79	но и	13	4
80	в особенности	3	4
81	так же	5	4
82	и с	3	4
83	мы должны	4	4
84	с тем	8	4
85	не как	4	4
86	видим что	5	4
87	мы видим	8	4
88	она не	2	4
89	еще не	8	4
90	в течение	2	4
91	в его	12	4
92	не всегда	4	3
93	на этом	3	3
94	в свою	3	3
95	совершенно не	2	3
96	все эти	8	3
97	с этим	5	3
98	в истории	4	3
99	что здесь	3	3
100	с ним	4	3
101	от этого	4	3
102	к этому	2	3
103	об этом	2	3
104	мы уже	4	3
105	в своей	2	3
106	как таковое	2	3
107	и потому	2	3
108	со стороны	2	3
109	говорит о	2	3
110	при помощи	7	3
111	когда он	2	3
112	как в	6	3
113	из которых	2	3
114	в данном	3	3
115	мы можем	2	3
116	в виде	9	3
117	могут быть	6	3
118	а если	2	3
119	не менее	4	2
120	в частности	7	2
121	с этой	2	2
122	человека и	2	2
123	представление о	17	2
124	вопрос о	2	2
125	показывает что	5	2
126	но все	5	2
127	совершенно ясно	4	2
128	от себя	2	2
129	никогда не	3	2
130	но мы	3	2
131	из них	2	2
132	и требует	3	2
133	другой стороны	8	2
134	и по	2	2
135	только после	3	2
136	когда уже	2	2
137	думают что	2	2
138	во всем	2	2
139	отражается и	2	2
140	е в	3	2
141	том как	2	2
142	тот кто	7	2
143	а как	2	2
144	обряд и	3	2
145	в ее	4	2
146	все же	10	2
147	в качестве	7	2
148	и из	3	2
149	никто не	3	2
150	в целях	3	2
151	в свое	2	2
152	о нем	3	2
153	тем не	4	2
154	себя в	6	2
155	во всех	2	2
156	вместе с	22	2
157	ее в	2	2
158	находится в	2	2
159	тех же	2	2
160	того как	4	2
161	не объясняет	2	2
162	что этот	2	2
163	тем что	10	2
164	но для	2	2
165	и при	2	2
166	в которой	4	2
167	это было	2	2
