N	2gram	Bakhtin_fo_2	Problemy
1	и в	46	34
2	и не	9	29
3	как бы	10	27
4	что он	3	23
5	в его	8	22
6	может быть	7	19
7	в нем	5	19
8	не может	2	19
9	и все	6	19
10	как и	8	18
11	себе самому	3	18
12	к себе	4	17
13	но в	10	16
14	все это	6	16
15	и его	12	16
16	в этом	22	16
17	и с	6	15
18	прежде всего	14	15
19	он не	5	15
20	то же	8	14
21	для него	3	13
22	но и	9	12
23	же время	4	12
24	и к	2	12
25	потому что	8	12
26	в то	5	12
27	вовсе не	13	11
28	в сущности	2	11
29	то что	7	11
30	не только	11	10
31	слова и	3	10
32	в отношении	2	9
33	не в	9	9
34	самим собою	2	9
35	а не	4	9
36	никогда не	6	8
37	себя и	3	8
38	и т	14	8
39	так же	2	8
40	точки зрения	10	8
41	с ним	4	8
42	и для	9	8
43	в другом	3	8
44	что в	5	7
45	и даже	3	7
46	все же	6	7
47	как мы	6	7
48	там где	2	7
49	что они	4	6
50	в пределах	5	6
51	отношение к	3	6
52	не знает	2	6
53	и на	7	6
54	мы уже	9	6
55	так и	7	6
56	т п	11	6
57	в себе	4	6
58	только в	11	6
59	это не	2	5
60	и от	2	5
61	в конце	2	5
62	к тому	3	5
63	так что	4	5
64	того что	3	5
65	дело идет	2	5
66	из них	8	5
67	таким образом	3	5
68	и вот	2	5
69	не мог	2	5
70	лишь в	2	5
71	а в	3	5
72	и так	2	5
73	и наконец	6	5
74	с тем	2	5
75	в одном	7	5
76	на протяжении	3	5
77	что и	3	5
78	и у	5	5
79	во всяком	2	5
80	друг другу	2	4
81	с другой	2	4
82	что все	2	4
83	переходим к	3	4
84	протяжении всего	2	4
85	но это	2	4
86	на этом	2	4
87	у него	9	4
88	при этом	6	4
89	все эти	5	4
90	рядом с	2	4
91	его в	6	4
92	так как	6	4
93	но не	5	4
94	еще не	6	4
95	как в	4	4
96	и прежде	3	4
97	в мире	4	4
98	с точки	8	4
99	тем что	3	4
100	и это	2	4
101	вместе с	9	4
102	уже в	4	3
103	словом и	2	3
104	в том	10	3
105	совсем не	2	3
106	до конца	2	3
107	в реальном	3	3
108	хотя и	3	3
109	в виду	3	3
110	в котором	4	3
111	мы видели	2	3
112	уже говорили	4	3
113	жизни и	8	3
114	в одной	2	3
115	должно быть	5	3
116	для других	3	3
117	их в	4	3
118	но он	2	3
119	говорить о	2	3
120	как он	2	3
121	большинстве случаев	3	3
122	в последующем	2	3
123	и во	6	3
124	по себе	2	3
125	том что	4	3
126	по своему	2	3
127	наконец в	2	3
128	нет и	3	3
129	как можно	3	3
130	если не	2	3
131	и как	3	3
132	далеко не	2	3
133	не было	3	2
134	человек в	2	2
135	в роман	2	2
136	с этой	4	2
137	та же	3	2
138	этом случае	2	2
139	или иной	2	2
140	в большинстве	3	2
141	в последнем	2	2
142	друг с	4	2
143	не является	3	2
144	один из	2	2
145	в этот	3	2
146	в форме	3	2
147	в своем	5	2
148	и только	2	2
149	т д	3	2
150	чем не	2	2
151	не для	2	2
152	те же	6	2
153	в заключение	2	2
154	как на	2	2
155	особенно в	2	2
156	каждый из	2	2
157	друг на	2	2
158	в которых	3	2
159	тон и	2	2
160	с этим	5	2
161	на друга	2	2
162	о том	4	2
163	почти все	3	2
164	и должно	2	2
165	мире и	2	2
166	во время	10	2
167	всех этих	7	2
168	отнюдь не	4	2
169	в них	7	2
170	лежит в	2	2
171	по всему	3	2
172	как его	2	2
173	то в	2	2
174	громадное значение	5	2
175	того же	3	2
176	очень часто	2	2
177	с другом	4	2
178	тот же	3	2
179	было бы	2	2
180	со всеми	2	2
181	конечно не	4	2
182	во всех	11	2
183	и потому	2	2
184	по ту	2	2
185	всего романа	2	2
186	быть и	2	2
187	находится в	2	2
188	жизнь и	3	2
189	еще более	4	2
190	в той	2	2
191	уже не	3	2
192	и он	4	2
193	с такою	2	2
194	и почти	2	2
195	него и	2	2
196	которой он	2	2
197	так сказать	7	2
198	все его	4	2
199	о чем	3	2
