N	2gram	Bakhtin_Fr_3	Vladivir
1	и в	40	31
2	в году	5	30
3	не только	13	24
4	но и	11	19
5	то что	5	18
6	и не	13	17
7	у него	8	15
8	и даже	4	15
9	он был	3	14
10	том что	4	14
11	что в	12	14
12	в этом	15	14
13	и с	8	14
14	что он	2	12
15	в его	13	12
16	но в	8	12
17	с его	3	11
18	в том	8	11
19	потому что	2	11
20	о том	4	11
21	также и	4	10
22	он не	9	10
23	как мы	10	9
24	а в	3	9
25	в течение	2	9
26	даже и	2	9
27	только в	3	9
28	в конце	3	9
29	в дальнейшем	2	8
30	в то	6	8
31	так как	4	8
32	уже в	2	7
33	для него	5	7
34	кроме того	3	7
35	об этом	3	7
36	о нем	3	7
37	в эти	2	7
38	как раз	5	7
39	тут же	2	7
40	и его	17	7
41	сказать что	3	7
42	мы уже	13	7
43	еще и	2	7
44	он и	7	6
45	к этому	6	6
46	и был	2	6
47	и к	3	6
48	можно сказать	2	6
49	у нас	4	6
50	того же	2	6
51	и потому	4	6
52	и сам	2	6
53	может быть	9	6
54	в котором	2	6
55	так и	3	6
56	не может	3	6
57	то же	7	6
58	не был	2	5
59	все это	4	5
60	вовсе не	12	5
61	но как	2	5
62	и если	2	5
63	видно что	4	5
64	и от	3	5
65	а также	4	5
66	что и	3	5
67	жизни и	4	5
68	не было	5	5
69	в своих	5	5
70	но он	2	5
71	же время	6	4
72	в своем	7	4
73	и все	9	4
74	в нем	5	4
75	в себе	3	4
76	как и	11	4
77	и как	3	4
78	в этой	3	4
79	такого рода	3	4
80	никак не	3	4
81	еще в	3	4
82	один из	4	4
83	в нашем	4	4
84	в своей	6	4
85	в истории	4	4
86	в этот	2	4
87	в особенности	5	4
88	не раз	2	4
89	и у	2	4
90	что для	2	4
91	во всем	3	4
92	как он	2	4
93	дело в	2	4
94	к нему	2	4
95	в которой	2	4
96	мы увидим	2	3
97	с другой	2	3
98	и так	2	3
99	платона и	2	3
100	как в	3	3
101	но не	2	3
102	но это	3	3
103	все же	2	3
104	на его	2	3
105	в целом	2	3
106	отношение к	8	3
107	вместе с	3	3
108	только на	4	3
109	в связи	5	3
110	таким образом	10	3
111	все эти	8	3
112	и вот	2	3
113	здесь мы	2	3
114	свидетельствует о	2	3
115	и очень	2	3
116	и на	8	3
117	он в	2	3
118	с в	2	3
119	и здесь	4	3
120	в начале	3	3
121	во время	8	3
122	здесь не	3	3
123	то есть	18	3
124	тем что	3	2
125	не менее	2	2
126	в частности	3	2
127	на такой	2	2
128	в них	9	2
129	и такие	2	2
130	хотя бы	2	2
131	образом в	2	2
132	его к	2	2
133	одной из	2	2
134	мы знаем	2	2
135	ни в	4	2
136	это и	2	2
137	на этом	2	2
138	не были	2	2
139	все что	2	2
140	еще не	3	2
141	при этом	3	2
142	было бы	4	2
143	года и	2	2
144	в самом	6	2
145	конечно не	2	2
146	и о	4	2
147	одним из	2	2
148	к жизни	2	2
149	даже в	4	2
150	и до	8	2
151	из них	4	2
152	дело не	3	2
153	из этого	2	2
154	и для	5	2
155	начиная с	3	2
156	и других	6	2
157	жизнь в	3	2
158	для характеристики	2	2
159	лишь в	2	2
160	он говорит	6	2
161	того чтобы	4	2
162	для того	3	2
163	своей жизни	2	2
164	той же	8	2
165	с того	2	2
166	больше чем	2	2
167	к этой	3	2
168	точки зрения	2	2
169	из этих	2	2
170	и еще	2	2
171	и это	2	2
172	в париже	4	2
