N	2gram	Bakhtin_Fr_7	Problema
1	то есть	20	46
2	в его	12	43
3	и не	7	42
4	и в	41	38
5	не может	3	27
6	может быть	4	26
7	как бы	7	22
8	по отношению	2	21
9	отношению к	2	19
10	и с	4	17
11	и его	9	16
12	в нем	7	15
13	в этом	15	15
14	прежде всего	11	13
15	только в	6	13
16	ни в	6	11
17	во всех	3	11
18	и для	5	11
19	в области	2	11
20	к нему	5	10
21	отношение к	2	10
22	в их	3	10
23	таким образом	19	10
24	но и	9	9
25	не имеет	3	9
26	его в	3	9
27	не только	5	9
28	имеет дело	2	9
29	место в	4	8
30	в том	11	8
31	и как	2	8
32	и др	2	8
33	точки зрения	5	8
34	было бы	4	8
35	то что	8	8
36	что в	9	7
37	с помощью	6	7
38	не в	9	7
39	как и	14	7
40	еще не	2	7
41	в своей	3	7
42	как мы	11	7
43	в плане	5	7
44	и наконец	4	6
45	а в	5	6
46	человеческой культуры	2	6
47	не есть	2	6
48	с точки	3	6
49	ничего не	4	6
50	то же	13	5
51	все они	6	5
52	в своем	9	5
53	это не	6	5
54	при этом	3	5
55	никогда не	2	5
56	все эти	13	5
57	должно быть	4	5
58	рядом с	4	5
59	может иметь	2	5
60	далеко не	2	5
61	с ним	2	5
62	в них	7	5
63	его целом	2	5
64	в большинстве	2	5
65	так и	10	5
66	не на	3	5
67	большинстве случаев	2	5
68	а не	2	5
69	на самом	2	4
70	в ней	5	4
71	в виду	4	4
72	в форме	3	4
73	с ними	3	4
74	в более	4	4
75	в то	10	4
76	о том	6	4
77	и потому	3	4
78	но в	8	4
79	как в	5	4
80	в романе	7	4
81	тем самым	3	4
82	мы здесь	2	4
83	можно было	3	4
84	в данном	2	4
85	в себе	11	4
86	и от	8	3
87	его как	2	3
88	но это	3	3
89	же время	9	3
90	кроме того	3	3
91	несмотря на	3	3
92	например в	3	3
93	хотя и	4	3
94	точка зрения	2	3
95	все это	10	3
96	на них	3	3
97	в область	3	3
98	и на	4	3
99	все то	3	3
100	также и	2	3
101	ни было	2	3
102	и все	14	3
103	и к	5	3
104	том что	4	3
105	все что	4	3
106	со всеми	2	3
107	может стать	2	3
108	одной из	2	3
109	мы в	2	3
110	он не	4	3
111	оно не	2	3
112	входят в	2	3
113	как нечто	2	3
114	в мире	3	3
115	не знает	3	3
116	и это	5	3
117	на этом	5	2
118	я не	3	2
119	том как	2	2
120	и другие	3	2
121	и есть	3	2
122	характерно для	2	2
123	в этих	2	2
124	что все	2	2
125	переходим к	2	2
126	а только	2	2
127	связаны с	2	2
128	в значительной	2	2
129	в свою	3	2
130	что это	4	2
131	и у	5	2
132	лица и	3	2
133	здесь нет	2	2
134	он может	3	2
135	другими словами	2	2
136	в связи	2	2
137	в особенности	2	2
138	особенно в	2	2
139	не было	3	2
140	этом отношении	2	2
141	и других	2	2
142	того что	2	2
143	и те	3	2
144	и здесь	4	2
145	о котором	2	2
146	проникает в	3	2
147	и вся	3	2
148	мы имеем	2	2
149	оно было	2	2
150	с его	2	2
151	находит свое	2	2
152	и во	2	2
153	к этому	5	2
154	вовсе не	7	2
155	есть не	2	2
156	что он	3	2
157	по существу	8	2
158	одна из	4	2
159	так называемый	2	2
160	должен быть	2	2
161	что и	5	2
162	человека в	2	2
163	в себя	2	2
164	из которых	2	2
165	и эта	3	2
166	или в	2	2
167	тем что	3	2
168	и ее	2	2
169	дело в	2	2
170	со всех	2	2
171	в чем	2	2
