N	3gram	Losev_Prob_3	Psycholo
1	в том что	9	11
2	с точки зрения	2	9
3	то же самое	7	8
4	заключается в том	3	6
5	с другой стороны	5	5
6	до сих пор	2	5
7	и т д	13	4
8	и в этом	6	3
9	о том что	3	3
10	мы могли бы	3	3
11	не имеет никакого	3	3
12	и то что	7	3
13	в данном случае	7	2
14	в том смысле	3	2
15	в то время	4	2
16	одно и то	3	2
17	вовсе не в	2	2
18	и как бы	2	2
19	как мы видели	2	2
20	только то что	2	2
21	о том как	2	2
22	и то же	4	2
23	потому что они	2	2
24	а вовсе не	2	2
25	во всяком случае	6	2
26	на самом деле	2	2
27	то время как	4	2
