N	2gram	Bakhtin_Fr_3	Komedia
1	и в	40	22
2	по адресу	2	14
3	том что	4	12
4	в том	8	11
5	но и	11	11
6	не только	13	10
7	из них	4	10
8	в то	6	10
9	как и	11	9
10	может быть	9	9
11	в одном	7	8
12	таким образом	10	8
13	и не	13	8
14	и его	17	8
15	о том	4	8
16	в этой	3	7
17	и других	6	7
18	что в	12	6
19	в конце	3	6
20	одного из	2	6
21	что он	2	6
22	ни в	4	6
23	такого рода	3	6
24	то же	7	6
25	а в	3	6
26	в которой	2	6
27	уже в	2	5
28	с другой	2	5
29	во время	8	5
30	прежде всего	16	5
31	при этом	3	5
32	мы встречаем	4	5
33	в его	13	5
34	еще в	3	5
35	один из	4	5
36	на его	2	5
37	в истории	4	5
38	так и	3	5
39	как в	3	5
40	до нас	7	5
41	все это	4	5
42	нового времени	2	5
43	и даже	4	5
44	потому что	2	5
45	между тем	3	5
46	именно в	2	4
47	в их	4	4
48	к этому	6	4
49	как мы	10	4
50	в другом	3	4
51	на протяжении	3	4
52	же время	6	4
53	а также	4	4
54	в котором	2	4
55	в нем	5	4
56	что и	3	4
57	так в	4	4
58	тем что	3	4
59	и вот	2	4
60	в прологе	10	4
61	точки зрения	2	4
62	так как	4	4
63	одном из	2	4
64	но в	8	4
65	не менее	2	3
66	в них	9	3
67	у нас	4	3
68	и как	3	3
69	здесь в	4	3
70	и сам	2	3
71	одной из	2	3
72	в начале	3	3
73	и у	2	3
74	в частности	3	3
75	и о	4	3
76	у него	8	3
77	он не	9	3
78	даже в	4	3
79	все же	2	3
80	отношению к	2	3
81	в целом	2	3
82	отношение к	8	3
83	на землю	2	3
84	по отношению	3	3
85	этом отношении	2	3
86	в последних	2	3
87	в течение	2	3
88	в году	5	3
89	здесь мы	2	3
90	мы не	2	3
91	как раз	5	3
92	и на	8	3
93	в более	3	3
94	в этом	15	3
95	и с	8	3
96	и ее	2	3
97	и еще	2	3
98	только в	3	3
99	и все	9	3
100	времени и	2	2
101	и здесь	4	2
102	еще и	2	2
103	связанные с	3	2
104	в состоянии	2	2
105	здесь и	5	2
106	и во	4	2
107	вовсе не	12	2
108	образом в	2	2
109	мы знаем	2	2
110	для характеристики	2	2
111	он был	3	2
112	его творчество	2	2
113	раз в	2	2
114	мы видели	3	2
115	из всех	4	2
116	одна из	3	2
117	на этом	2	2
118	но не	2	2
119	того же	2	2
120	как известно	2	2
121	до конца	6	2
122	до сих	4	2
123	еще не	3	2
124	было бы	4	2
125	в самом	6	2
126	ни одной	2	2
127	в эти	2	2
128	то что	5	2
129	не к	2	2
130	в первой	2	2
131	вместе с	3	2
132	все что	2	2
133	который в	2	2
134	для этого	3	2
135	в сущности	9	2
136	не может	3	2
137	не раз	2	2
138	в других	3	2
139	в форме	2	2
140	к нему	2	2
141	нас в	2	2
142	но это	3	2
143	но он	2	2
144	в своих	5	2
145	в себе	3	2
146	которые он	2	2
147	отличие от	3	2
148	в области	4	2
149	сих пор	4	2
