N	2gram	Vygotskiy__2	Vvedenie
1	и в	15	32
2	в том	33	31
3	в этом	19	30
4	может быть	9	26
5	том что	27	26
6	не только	15	22
7	для того	10	21
8	того чтобы	12	20
9	таким образом	14	19
10	также и	2	18
11	то что	20	16
12	потому что	7	15
13	так как	4	15
14	не может	9	14
15	в самом	11	13
16	о том	9	13
17	со стороны	3	13
18	того что	17	12
19	в общем	3	12
20	в их	2	12
21	и не	7	12
22	представляет собой	2	12
23	в его	2	12
24	только в	4	12
25	как мы	6	11
26	в данном	3	11
27	языка и	3	10
28	что в	14	10
29	но в	6	9
30	и как	2	9
31	в истории	6	9
32	этом смысле	2	9
33	по себе	7	9
34	то же	5	9
35	с другой	6	8
36	это не	5	8
37	не в	8	8
38	именно в	2	8
39	прежде всего	4	7
40	вопрос о	5	7
41	смысле этого	3	7
42	точки зрения	26	7
43	в применении	2	7
44	уже и	2	7
45	но не	3	7
46	было бы	10	7
47	все же	4	7
48	к выводу	6	7
49	как нечто	2	7
50	самом деле	6	7
51	можно было	5	7
52	не могут	2	6
53	из этих	4	6
54	смысле слова	5	6
55	том чтобы	4	6
56	но и	10	6
57	все это	4	6
58	и даже	5	6
59	как он	6	6
60	вовсе не	6	6
61	как и	6	6
62	в качестве	4	6
63	хотя бы	4	6
64	и его	4	6
65	этот вопрос	5	6
66	тем что	2	6
67	и это	3	6
68	уже в	5	5
69	на этот	6	5
70	но если	2	5
71	как бы	7	5
72	и тем	2	5
73	в целом	10	5
74	данном случае	3	5
75	с их	2	5
76	в которых	3	5
77	сказать что	6	5
78	в них	4	5
79	как например	2	5
80	об этом	3	5
81	вместе с	6	5
82	в течение	2	5
83	а не	3	5
84	могут быть	2	5
85	на вопрос	4	4
86	независимо от	4	4
87	связана с	4	4
88	с этой	2	4
89	и обратно	2	4
90	как уже	2	4
91	одной стороны	7	4
92	всяком случае	6	4
93	в котором	2	4
94	по отношению	6	4
95	этом отношении	3	4
96	с одной	7	4
97	и что	8	4
98	не имеет	4	4
99	а в	4	4
100	но ведь	2	4
101	как это	6	4
102	мы имеем	3	4
103	видит в	2	4
104	от этого	2	4
105	сравнению с	5	4
106	что он	12	4
107	отношению к	5	4
108	по сравнению	5	4
109	в своей	4	4
110	только что	3	4
111	как раз	4	4
112	и для	2	4
113	речь в	3	4
114	той же	2	4
115	во всяком	7	4
116	само по	2	4
117	и ее	3	4
118	в себе	2	4
119	и т.д	12	4
120	за собой	2	3
121	он сам	3	3
122	сама по	2	3
123	что это	6	3
124	и есть	2	3
125	в частности	6	3
126	в этих	2	3
127	понятно что	2	3
128	так называемых	2	3
129	раньше чем	2	3
130	в собственном	3	3
131	со всей	4	3
132	бы и	3	3
133	можно сказать	2	3
134	к тому	7	3
135	но все	2	3
136	в этой	6	3
137	но что	2	3
138	что с	5	3
139	при этом	3	3
140	в конечном	4	3
141	в виду	6	3
142	мы видели	6	3
143	на этой	2	3
144	из них	3	3
145	на том	2	3
146	что она	3	3
147	в своем	9	3
148	все эти	3	3
149	и других	2	3
150	заключается в	8	3
151	так же	4	3
152	в результате	3	3
153	говорить о	2	3
154	в начале	4	3
155	при помощи	4	3
156	тогда когда	5	3
157	в известном	2	3
158	нисколько не	2	3
159	если бы	8	3
160	к этому	4	3
161	стороны и	2	3
162	и к	6	3
163	связи с	9	3
164	чем в	2	3
165	одной из	3	3
166	в одном	2	3
167	в сущности	9	3
168	а также	2	3
169	языков в	2	3
170	должен быть	2	3
171	что и	2	3
172	собственном смысле	3	3
173	что же	2	3
174	но с	2	3
175	вот почему	3	3
176	и вообще	2	3
177	об отношении	3	3
178	или как	2	3
179	как только	2	2
180	все время	3	2
181	же как	2	2
182	казалось бы	8	2
183	к действительности	8	2
184	никогда не	8	2
185	для этого	3	2
186	в отношении	6	2
187	или иной	2	2
188	это есть	2	2
189	философии и	3	2
190	что если	2	2
191	имеет свою	2	2
192	другого рода	2	2
193	и сам	3	2
194	несмотря на	4	2
195	и той	2	2
196	что каждая	2	2
197	из двух	3	2
198	и др	5	2
199	после этого	2	2
200	значение в	3	2
201	от того	2	2
202	в связи	6	2
203	что можно	3	2
204	с помощью	5	2
205	должно быть	2	2
206	не следует	2	2
207	в более	2	2
208	и с	4	2
209	говорит он	12	2
210	с этим	3	2
211	той или	2	2
212	же самое	2	2
213	так и	8	2
214	не существует	3	2
215	по этому	6	2
216	следует что	2	2
217	лежит в	3	2
218	состоит в	3	2
219	о которых	3	2
220	по существу	5	2
221	его к	2	2
222	тем более	3	2
223	от действительности	5	2
224	того же	3	2
225	во всех	2	2
226	что мы	9	2
227	мы должны	6	2
228	бы с	3	2
229	мы уже	6	2
230	том же	2	2
231	этого слова	3	2
232	и до	3	2
233	и развития	2	2
234	с ней	2	2
235	и тогда	2	2
236	связь между	5	2
237	этому поводу	3	2
238	того как	4	2
239	из того	4	2
240	из которых	3	2
241	с точки	18	2
242	другом месте	2	2
243	мы не	10	2
244	у них	2	2
245	тому как	2	2
246	в силу	2	2
247	мы можем	10	2
248	подобно тому	2	2
249	в другом	2	2
250	на протяжении	2	2
251	ничего не	3	2
