N	2gram	Bakhtin_Pr_5	Myslijsy
1	потому что	8	46
2	то есть	16	34
3	в слове	6	32
4	в том	5	32
5	и в	35	30
6	может быть	14	28
7	то же	15	23
8	не только	10	21
9	только в	6	21
10	но и	14	19
11	том что	3	18
12	то что	10	18
13	того что	3	18
14	что в	6	17
15	по себе	4	16
16	в себе	5	16
17	не в	10	15
18	и не	27	15
19	а не	4	15
20	таким образом	7	14
21	что и	3	13
22	так как	4	13
23	вместе с	2	12
24	а в	7	12
25	этого слова	5	11
26	так и	8	11
27	что оно	2	11
28	в душе	2	10
29	как и	18	10
30	как в	5	10
31	и что	6	10
32	в этом	14	10
33	в то	11	10
34	для него	14	9
35	было бы	3	9
36	в нем	16	9
37	между тем	4	9
38	в самом	6	8
39	в ней	2	8
40	что не	4	8
41	только что	3	8
42	и то	5	8
43	слова в	6	7
44	смысле этого	2	7
45	и без	4	7
46	с другой	4	7
47	вовсе не	7	7
48	к тому	6	7
49	как мы	8	7
50	так что	5	7
51	с тем	3	7
52	но не	6	7
53	тем что	4	7
54	что он	24	6
55	но это	6	6
56	с этим	3	6
57	из них	3	6
58	например в	2	6
59	те же	2	6
60	не может	18	6
61	уже не	3	6
62	и слово	8	6
63	с ним	7	6
64	уже в	3	5
65	в них	4	5
66	словом и	3	5
67	и как	2	5
68	же время	10	5
69	в своем	2	5
70	слове и	2	5
71	еще не	7	5
72	если б	3	5
73	отношению к	7	5
74	по которому	2	5
75	не менее	2	5
76	по отношению	6	5
77	одно и	3	5
78	я как	3	5
79	к одному	3	5
80	есть только	2	5
81	должно быть	3	5
82	слово не	2	5
83	с другими	2	5
84	тому как	2	5
85	сказать что	3	5
86	сам по	2	5
87	что я	13	5
88	к ней	2	5
89	слова и	11	5
90	что это	4	4
91	это слово	4	4
92	столь же	2	4
93	и от	3	4
94	мы видели	2	4
95	со словом	3	4
96	все это	14	4
97	что даже	2	4
98	в его	21	4
99	себя и	8	4
100	в котором	3	4
101	другой стороны	3	4
102	бы не	2	4
103	и его	14	4
104	он не	13	4
105	все равно	2	4
106	и по	2	4
107	мы должны	3	4
108	и это	5	4
109	в каждой	2	4
110	слово в	2	4
111	от другого	2	3
112	этого не	3	3
113	тому что	2	3
114	прежде всего	12	3
115	и все	15	3
116	что все	2	3
117	я и	2	3
118	в последнем	2	3
119	мы можем	2	3
120	такое же	2	3
121	при этом	2	3
122	как бы	31	3
123	для себя	7	3
124	в целом	3	3
125	на него	5	3
126	только на	4	3
127	слово и	2	3
128	к нему	13	3
129	друг друга	2	3
130	так же	7	3
131	на которой	2	3
132	или в	2	3
133	в каждом	6	3
134	слова с	2	3
135	и на	6	3
136	же и	4	3
137	говорить о	3	3
138	в начале	3	3
139	за ним	2	3
140	и вообще	2	3
141	не знает	6	3
142	его в	4	3
143	в первом	2	3
144	в произведении	2	3
145	тогда и	2	3
146	там где	7	3
147	в чем	4	3
148	в которой	2	3
149	это было	2	3
150	во время	5	2
151	но все	4	2
152	и та	2	2
153	его с	5	2
154	та же	4	2
155	не как	3	2
156	он как	4	2
157	в одном	6	2
158	это в	2	2
159	а как	2	2
160	его внутреннюю	2	2
161	его к	3	2
162	отношение к	6	2
163	одной из	2	2
164	что с	2	2
165	в ее	3	2
166	сливается с	4	2
167	что они	6	2
168	от него	6	2
169	по своему	4	2
170	но как	4	2
171	у него	4	2
172	и слова	2	2
173	но что	2	2
174	к слову	2	2
175	на его	4	2
176	в речи	2	2
177	мы уже	8	2
178	за пределы	3	2
179	даже в	5	2
180	с таким	2	2
181	все же	8	2
182	слова не	2	2
183	в своей	4	2
184	что же	7	2
185	в форме	3	2
186	так в	2	2
187	в виде	7	2
188	а с	3	2
189	это и	3	2
190	к своему	5	2
191	но только	3	2
192	самом деле	10	2
193	и наконец	7	2
194	и даже	5	2
195	той же	2	2
196	такая же	2	2
197	слов в	3	2
198	в которых	2	2
199	с этой	2	2
200	их в	2	2
201	ни в	2	2
202	теперь не	2	2
203	эти слова	3	2
204	точки зрения	7	2
205	подобно тому	2	2
206	у меня	6	2
207	а между	3	2
208	бы в	4	2
209	отношении к	7	2
210	о том	2	2
211	и самое	2	2
212	слово с	6	2
213	так сказать	2	2
214	нет ни	2	2
215	и с	12	2
216	вне себя	2	2
