N	2gram	Nazirov_Tv_1	Myslijsy
1	потому что	5	46
2	то есть	12	34
3	в том	7	32
4	и в	21	30
5	может быть	5	28
6	то же	13	23
7	не только	7	21
8	только в	5	21
9	но и	3	19
10	том что	11	18
11	то что	8	18
12	того что	3	18
13	что в	12	17
14	в себе	2	16
15	не в	2	15
16	и не	7	15
17	а не	5	15
18	таким образом	5	14
19	что и	2	13
20	так как	3	13
21	точно так	2	12
22	вместе с	2	12
23	а в	6	12
24	так и	2	11
25	как и	12	10
26	как в	8	10
27	в этом	6	10
28	в то	15	10
29	для него	6	9
30	в нем	3	9
31	в самом	3	8
32	в ней	2	8
33	что не	2	8
34	только что	2	8
35	с другой	3	7
36	вовсе не	5	7
37	к тому	2	7
38	так что	2	7
39	но не	3	7
40	есть не	2	7
41	тем самым	7	7
42	зависит от	2	6
43	что он	6	6
44	но это	5	6
45	из них	2	6
46	не может	4	6
47	там же	3	6
48	уже не	3	6
49	с ним	3	6
50	же с	2	6
51	уже в	3	5
52	по крайней	2	5
53	человека и	4	5
54	и как	4	5
55	же время	12	5
56	в своем	4	5
57	мысль о	2	5
58	крайней мере	2	5
59	и тем	2	5
60	не менее	6	5
61	сказать что	2	5
62	и т	3	5
63	что я	3	5
64	к ней	2	5
65	на деле	2	5
66	и от	4	4
67	все это	10	4
68	в его	13	4
69	в котором	6	4
70	себе не	2	4
71	один из	4	4
72	и его	6	4
73	он не	8	4
74	и по	3	4
75	для человека	3	4
76	что для	2	4
77	в один	2	4
78	далеко не	3	4
79	место в	3	3
80	не существует	3	3
81	быть может	2	3
82	в человеке	4	3
83	могут быть	2	3
84	прежде всего	4	3
85	и все	6	3
86	что все	3	3
87	к этому	2	3
88	я и	3	3
89	тем не	2	3
90	именно в	2	3
91	не будет	2	3
92	в свою	7	3
93	можно сказать	2	3
94	при этом	7	3
95	вслед за	2	3
96	действительности и	2	3
97	что она	2	3
98	как бы	17	3
99	в целом	4	3
100	время в	3	3
101	только на	2	3
102	в одно	2	3
103	так же	3	3
104	или в	2	3
105	в каждом	3	3
106	и на	7	3
107	же и	2	3
108	не знает	2	3
109	в первом	2	3
110	в чем	2	3
111	в которой	3	3
112	не то	2	3
113	во многом	7	2
114	перед нами	2	2
115	и та	2	2
116	об этом	2	2
117	из себя	2	2
118	не столько	2	2
119	та же	4	2
120	между людьми	2	2
121	человек может	2	2
122	это в	3	2
123	а как	2	2
124	одной из	4	2
125	сливается с	3	2
126	в этой	5	2
127	у него	7	2
128	что человек	3	2
129	на его	3	2
130	он говорит	3	2
131	был бы	2	2
132	даже в	3	2
133	все же	5	2
134	жизни и	3	2
135	в своей	4	2
136	мысли и	4	2
137	в их	3	2
138	т п	2	2
139	в виде	3	2
140	что как	2	2
141	это и	3	2
142	но только	2	2
143	самом деле	2	2
144	и наконец	2	2
145	и даже	3	2
146	и притом	2	2
147	той же	3	2
148	но без	2	2
149	отказаться от	2	2
150	с каким	2	2
151	людей и	2	2
152	эти слова	2	2
153	о том	6	2
154	так сказать	2	2
155	нет ни	2	2
156	и с	3	2
