N	2gram	Bakhtin_Pr_4	FransuaR
1	и в	46	29
2	то есть	40	21
3	таким образом	4	20
4	и не	27	16
5	у рабле	2	16
6	и все	9	13
7	в этой	3	13
8	как и	12	12
9	на части	2	12
10	и т.п	14	12
11	но в	6	12
12	так и	4	11
13	и на	11	11
14	в этом	16	11
15	то же	6	10
16	как мы	12	10
17	в романе	6	10
18	мы уже	3	10
19	в то	5	10
20	не только	14	10
21	вовсе не	9	9
22	в конце	3	9
23	но и	12	9
24	все эти	4	9
25	и с	7	9
26	же время	5	8
27	прежде всего	9	8
28	в его	9	8
29	и его	6	8
30	как бы	19	8
31	еще и	4	7
32	так же	3	7
33	в том	9	7
34	так как	5	7
35	в большинстве	9	6
36	здесь в	2	6
37	в сущности	7	6
38	своего рода	4	6
39	в атмосфере	2	6
40	но он	3	6
41	поэтому и	2	5
42	у него	5	5
43	это не	5	5
44	того же	3	5
45	до конца	4	5
46	и о	3	5
47	далеко не	3	5
48	в нем	17	5
49	в своей	3	5
50	и до	3	5
51	большинстве случаев	8	5
52	и по	2	5
53	рядом с	5	5
54	сказать что	2	5
55	он и	4	5
56	перед нами	12	4
57	с его	5	4
58	что он	6	4
59	но это	6	4
60	есть и	2	4
61	еще не	7	4
62	которую он	2	4
63	то что	4	4
64	жизни и	5	4
65	конечно не	8	4
66	все это	6	4
67	и одновременно	2	4
68	с помощью	3	4
69	с другой	3	4
70	жизнь и	3	4
71	также и	3	4
72	в результате	2	4
73	тем что	3	4
74	точки зрения	11	4
75	мы слышим	4	4
76	в узком	2	3
77	том числе	4	3
78	все время	2	3
79	в своем	3	3
80	превращается в	4	3
81	и так	2	3
82	с ее	3	3
83	и здесь	4	3
84	все же	4	3
85	том что	4	3
86	и как	2	3
87	такой же	3	3
88	более или	3	3
89	мы можем	4	3
90	ведь это	3	3
91	и сам	5	3
92	слов и	3	3
93	здесь и	3	3
94	той же	3	3
95	и их	3	3
96	он не	4	3
97	к нему	5	3
98	здесь не	4	3
99	образом и	3	3
100	или менее	3	3
101	но конечно	2	3
102	другой стороны	3	3
103	в известной	2	3
104	при этом	5	3
105	и других	4	3
106	и они	2	3
107	и даже	3	3
108	особенно в	5	3
109	конечно и	3	3
110	же и	4	3
111	в себе	7	3
112	по своей	3	3
113	там где	2	3
114	вернемся к	2	3
115	уже в	4	2
116	времени и	2	2
117	бы не	2	2
118	время и	2	2
119	и другие	3	2
120	в приведенном	3	2
121	числе и	3	2
122	оба полюса	2	2
123	в этих	4	2
124	но здесь	3	2
125	в жизни	5	2
126	эпохи возрождения	2	2
127	его к	2	2
128	в различных	3	2
129	а как	2	2
130	к тому	2	2
131	и к	9	2
132	все в	2	2
133	ни в	6	2
134	да и	4	2
135	что я	6	2
136	есть в	6	2
137	видеть и	4	2
138	мы увидим	6	2
139	на этом	3	2
140	но не	4	2
141	в которые	2	2
142	в себя	4	2
143	кроме того	4	2
144	на площади	5	2
145	не может	19	2
146	может быть	23	2
147	том же	4	2
148	хотя и	6	2
149	у меня	3	2
150	никогда не	6	2
151	уже не	4	2
152	в виду	4	2
153	их как	2	2
154	в котором	5	2
155	если в	2	2
156	раз в	2	2
157	и для	3	2
158	себя в	3	2
159	вот как	2	2
160	но она	2	2
161	но эти	4	2
162	в словах	4	2
163	как в	4	2
164	в их	4	2
165	как раз	7	2
166	узком смысле	2	2
167	в других	2	2
168	приведенном нами	2	2
169	смены и	2	2
170	в той	3	2
171	они не	2	2
172	мы здесь	2	2
173	и наконец	4	2
174	с точки	9	2
175	между ними	10	2
176	друг друга	6	2
177	в слове	3	2
178	или в	8	2
179	здесь с	2	2
180	вы и	2	2
181	их в	3	2
182	и при	3	2
183	в одной	2	2
184	образов и	2	2
185	карнавального типа	2	2
186	только в	6	2
187	мы сказали	3	2
188	но этот	3	2
189	о том	5	2
190	если же	5	2
191	как он	3	2
192	и это	3	2
193	дело в	3	2
194	здесь только	2	2
195	так сказать	5	2
196	и этим	3	2
197	с ним	2	2
