N	2gram	Voloshinov_2	formyVre
1	и в	19	50
2	то есть	2	33
3	в этом	15	25
4	в нем	11	24
5	и его	16	16
6	прежде всего	7	15
7	и не	19	14
8	как мы	15	14
9	вовсе не	11	13
10	как раз	4	13
11	в его	5	13
12	так и	10	12
13	может быть	28	11
14	таким образом	14	11
15	мы уже	6	11
16	то же	16	11
17	и как	6	10
18	но в	7	10
19	в том	7	9
20	же время	8	9
21	в особенности	2	9
22	все эти	3	9
23	в то	8	9
24	не только	13	9
25	с его	8	9
26	ничего не	4	9
27	в самом	6	8
28	и их	4	8
29	но и	10	8
30	и на	5	8
31	как и	9	8
32	того же	5	8
33	жизни и	2	8
34	ни в	6	8
35	не было	3	7
36	для себя	4	7
37	так сказать	14	7
38	все же	5	6
39	это не	4	6
40	в их	5	6
41	не может	18	6
42	лишь в	14	6
43	так же	5	6
44	так как	3	6
45	у него	2	6
46	с этим	3	6
47	и все	6	6
48	в жизни	2	6
49	и того	5	6
50	связи с	13	6
51	во всех	6	6
52	то что	4	6
53	в ее	3	6
54	что в	2	5
55	одного и	4	5
56	не в	10	5
57	в пределах	10	5
58	значение в	4	5
59	и до	3	5
60	в связи	7	5
61	в основе	9	5
62	точки зрения	17	5
63	если бы	11	5
64	отнюдь не	8	5
65	но не	2	5
66	еще не	3	5
67	он не	3	5
68	в основном	4	5
69	отношению к	8	5
70	и речи	2	5
71	того чтобы	6	5
72	для того	6	5
73	и у	2	5
74	могут быть	3	5
75	в своем	2	4
76	характерно что	3	4
77	до конца	2	4
78	и следовательно	6	4
79	в котором	3	4
80	на этой	5	4
81	влияние на	4	4
82	не имеет	3	4
83	для других	3	4
84	конечно и	2	4
85	и с	2	4
86	в ней	3	4
87	именно как	2	4
88	конечно не	4	4
89	вполне понятно	4	4
90	в процессе	18	4
91	или как	2	4
92	и т.п	10	4
93	в той	5	4
94	том что	10	4
95	и для	7	4
96	и то	3	4
97	только в	8	4
98	и это	3	4
99	в этих	3	3
100	в отношении	4	3
101	формы и	2	3
102	в определенном	2	3
103	к тому	6	3
104	да и	3	3
105	при этом	9	3
106	с нашей	2	3
107	не имеют	3	3
108	нашей точки	2	3
109	в форме	5	3
110	по отношению	8	3
111	отношения к	2	3
112	с одной	3	3
113	именно в	2	3
114	они не	2	3
115	друг друга	2	3
116	а в	3	3
117	сказать что	4	3
118	в начале	2	3
119	его в	7	3
120	подхода к	3	3
121	но они	2	3
122	а как	4	3
123	не знает	2	3
124	к этому	5	3
125	значение и	2	3
126	в качестве	3	3
127	одно и	3	3
128	одной из	3	3
129	в сущности	14	3
130	и потому	2	3
131	что и	3	3
132	вместе с	2	3
133	сих пор	3	3
134	только на	4	3
135	всем этим	2	3
136	еще более	2	3
137	эти моменты	2	3
138	а не	9	3
139	что не	2	3
140	между ними	2	3
141	мы не	2	3
142	в таком	7	3
143	или в	2	3
144	с другими	3	3
145	более того	6	3
146	во всяком	3	3
147	и ее	4	3
148	в себе	4	3
149	все его	2	3
150	до сих	3	3
151	место в	2	2
152	уже в	2	2
153	самого начала	5	2
154	никогда не	7	2
155	в нашем	2	2
156	его и	3	2
157	точку зрения	2	2
158	с другой	3	2
159	на материале	3	2
160	вопрос о	2	2
161	оно уже	2	2
162	или иной	5	2
163	как если	4	2
164	тому же	2	2
165	с самого	5	2
166	лишь как	2	2
167	смысле слова	5	2
168	в свою	6	2
169	для него	9	2
170	одной стороны	3	2
171	мы встречаем	2	2
172	но для	2	2
173	не к	3	2
174	те моменты	2	2
175	с помощью	6	2
176	на основе	3	2
177	того что	4	2
178	и даже	2	2
179	рядом с	2	2
180	в более	2	2
181	точном смысле	4	2
182	той или	4	2
183	прямо сказать	2	2
184	и является	2	2
185	в истории	3	2
186	все то	2	2
187	резко и	3	2
188	не является	8	2
189	к другому	5	2
190	не как	3	2
191	определяется не	2	2
192	по себе	3	2
193	стороны и	2	2
194	в различных	3	2
195	одна из	7	2
196	здесь в	2	2
197	было бы	4	2
198	в данной	4	2
199	этот тип	2	2
200	на почве	9	2
201	слагается из	2	2
202	нем нет	2	2
203	в своей	3	2
204	как бы	19	2
205	быть и	6	2
206	и прежде	2	2
207	совершенно не	5	2
208	в отличие	3	2
209	в точном	4	2
210	если мы	6	2
211	в значительной	2	2
212	и эта	2	2
213	с точки	13	2
214	речи в	10	2
215	хотя бы	6	2
216	той же	3	2
217	в данном	5	2
218	от этого	2	2
219	тем что	2	2
220	вступает в	2	2
221	в каком	3	2
222	выражение в	5	2
223	далеко не	2	2
224	слова и	6	2
225	там где	2	2
226	здесь как	2	2
227	отличие от	3	2
228	но по	2	2
