N	2gram	Vygotskiy__3	Dialekti
1	и не	10	30
2	может быть	19	20
3	и в	38	19
4	не только	12	19
5	и т	14	17
6	а не	7	16
7	т д	4	15
8	в себе	4	15
9	то что	35	14
10	что она	16	14
11	и даже	4	14
12	в том	25	14
13	как бы	14	14
14	так как	6	14
15	потому что	14	14
16	вовсе не	8	13
17	но и	5	12
18	то же	10	12
19	не просто	2	12
20	точки зрения	16	12
21	и все	10	12
22	что это	10	10
23	ни в	3	10
24	как и	8	10
25	и как	8	10
26	в нем	4	10
27	том что	14	10
28	сказать что	4	10
29	никогда не	4	9
30	не может	7	9
31	она не	6	8
32	мы уже	7	8
33	с точки	9	8
34	не в	12	8
35	это есть	2	8
36	в этом	13	8
37	в своей	5	8
38	как это	6	7
39	но это	3	7
40	но что	2	7
41	и к	3	7
42	совершенно не	5	7
43	что в	20	7
44	время как	4	7
45	и то	8	7
46	как будто	4	7
47	так что	8	7
48	я не	5	6
49	и та	2	6
50	что он	11	6
51	что не	3	6
52	что они	4	6
53	отнюдь не	2	6
54	в то	3	6
55	конечно не	4	6
56	того что	4	6
57	и может	2	6
58	не могу	2	6
59	должна быть	5	5
60	с другой	7	5
61	в силу	2	5
62	по своему	4	5
63	в самом	25	5
64	и следовательно	2	5
65	что и	4	5
66	и это	8	5
67	как раз	8	5
68	и что	18	5
69	только что	2	5
70	и его	6	5
71	но как	2	5
72	только в	4	5
73	о том	6	5
74	не то	4	5
75	в виду	4	5
76	в своем	5	4
77	ясно что	6	4
78	та же	3	4
79	в одном	8	4
80	не могут	2	4
81	в ее	7	4
82	все же	8	4
83	при этом	4	4
84	то время	2	4
85	одно и	3	4
86	и если	6	4
87	он не	6	4
88	хотя бы	2	4
89	только то	2	4
90	все это	3	4
91	другой стороны	5	4
92	и только	3	4
93	том смысле	2	4
94	таким образом	12	4
95	что оно	2	4
96	и вот	2	4
97	заключается в	7	4
98	самом деле	21	4
99	и по	2	4
100	есть только	2	4
101	а в	7	4
102	в таком	3	4
103	в одной	2	4
104	одно из	2	4
105	но он	2	4
106	и когда	5	4
107	в другом	5	4
108	с ним	2	4
109	поэзии и	2	4
110	как только	3	3
111	и уже	2	3
112	всех этих	2	3
113	и более	2	3
114	все время	30	3
115	в этих	2	3
116	была бы	2	3
117	оно есть	2	3
118	как мы	7	3
119	но только	8	3
120	уже не	2	3
121	в этой	13	3
122	что если	4	3
123	было бы	12	3
124	и мы	13	3
125	как же	2	3
126	из них	6	3
127	то как	2	3
128	с этим	8	3
129	в той	5	3
130	что этот	4	3
131	в данном	2	3
132	они не	2	3
133	это только	3	3
134	о котором	5	3
135	в один	3	3
136	его в	3	3
137	когда мы	2	3
138	ничего не	2	3
139	что же	2	2
140	самого начала	6	2
141	следует что	2	2
142	что у	7	2
143	в какой	5	2
144	перед нами	8	2
145	ли что	2	2
146	в конце	2	2
147	на самом	2	2
148	на всю	2	2
149	он может	2	2
150	но мы	2	2
151	в тех	4	2
152	если мы	6	2
153	то это	2	2
154	и поэтический	2	2
155	к тому	6	2
156	же в	2	2
157	с самого	6	2
158	а я	3	2
159	мы видим	12	2
160	более и	2	2
161	эти два	3	2
162	из всего	2	2
163	в истории	2	2
164	с тем	8	2
165	очевидно что	2	2
166	что с	4	2
167	до сих	6	2
168	и часто	2	2
169	же самого	2	2
170	в общем	2	2
171	мы в	2	2
172	в сущности	10	2
173	несмотря на	5	2
174	в ней	15	2
175	всяком случае	2	2
176	нет никакого	2	2
177	сих пор	5	2
178	раз в	4	2
179	и я	2	2
180	во всех	4	2
181	дело не	2	2
182	ее в	4	2
183	данном случае	2	2
184	тому что	6	2
185	так же	2	2
186	т п	5	2
187	смысл и	4	2
188	например в	2	2
189	того как	3	2
190	с ее	2	2
191	с одной	6	2
192	как в	4	2
193	или в	5	2
194	в своих	4	2
195	и совершенно	4	2
196	их в	2	2
197	между тем	7	2
198	тем что	3	2
199	в виде	2	2
200	что здесь	2	2
201	или не	2	2
202	же самое	10	2
203	во всяком	2	2
204	что эти	4	2
205	все эти	4	2
206	есть в	2	2
207	в которой	5	2
208	что по	3	2
209	но в	3	2
210	том как	2	2
211	вместе с	5	2
212	на этом	5	2
