N	2gram	Vinokur_Ku_2	Myshleni
1	с помощью	7	42
2	в процессе	3	27
3	и в	23	25
4	в том	19	23
5	том что	11	20
6	что в	10	17
7	так же	4	17
8	таким образом	5	17
9	с тем	2	16
10	как и	2	15
11	то что	9	15
12	в его	5	15
13	в этом	18	14
14	вместе с	5	14
15	может быть	15	13
16	так как	15	12
17	в качестве	8	12
18	могли бы	2	11
19	перед нами	4	10
20	что они	2	10
21	как бы	4	10
22	и не	16	10
23	и что	8	10
24	того что	3	10
25	было бы	15	10
26	что и	3	10
27	только в	5	10
28	мы могли	2	9
29	заключается в	2	9
30	связи с	3	9
31	как в	3	9
32	ни в	4	9
33	того чтобы	11	8
34	тем что	3	8
35	как мы	3	8
36	речи и	5	8
37	уже в	3	7
38	все эти	12	7
39	что мы	6	7
40	как это	5	7
41	по себе	10	7
42	для того	9	7
43	в области	11	7
44	не менее	7	6
45	с другой	8	6
46	не в	8	6
47	же как	2	6
48	и у	2	6
49	один из	5	6
50	мы видели	2	6
51	не может	9	6
52	в связи	4	6
53	и на	6	6
54	потому что	25	6
55	мы должны	2	6
56	от этого	2	6
57	что он	5	6
58	в отношении	2	6
59	в силу	7	6
60	зависимости от	5	6
61	но не	6	6
62	того же	3	6
63	не только	20	6
64	все же	7	6
65	в отличие	2	6
66	точки зрения	14	6
67	все это	5	6
68	можно было	9	6
69	слова и	5	6
70	отличие от	2	6
71	так и	4	5
72	именно в	3	5
73	что это	7	5
74	тем не	6	5
75	но это	3	5
76	при этом	2	5
77	что она	3	5
78	на этой	4	5
79	с одной	2	5
80	и по	3	5
81	если бы	12	5
82	в зависимости	4	5
83	слов и	2	5
84	из которых	3	5
85	могут быть	4	5
86	в этой	6	5
87	не могут	5	4
88	в частности	2	4
89	никогда не	2	4
90	в своем	2	4
91	и речь	2	4
92	прежде всего	8	4
93	на то	4	4
94	к тому	4	4
95	мы знаем	4	4
96	смысле этого	2	4
97	всяком случае	5	4
98	отнюдь не	4	4
99	но и	7	4
100	от того	4	4
101	то и	3	4
102	а в	3	4
103	сказать что	4	4
104	в то	4	4
105	мы имеем	5	4
106	что слово	3	4
107	с этим	3	4
108	и все	2	4
109	что оно	3	4
110	еще не	5	4
111	он не	3	4
112	по сравнению	2	4
113	приводит к	5	4
114	тем же	2	4
115	речи в	6	4
116	той же	2	4
117	во всяком	5	4
118	этого слова	5	4
119	и это	3	4
120	там где	5	4
121	с этой	2	3
122	в свою	2	3
123	на этом	3	3
124	когда в	2	3
125	в самом	12	3
126	на том	2	3
127	другой стороны	7	3
128	отличается от	3	3
129	то обстоятельство	7	3
130	но только	4	3
131	от речи	3	3
132	с ними	2	3
133	в которых	2	3
134	этом отношении	3	3
135	в результате	4	3
136	между тем	6	3
137	в живом	2	3
138	обстоятельство что	7	3
139	последнее время	3	3
140	не как	2	3
141	состоит в	2	3
142	к этому	4	3
143	его к	2	3
144	бы сказать	2	3
145	если мы	4	3
146	этот вопрос	6	3
147	того как	2	3
148	слова в	6	2
149	то же	6	2
150	мы будем	2	2
151	можно ли	4	2
152	все они	2	2
153	и от	2	2
154	одного из	2	2
155	этой точки	2	2
156	для нас	4	2
157	но все	4	2
158	так мы	2	2
159	свою очередь	2	2
160	смысле слова	2	2
161	в нашей	4	2
162	хотя и	4	2
163	в сфере	3	2
164	в нем	4	2
165	с той	2	2
166	в корне	2	2
167	для обозначения	2	2
168	это положение	2	2
169	для этого	3	2
170	которых мы	2	2
171	здесь мы	2	2
172	который мы	2	2
173	должно быть	4	2
174	в своих	2	2
175	и здесь	5	2
176	ни на	2	2
177	того или	2	2
178	всех этих	3	2
179	они имеют	2	2
180	речи но	2	2
181	главным образом	3	2
182	само по	5	2
183	в них	4	2
184	этом смысле	5	2
185	связанные с	2	2
186	ясно что	5	2
187	или иного	2	2
188	таким же	2	2
189	об этом	5	2
190	же в	3	2
191	только потому	8	2
192	речи не	3	2
193	о котором	2	2
194	очень часто	2	2
195	тот же	5	2
196	мы в	2	2
197	это так	3	2
198	и потому	2	2
199	а также	3	2
200	оно не	2	2
201	слова не	3	2
202	в своей	2	2
203	уже не	8	2
204	тем самым	2	2
205	в речи	6	2
206	на этот	2	2
207	и для	2	2
208	речь в	5	2
209	и его	3	2
210	или в	4	2
211	или иначе	3	2
212	и то	5	2
213	в каком	4	2
