N	2gram	Medvedev_F_3	DiskursI
1	в себе	3	19
2	при этом	8	17
3	и в	27	16
4	может быть	25	16
5	как и	14	16
6	в этом	18	16
7	и не	30	15
8	а не	17	14
9	в отличие	2	12
10	отличие от	2	12
11	но и	10	11
12	но в	6	11
13	том что	4	10
14	не только	9	10
15	со стороны	4	10
16	так и	21	9
17	не может	24	9
18	в том	7	8
19	как в	4	8
20	не менее	7	7
21	прежде всего	4	7
22	в нем	15	7
23	ни в	8	7
24	но не	5	7
25	в данном	6	7
26	с его	2	6
27	отнюдь не	8	6
28	еще не	6	6
29	все же	6	6
30	в своей	6	6
31	данном случае	4	6
32	то же	15	6
33	в своих	6	6
34	что в	8	5
35	в своем	2	5
36	с другой	6	5
37	же время	7	5
38	героя в	3	5
39	то что	8	5
40	и на	3	5
41	в то	7	5
42	к этому	2	4
43	к его	3	4
44	в пределах	8	4
45	как бы	8	4
46	отношению к	3	4
47	по отношению	3	4
48	этом отношении	3	4
49	человека в	2	4
50	ни для	2	4
51	роль в	4	4
52	потому что	7	4
53	в основе	3	4
54	точки зрения	16	4
55	в этой	2	4
56	о том	4	4
57	не является	5	4
58	жизни в	3	3
59	могут быть	4	3
60	в этих	3	3
61	в них	3	3
62	столь же	3	3
63	это не	3	3
64	из виду	2	3
65	из этих	2	3
66	и все	8	3
67	в пределе	2	3
68	или иной	2	3
69	становления и	2	3
70	уже не	3	3
71	и как	4	3
72	не в	12	3
73	не знают	2	3
74	можно сказать	3	3
75	в его	7	3
76	еще в	3	3
77	в котором	2	3
78	проявляется в	2	3
79	из них	2	3
80	жизни и	4	3
81	и ее	6	3
82	для данного	4	3
83	все эти	6	3
84	внутренней речи	2	3
85	и его	19	3
86	но это	2	3
87	только в	8	3
88	не следует	3	3
89	его в	7	3
90	место в	10	2
91	что ни	2	2
92	же как	3	2
93	никогда не	5	2
94	и всякое	2	2
95	в большинстве	4	2
96	в целом	4	2
97	вследствие этого	3	2
98	с таким	2	2
99	стороны и	2	2
100	между жизнью	3	2
101	в той	3	2
102	что он	6	2
103	а к	2	2
104	такой же	2	2
105	является не	2	2
106	того же	3	2
107	должна быть	3	2
108	в формах	2	2
109	общения и	2	2
110	в ней	5	2
111	отношения между	2	2
112	на почве	2	2
113	что и	2	2
114	с ее	2	2
115	с точки	14	2
116	но уже	2	2
117	время в	3	2
118	вместе с	6	2
119	что же	5	2
120	жизнью и	2	2
121	в языке	2	2
122	не на	3	2
123	входит в	8	2
124	может и	3	2
125	сводится к	5	2
126	все это	7	2
127	другой стороны	5	2
128	романа и	2	2
129	и для	6	2
130	той же	3	2
131	жанров в	2	2
132	тому как	5	2
133	совпадает с	2	2
134	в результате	5	2
135	их в	3	2
136	и с	3	2
137	может иметь	2	2
138	не о	3	2
139	подобно тому	4	2
140	говорить о	2	2
141	и это	2	2
142	дело в	2	2
143	здесь не	2	2
144	в области	2	2
145	между тем	7	2
146	произведения как	6	2
147	но при	2	2
