N	2gram	Bakhtin_sl_1	Psycholo
1	и в	41	30
2	в том	3	27
3	потому что	2	23
4	том что	2	21
5	все время	3	20
6	для того	2	20
7	таким образом	9	20
8	как бы	12	19
9	если мы	2	16
10	не только	16	16
11	в самом	5	14
12	в этом	12	14
13	так же	2	13
14	как раз	2	13
15	то есть	26	13
16	одной стороны	4	12
17	в сущности	13	12
18	с одной	4	12
19	может быть	14	11
20	о том	3	10
21	никогда не	3	9
22	с другой	5	9
23	не может	14	9
24	и то	2	9
25	сказать что	2	9
26	так как	3	9
27	тому что	2	8
28	к тому	3	8
29	не в	7	8
30	а не	15	8
31	при этом	6	8
32	того что	3	8
33	мы видим	2	8
34	могут быть	19	8
35	в нем	30	7
36	зависимости от	3	7
37	но не	2	7
38	все же	7	7
39	и т	28	7
40	то же	14	7
41	точки зрения	16	7
42	в основе	5	7
43	в зависимости	3	6
44	в своем	3	6
45	мы все	2	6
46	именно в	3	6
47	как и	4	6
48	совершенно не	2	6
49	и тем	2	6
50	и для	4	6
51	но и	16	6
52	что все	2	6
53	и не	16	6
54	и его	14	6
55	или в	8	6
56	и здесь	3	6
57	мы уже	2	6
58	на этом	2	6
59	в целом	2	5
60	как мы	8	5
61	и потому	4	5
62	что они	2	5
63	еще не	4	5
64	до сих	2	5
65	было бы	3	5
66	был бы	2	5
67	один из	4	5
68	сих пор	2	5
69	другой стороны	4	5
70	а с	2	5
71	рядом с	4	5
72	в себе	3	5
73	но в	8	5
74	только в	6	5
75	как только	3	4
76	в результате	3	4
77	в частности	2	4
78	и все	4	4
79	прежде всего	8	4
80	у нас	2	4
81	сил в	2	4
82	и к	5	4
83	в своей	7	4
84	в ней	4	4
85	в его	13	4
86	в него	3	4
87	в них	6	4
88	не есть	2	4
89	только на	2	4
90	имеет дело	2	4
91	а в	6	4
92	мы найдем	3	4
93	там где	4	4
94	не могут	3	3
95	у него	3	3
96	обстоит дело	2	3
97	хотя бы	3	3
98	это не	6	3
99	формы и	3	3
100	не как	4	3
101	из этих	3	3
102	к этому	2	3
103	вовсе не	7	3
104	одно и	2	3
105	для нас	2	3
106	остановимся на	2	3
107	так что	2	3
108	одна из	2	3
109	в свою	3	3
110	лучшем случае	2	3
111	для него	3	3
112	друг с	2	3
113	он не	3	3
114	в ее	2	3
115	на его	8	3
116	данном случае	3	3
117	так и	11	3
118	как в	8	3
119	в их	4	3
120	так в	2	3
121	т д	5	3
122	в той	10	3
123	и о	2	3
124	с другом	2	3
125	и наконец	4	3
126	с которым	2	3
127	той же	2	3
128	в лучшем	2	3
129	мы не	2	3
130	можно было	2	3
131	но он	2	3
132	и на	14	3
133	в данном	3	3
134	т п	23	3
135	в другом	2	3
136	в этих	2	3
137	в которой	4	3
138	с этой	3	2
139	перед нами	4	2
140	в отношении	6	2
141	такое понимание	2	2
142	с его	4	2
143	же как	2	2
144	связи с	2	2
145	он в	5	2
146	от этой	2	2
147	между собой	2	2
148	не является	2	2
149	бы его	2	2
150	преимущественно в	4	2
151	с этим	3	2
152	в одном	2	2
153	в каждом	4	2
154	а как	2	2
155	или иной	9	2
156	можно сказать	2	2
157	этом случае	2	2
158	до конца	12	2
159	в романе	21	2
160	различия между	2	2
161	по существу	3	2
162	того же	6	2
163	слов и	2	2
164	в большей	3	2
165	со своим	5	2
166	вносит в	2	2
167	как вещь	2	2
168	по преимуществу	4	2
169	и эта	2	2
170	на том	2	2
171	и следовательно	7	2
172	той или	9	2
173	в качестве	3	2
174	в котором	2	2
175	не с	2	2
176	речь в	2	2
177	из них	3	2
178	романа как	2	2
179	во всех	17	2
180	и той	2	2
181	быть и	4	2
182	все это	5	2
183	именно эта	2	2
184	с точки	8	2
185	и даже	6	2
186	между ними	2	2
187	должно быть	2	2
188	время как	2	2
189	ничего не	4	2
190	и с	4	2
191	в то	14	2
192	ту же	4	2
193	том и	2	2
194	все эти	9	2
195	из этого	3	2
196	поэтический язык	2	2
197	на самом	2	2
