N	2gram	Vygotskiy__4	Narrotol
1	не только	7	31
2	но и	3	27
3	и не	13	23
4	при этом	2	19
5	может быть	22	15
6	в частности	4	14
7	как и	5	13
8	а не	6	13
9	а в	4	13
10	только в	4	12
11	в этом	28	12
12	и в	33	11
13	и его	5	10
14	времени и	2	9
15	то что	44	9
16	то есть	13	9
17	то же	9	8
18	в том	21	8
19	со стороны	2	8
20	не может	10	8
21	иначе говоря	2	8
22	в рассказе	8	8
23	представляет собой	2	8
24	если бы	10	7
25	у него	6	7
26	том что	22	7
27	но в	2	7
28	к тому	12	6
29	об этом	4	6
30	не в	2	6
31	и он	3	6
32	в самом	12	6
33	как бы	25	6
34	один из	2	6
35	жизни и	4	6
36	как раз	9	6
37	тому же	3	6
38	в себе	6	6
39	в его	10	6
40	в этой	9	6
41	перед нами	6	5
42	можно сказать	2	5
43	точка зрения	2	5
44	рассказа в	3	5
45	в своей	4	5
46	так и	3	5
47	событие в	2	5
48	тем самым	3	5
49	столь же	2	5
50	и на	5	5
51	потому что	24	5
52	между двумя	2	5
53	точки зрения	6	5
54	с его	2	4
55	никогда не	5	4
56	из этих	2	4
57	все же	5	4
58	но не	3	4
59	же время	2	4
60	прежде всего	2	4
61	в ней	6	4
62	в нем	7	4
63	в мире	3	4
64	из них	4	4
65	не по	2	4
66	по себе	9	4
67	как в	3	4
68	внимание на	2	4
69	того что	4	4
70	того чтобы	22	4
71	в то	3	4
72	что у	4	4
73	о том	20	4
74	одна из	4	4
75	в одном	3	4
76	тому как	2	3
77	повествования и	2	3
78	что в	21	3
79	в своем	7	3
80	это не	6	3
81	в жизни	4	3
82	что он	20	3
83	идет о	3	3
84	еще раз	3	3
85	сводится к	2	3
86	у нас	4	3
87	и как	5	3
88	в целом	5	3
89	самом деле	12	3
90	для того	23	3
91	и о	4	3
92	он не	11	3
93	о нем	4	3
94	речь идет	3	3
95	не является	2	3
96	быть не	2	3
97	не было	3	3
98	именно в	2	3
99	о них	2	3
100	едва ли	2	3
101	мы не	5	3
102	о ней	2	3
103	и то	2	3
104	также и	2	3
105	их в	3	3
106	и с	2	3
107	и ее	2	3
108	исходя из	4	3
109	как будто	8	3
110	в русской	2	3
111	и все	12	3
112	как это	14	3
113	могло бы	3	3
114	мы имеем	2	3
115	казалось бы	5	2
116	его и	2	2
117	а на	2	2
118	в конце	8	2
119	в сущности	6	2
120	на то	10	2
121	что может	3	2
122	как мы	4	2
123	да и	3	2
124	с ее	3	2
125	о смерти	5	2
126	до конца	7	2
127	до сих	3	2
128	в пределах	3	2
129	она не	3	2
130	никак не	6	2
131	и является	2	2
132	всяком случае	3	2
133	не имеет	2	2
134	мать и	2	2
135	на две	2	2
136	хотя бы	2	2
137	раз в	7	2
138	себя в	4	2
139	не будет	4	2
140	вместе с	8	2
141	героя и	2	2
142	сих пор	3	2
143	другой стороны	2	2
144	только что	15	2
145	и только	7	2
146	и вот	6	2
147	в той	3	2
148	что не	4	2
149	с другой	2	2
150	и для	3	2
151	слов в	2	2
152	в таком	4	2
153	ничего не	2	2
154	сами по	3	2
155	дело с	3	2
156	в результате	2	2
157	сказать что	13	2
158	во всяком	3	2
159	мы можем	5	2
160	и от	2	2
161	что касается	2	2
162	связи с	2	2
163	события в	3	2
164	что мы	6	2
165	же самое	6	2
166	на ее	2	2
167	от этих	4	2
168	с ним	5	2
169	та же	3	2
170	как она	10	2
171	это было	4	2
