N	2gram	Tiupa_Hudo_2	Narrotol
1	не только	11	32
2	может быть	8	25
3	но и	9	23
4	в качестве	4	21
5	и не	18	20
6	и в	28	19
7	в том	15	18
8	в этом	13	17
9	в тексте	5	16
10	в частности	7	14
11	том что	19	14
12	не в	13	14
13	состоит в	7	13
14	а не	14	12
15	своего рода	16	12
16	тогда как	7	12
17	то что	6	11
18	а в	6	11
19	не может	4	10
20	точки зрения	2	10
21	при этом	11	9
22	со стороны	3	9
23	так и	8	9
24	в его	11	9
25	в мире	7	9
26	с другой	3	8
27	не является	2	8
28	в себе	9	8
29	и т.д	2	7
30	как и	11	7
31	еще не	3	7
32	к тому	7	7
33	а также	2	7
34	все же	2	7
35	как в	5	7
36	по отношению	7	7
37	с одной	3	7
38	одной стороны	3	7
39	с его	5	6
40	что он	8	6
41	отношению к	7	6
42	то в	4	6
43	но не	4	6
44	именно в	2	6
45	тем самым	2	6
46	как это	7	6
47	о том	12	6
48	но в	2	6
49	отнюдь не	2	5
50	нуждается в	2	5
51	или иной	2	5
52	можно сказать	6	5
53	тому же	2	5
54	себя в	8	5
55	не все	3	5
56	уже не	10	5
57	к нему	3	5
58	в детстве	5	5
59	и его	5	5
60	в данном	2	5
61	в основе	2	5
62	казалось что	7	5
63	к себе	3	5
64	в этой	5	5
65	перед нами	11	4
66	во втором	2	4
67	прежде всего	3	4
68	в нем	3	4
69	у него	5	4
70	что не	2	4
71	то же	6	4
72	да и	5	4
73	же время	4	4
74	было бы	3	4
75	вслед за	4	4
76	одной из	3	4
77	как бы	5	4
78	о нем	2	4
79	все те	2	4
80	хотя бы	2	4
81	данном случае	2	4
82	те же	2	4
83	в принципе	2	4
84	не столько	2	4
85	в рассказе	21	4
86	сказать что	2	4
87	в церкви	2	4
88	только в	4	4
89	героя и	3	4
90	здесь не	2	4
91	пока еще	3	4
92	и с	6	4
93	же не	2	4
94	не менее	5	3
95	еще одна	2	3
96	а с	3	3
97	жизни в	7	3
98	же как	2	3
99	что в	5	3
100	никогда не	5	3
101	отец сисой	2	3
102	из этих	2	3
103	преосвященного петра	2	3
104	все было	3	3
105	живет теперь	3	3
106	тем не	4	3
107	что они	4	3
108	одна из	2	3
109	в ней	3	3
110	он не	4	3
111	обратимся к	2	3
112	если в	2	3
113	один из	2	3
114	не с	2	3
115	с ее	5	3
116	не будет	2	3
117	в первом	2	3
118	из них	2	3
119	жизни и	6	3
120	в ее	18	3
121	на него	3	3
122	как мы	2	3
123	сводится к	6	3
124	столь же	3	3
125	и он	3	3
126	жизни как	5	3
127	и на	3	3
128	будто бы	3	3
129	между тем	8	3
130	тем что	6	3
131	на себя	3	3
132	в конечном	4	3
133	в то	6	3
134	как будто	4	3
135	что это	5	3
136	дело с	2	2
137	бы не	3	2
138	он сам	2	2
139	по полю	2	2
140	на другой	2	2
141	как птица	3	2
142	себя и	2	2
143	конечном счете	3	2
144	в своем	5	2
145	что у	3	2
146	они все	2	2
147	оно не	2	2
148	та же	2	2
149	не как	2	2
150	ей не	2	2
151	другой день	2	2
152	выговорить ни	3	2
153	личности в	3	2
154	она может	2	2
155	на свой	2	2
156	или иного	2	2
157	идет по	2	2
158	что на	3	2
159	ему в	2	2
160	о внуках	2	2
161	о детях	2	2
162	а по	2	2
163	говорит о	4	2
164	которая живет	2	2
165	была и	2	2
166	у нее	10	2
167	между ними	2	2
168	в памяти	3	2
169	для него	5	2
170	она не	5	2
171	несмотря на	3	2
172	наряду с	5	2
173	один человек	2	2
174	как сияние	2	2
175	он уже	2	2
176	глядела на	2	2
177	в роли	2	2
178	начинала рассказывать	2	2
179	все верили	2	2
180	тогда в	2	2
181	его жизни	5	2
182	точкой зрения	2	2
183	во второй	2	2
184	в чужой	2	2
185	приводит к	2	2
186	который в	2	2
187	отношение к	2	2
188	так же	3	2
189	как раз	4	2
190	и только	2	2
191	не было	6	2
192	в двух	2	2
193	человека в	4	2
194	самом деле	3	2
195	того или	2	2
196	и для	2	2
197	с точки	2	2
198	главного героя	2	2
199	это не	6	2
200	роль в	2	2
201	или в	3	2
202	можно было	3	2
203	тому как	4	2
204	являет собой	2	2
205	не случайно	10	2
206	детях о	2	2
207	однако в	2	2
208	одно из	5	2
209	подобно тому	4	2
210	с наивной	2	2
211	и ей	3	2
212	и ее	3	2
213	приходит к	2	2
214	говорить о	2	2
215	и все	7	2
216	его в	2	2
217	зрения на	2	2
218	всего лишь	3	2
219	ничего не	5	2
220	о чем	8	2
