N	2gram	Propp_Russ_1	Myshleni
1	в этом	12	29
2	точки зрения	3	28
3	и в	36	26
4	не только	22	24
5	то что	6	24
6	таким образом	6	23
7	с точки	3	21
8	представляет собой	4	19
9	в том	17	18
10	и не	6	18
11	том что	19	17
12	потому что	10	16
13	как и	10	15
14	этом случае	5	14
15	к слову	2	14
16	того что	4	14
17	так же	3	14
18	так как	15	14
19	как мы	10	14
20	что в	19	12
21	вместе с	10	12
22	но и	16	11
23	не может	4	11
24	что они	7	10
25	тому что	4	9
26	тем что	4	9
27	то же	3	8
28	что она	2	8
29	только в	4	8
30	к тому	4	7
31	представление о	3	7
32	может быть	8	7
33	и к	3	7
34	мы не	6	7
35	в какой	2	6
36	нас к	2	6
37	мы должны	2	6
38	как бы	5	6
39	между собой	2	6
40	и что	4	6
41	во всех	4	6
42	все эти	2	6
43	все же	5	6
44	связь между	2	6
45	а не	2	6
46	что это	3	6
47	слова в	3	5
48	до конца	2	5
49	в целом	2	5
50	и их	4	5
51	и с	2	5
52	одно из	5	5
53	как это	8	5
54	с тем	8	5
55	в силу	2	5
56	в качестве	3	5
57	она не	2	5
58	и для	2	5
59	что этот	4	5
60	не менее	3	4
61	в нашем	2	4
62	что у	2	4
63	не можем	3	4
64	так что	2	4
65	имеет место	2	4
66	если в	3	4
67	в свете	2	4
68	в его	2	4
69	о том	8	4
70	но в	2	4
71	о чем	3	4
72	по этому	3	4
73	связи с	4	4
74	чем в	2	4
75	еще не	4	4
76	как в	5	4
77	приводит к	3	4
78	в области	3	4
79	что ему	2	3
80	для этого	2	3
81	все это	6	3
82	это не	10	3
83	из этих	4	3
84	тем не	3	3
85	только по	2	3
86	но это	4	3
87	такой же	2	3
88	в ней	2	3
89	его с	4	3
90	значения и	2	3
91	и по	8	3
92	с ним	2	3
93	чем у	2	3
94	состоит в	8	3
95	с собой	4	3
96	не означает	2	3
97	к другому	2	3
98	об этом	9	3
99	приводит нас	2	3
100	но не	2	3
101	и другой	3	3
102	в основном	3	3
103	и потому	2	3
104	этого слова	3	3
105	в этот	10	3
106	что и	7	3
107	к выводу	2	3
108	так и	7	3
109	только на	3	3
110	этому поводу	2	3
111	на самом	2	3
112	мы видим	2	3
113	мы можем	2	3
114	между двумя	2	3
115	себя и	2	2
116	в этих	3	2
117	его и	2	2
118	как известно	2	2
119	показывает что	5	2
120	его к	2	2
121	что на	4	2
122	входит в	4	2
123	для нас	6	2
124	его от	2	2
125	вывод что	3	2
126	свою очередь	2	2
127	в большинстве	2	2
128	в свою	3	2
129	несмотря на	3	2
130	или в	2	2
131	один из	8	2
132	в нем	2	2
133	этой работы	2	2
134	в их	4	2
135	в середине	3	2
136	за счет	2	2
137	показывают что	2	2
138	и других	7	2
139	выводу что	2	2
140	не имеет	6	2
141	а в	9	2
142	в своих	2	2
143	в которых	5	2
144	большинстве случаев	2	2
145	что по	4	2
146	во время	14	2
147	с этим	2	2
148	к этому	4	2
149	значение и	2	2
150	и здесь	2	2
151	у нас	8	2
152	этому же	2	2
153	привело к	2	2
154	том же	2	2
155	должно было	2	2
156	к ней	2	2
157	с ней	2	2
158	и до	2	2
159	и всей	2	2
160	к другу	2	2
161	находится в	2	2
162	сомнений в	2	2
163	того как	5	2
164	должны были	2	2
165	она в	3	2
166	можно говорить	2	2
167	могут быть	2	2
168	ничего не	3	2
