N	2gram	Bakhtin_sl_1	StatiiOP
1	и в	41	29
2	том что	2	27
3	в том	3	27
4	в этом	12	21
5	но и	16	19
6	не только	16	19
7	о том	3	17
8	в его	13	13
9	все это	5	11
10	в которой	4	11
11	к тому	3	10
12	таким образом	9	10
13	в своем	3	9
14	и т	28	9
15	так и	11	9
16	и не	16	9
17	потому что	2	9
18	он не	3	9
19	как раз	2	8
20	но в	8	8
21	в самом	5	7
22	в ней	4	7
23	в котором	2	7
24	в своей	7	7
25	тому что	2	7
26	для того	2	7
27	в одном	2	6
28	вовсе не	7	6
29	до сих	2	6
30	одним из	4	6
31	все же	7	6
32	т д	5	6
33	и его	14	6
34	и на	14	6
35	прежде всего	8	5
36	в той	10	5
37	в качестве	3	5
38	было бы	3	5
39	как бы	12	5
40	сих пор	2	5
41	в языке	5	5
42	а не	15	5
43	того что	3	5
44	между тем	2	5
45	точки зрения	16	5
46	а как	2	4
47	именно в	3	4
48	в частности	2	4
49	с другой	5	4
50	к этому	2	4
51	в романе	21	4
52	не в	7	4
53	для него	3	4
54	кроме того	4	4
55	и к	5	4
56	и о	2	4
57	хотя и	2	4
58	в нем	30	4
59	еще более	5	4
60	ничего не	4	4
61	в другом	2	4
62	связи с	2	4
63	и с	4	4
64	в известном	2	3
65	же как	2	3
66	в этих	2	3
67	не является	2	3
68	но он	2	3
69	вообще не	3	3
70	оно не	6	3
71	с этим	3	3
72	у нас	2	3
73	так что	2	3
74	но не	2	3
75	до конца	12	3
76	одной из	3	3
77	например в	2	3
78	наконец в	2	3
79	никогда не	3	3
80	и даже	6	3
81	всяком случае	5	3
82	не могло	3	3
83	из них	3	3
84	другой стороны	4	3
85	как в	8	3
86	в их	4	3
87	т п	23	3
88	а с	2	3
89	не было	3	3
90	на самом	2	3
91	и по	2	3
92	хотя бы	3	3
93	так же	2	3
94	во всяком	7	3
95	и здесь	3	3
96	отношении к	6	3
97	в эту	2	3
98	действительно не	2	2
99	в отношении	6	2
100	с его	4	2
101	ни было	2	2
102	ему не	2	2
103	в роман	19	2
104	и др	14	2
105	в сочетании	2	2
106	в них	6	2
107	с этой	3	2
108	в чисто	2	2
109	в духе	2	2
110	связь с	2	2
111	выражение в	3	2
112	бы ни	3	2
113	к своему	6	2
114	его как	2	2
115	в ее	2	2
116	xviii века	2	2
117	по существу	3	2
118	как и	4	2
119	что они	2	2
120	в истории	3	2
121	в то	14	2
122	по своему	2	2
123	чем он	2	2
124	и сам	3	2
125	на его	8	2
126	такого рода	2	2
127	может быть	14	2
128	где нет	2	2
129	том же	4	2
130	и потому	4	2
131	а также	2	2
132	на почве	4	2
133	даже в	2	2
134	только в	6	2
135	из романа	2	2
136	литературного языка	20	2
137	также и	3	2
138	в процессе	4	2
139	дело не	2	2
140	или менее	3	2
141	и речи	2	2
142	совершенно не	2	2
143	не на	5	2
144	не может	14	2
145	в особенности	8	2
146	то же	14	2
147	все эти	9	2
148	при этом	6	2
149	там где	4	2
150	более или	3	2
151	мнение о	2	2
152	с точки	8	2
153	поэтического языка	3	2
154	и те	2	2
155	в данном	3	2
156	конечно и	2	2
157	в результате	3	2
158	сказать что	2	2
159	эти слова	2	2
160	языка в	16	2
161	в себе	3	2
162	и вообще	2	2
163	от его	3	2
164	его в	3	2
165	так как	3	2
166	свое выражение	2	2
167	того же	6	2
168	поэзии и	4	2
