N	2gram	Propp_Isto_6	slovoVRo
1	и в	26	41
2	в нем	8	30
3	и т	10	28
4	могут быть	3	19
5	но и	9	16
6	и не	10	16
7	не только	10	16
8	а не	2	15
9	то же	5	14
10	может быть	11	14
11	и др	2	14
12	не может	6	14
13	и его	7	14
14	и на	12	14
15	в то	5	14
16	в его	5	13
17	как бы	4	12
18	в этом	12	12
19	так и	5	11
20	таким образом	12	9
21	все эти	8	9
22	прежде всего	4	8
23	на его	4	8
24	но в	7	8
25	как в	6	8
26	как мы	4	8
27	или в	3	8
28	не в	3	7
29	с ним	8	7
30	вовсе не	2	7
31	всех его	2	7
32	в своей	3	7
33	все же	8	7
34	во всяком	2	7
35	того же	2	6
36	это не	4	6
37	при этом	3	6
38	а в	3	6
39	в них	3	6
40	к своему	3	6
41	только в	5	6
42	с другой	10	5
43	всяком случае	2	5
44	т д	8	5
45	на своем	4	5
46	далеко не	3	5
47	перед нами	2	4
48	и от	3	4
49	кроме того	3	4
50	одной стороны	7	4
51	в ней	5	4
52	один из	3	4
53	с одной	7	4
54	и наконец	3	4
55	и формы	2	4
56	и с	6	4
57	с его	4	4
58	как и	5	4
59	еще не	9	4
60	другой стороны	8	4
61	ту же	2	4
62	там где	5	4
63	ничего не	2	4
64	как только	3	3
65	все время	2	3
66	никогда не	13	3
67	из этих	4	3
68	к тому	2	3
69	мы найдем	2	3
70	в том	12	3
71	и сам	2	3
72	в него	3	3
73	данном случае	3	3
74	в своем	2	3
75	и других	3	3
76	того что	2	3
77	вообще не	3	3
78	в других	4	3
79	с ними	2	3
80	не было	3	3
81	о том	7	3
82	его в	5	3
83	так как	18	3
84	и там	6	3
85	у него	7	3
86	с этим	2	3
87	не могло	2	3
88	но здесь	4	3
89	в себе	3	3
90	с этой	2	3
91	зависимости от	2	3
92	в качестве	3	3
93	она не	3	3
94	было бы	2	3
95	он не	2	3
96	в свое	2	3
97	но эти	2	3
98	из этого	3	3
99	и этим	5	3
100	почти всегда	3	3
101	в данном	3	3
102	и ее	3	3
103	которые в	2	3
104	связана с	3	2
105	же как	3	2
106	в частности	3	2
107	этом случае	6	2
108	можно сказать	2	2
109	для нас	2	2
110	так что	3	2
111	что они	2	2
112	такое понимание	2	2
113	например в	7	2
114	где нет	2	2
115	вокруг него	3	2
116	и по	4	2
117	и тем	4	2
118	в этих	2	2
119	на том	8	2
120	уже не	7	2
121	у них	4	2
122	так же	2	2
123	и те	2	2
124	время как	3	2
125	сказать что	3	2
126	потому что	13	2
127	но он	2	2
128	оно может	2	2
129	в одном	3	2
130	к этому	3	2
131	связь с	11	2
132	и эти	5	2
133	у нас	5	2
134	том что	10	2
135	мы видим	5	2
136	без всяких	2	2
137	одна из	2	2
138	но не	2	2
139	то время	3	2
140	до сих	4	2
141	мы уже	6	2
142	а также	4	2
143	даже в	2	2
144	сих пор	4	2
145	так в	6	2
146	а с	2	2
147	и эта	3	2
148	не есть	2	2
149	мы не	6	2
150	можно было	2	2
151	и то	3	2
152	от этого	3	2
153	быть только	2	2
154	в виде	6	2
155	здесь не	2	2
156	в эту	2	2
157	из него	2	2
