N	2gram	Vinokur_St_3	Literetu
1	не только	12	24
2	в качестве	4	17
3	но и	9	17
4	а не	5	16
5	в том	20	16
6	том что	15	14
7	может быть	19	13
8	в году	5	13
9	и не	10	12
10	в этом	24	12
11	состоит в	4	11
12	прежде всего	10	11
13	своего рода	3	11
14	такого рода	5	10
15	то что	12	10
16	в русской	6	10
17	не в	6	8
18	в целом	4	8
19	и в	25	8
20	только в	6	8
21	не менее	2	7
22	в его	12	7
23	как бы	6	7
24	уже не	3	7
25	отказ от	2	7
26	я и	3	7
27	в рамках	2	6
28	в жизни	4	6
29	как и	4	6
30	связи с	3	6
31	того что	5	6
32	точки зрения	7	6
33	xix века	4	6
34	то есть	2	6
35	русской поэзии	2	5
36	с его	3	5
37	с этой	3	5
38	что он	19	5
39	же время	3	5
40	а также	4	5
41	как в	6	5
42	не может	7	5
43	то же	5	5
44	уже в	3	5
45	не столько	2	5
46	в то	7	5
47	в стихотворении	3	4
48	для этого	2	4
49	это не	7	4
50	в конце	6	4
51	но не	2	4
52	еще не	2	4
53	и тем	4	4
54	все же	4	4
55	в своей	4	4
56	со стороны	3	4
57	так и	5	4
58	никогда не	2	4
59	в связи	3	4
60	лишь в	4	4
61	и его	3	4
62	как раз	3	4
63	в своих	8	4
64	не как	2	4
65	в этой	14	4
66	не было	4	3
67	что в	19	3
68	с другой	5	3
69	одного из	2	3
70	при всей	2	3
71	самого пушкина	8	3
72	что его	2	3
73	одна из	2	3
74	например в	4	3
75	в самом	2	3
76	несмотря на	3	3
77	не мог	2	3
78	быть это	3	3
79	у него	9	3
80	один из	2	3
81	и др	4	3
82	всего в	4	3
83	в их	3	3
84	а в	6	3
85	таким образом	10	3
86	той же	2	3
87	потому что	5	3
88	во всяком	4	3
89	одно из	2	3
90	он и	2	3
91	но в	5	3
92	в области	6	3
93	в виду	2	3
94	на этом	3	2
95	а как	4	2
96	все более	2	2
97	обращается к	3	2
98	по этому	3	2
99	все они	3	2
100	дело не	2	2
101	из этих	6	2
102	а потому	2	2
103	к тому	2	2
104	тем не	2	2
105	из его	7	2
106	в другом	3	2
107	х годов	2	2
108	что я	3	2
109	или иной	2	2
110	к своей	2	2
111	того же	2	2
112	отношения между	5	2
113	для него	3	2
114	своего времени	2	2
115	одной стороны	3	2
116	было бы	7	2
117	относится к	4	2
118	всяком случае	4	2
119	на почве	5	2
120	не является	3	2
121	должен быть	2	2
122	пушкина в	21	2
123	в сущности	2	2
124	нет не	2	2
125	то он	2	2
126	то и	2	2
127	не на	2	2
128	и только	2	2
129	этом отношении	4	2
130	с одной	2	2
131	все эти	3	2
132	самом деле	2	2
133	во втором	2	2
134	что не	2	2
135	что такое	7	2
136	с точки	4	2
137	было у	2	2
138	что для	3	2
139	во многих	2	2
140	между тем	6	2
141	тем более	3	2
142	тем что	19	2
143	могут быть	2	2
144	этого рода	3	2
145	на это	2	2
146	о том	8	2
147	в россии	6	2
