N	2gram	Vygotskiy__7	Formalny
1	и не	18	30
2	вовсе не	2	28
3	и в	26	27
4	может быть	7	25
5	не может	11	24
6	так и	3	21
7	и его	12	19
8	таким образом	23	18
9	в этом	29	18
10	а не	6	17
11	точки зрения	28	16
12	самом деле	6	16
13	в нем	2	15
14	в процессе	5	15
15	то же	8	15
16	между ними	3	15
17	на самом	3	14
18	как и	15	14
19	с точки	21	14
20	не в	4	12
21	если бы	5	12
22	и от	4	11
23	в самом	9	11
24	но и	11	10
25	не могут	4	10
26	в действительности	2	9
27	лишь в	2	9
28	так как	14	9
29	не только	24	9
30	так же	14	9
31	что в	12	8
32	ни в	2	8
33	как бы	6	8
34	с помощью	13	8
35	то что	24	8
36	как раз	3	8
37	входит в	2	8
38	как мы	14	8
39	только в	8	8
40	не менее	4	7
41	в том	18	7
42	все это	3	7
43	потому что	16	7
44	в то	3	7
45	его в	2	7
46	с тем	5	7
47	совершенно не	2	7
48	в его	4	7
49	если мы	5	7
50	тем же	5	7
51	с другой	4	6
52	все эти	6	6
53	в своих	2	6
54	бы в	5	6
55	но в	4	6
56	что он	8	6
57	еще не	4	6
58	было бы	6	6
59	все же	6	6
60	в своей	3	6
61	и для	5	6
62	в данном	5	6
63	во всяком	2	6
64	и ее	2	6
65	вместе с	12	6
66	никогда не	4	5
67	что они	10	5
68	того чтобы	19	5
69	не является	3	5
70	и их	5	5
71	друг друга	4	5
72	в одной	3	5
73	в ней	3	5
74	в направлении	5	5
75	большинстве случаев	2	5
76	но не	3	5
77	и потому	3	5
78	что же	2	5
79	между которыми	2	5
80	тем что	9	5
81	связи с	4	5
82	если же	2	5
83	уже в	2	4
84	прежде всего	7	4
85	в смысле	6	4
86	к тому	7	4
87	мы знаем	2	4
88	можно говорить	2	4
89	в большинстве	2	4
90	до конца	5	4
91	для того	18	4
92	направлении к	2	4
93	и является	3	4
94	мы видели	3	4
95	в целом	5	4
96	данном случае	5	4
97	о том	4	4
98	как это	5	4
99	мы можем	3	4
100	между собой	6	4
101	тогда когда	5	4
102	по себе	3	4
103	не есть	4	4
104	в ее	6	4
105	том что	17	4
106	слов и	2	4
107	она не	5	4
108	на ее	2	4
109	как в	4	4
110	только на	3	4
111	менее всего	3	4
112	в слове	11	4
113	мы не	7	4
114	связь между	6	4
115	могут быть	2	4
116	слова и	10	4
117	из этого	2	4
118	же как	8	3
119	что это	6	3
120	в этих	2	3
121	его и	2	3
122	тому что	9	3
123	в какой	6	3
124	столь же	2	3
125	это не	3	3
126	в конце	4	3
127	можно сказать	5	3
128	для нас	2	3
129	мы и	2	3
130	совершается в	3	3
131	того что	14	3
132	имеет место	4	3
133	одним из	2	3
134	в виду	5	3
135	и тем	6	3
136	по отношению	6	3
137	той же	8	3
138	этом отношении	3	3
139	и что	6	3
140	действительности в	2	3
141	в которых	2	3
142	никак не	5	3
143	сказать что	8	3
144	и с	5	3
145	в основе	3	3
146	и следовательно	5	3
147	нуждается в	3	3
148	к его	2	3
149	это единство	2	3
150	у нас	2	3
151	же самое	5	3
152	мы уже	3	3
153	во всех	6	3
154	нет и	3	3
155	отношению к	5	3
156	время в	2	3
157	ее в	8	3
158	может и	2	3
159	в той	4	3
160	случае в	3	3
161	в себе	9	3
162	она должна	2	2
163	одним и	2	2
164	друг другу	3	2
165	для этого	3	2
166	в отношении	2	2
167	исторического развития	3	2
168	его от	2	2
169	но это	3	2
170	такой же	3	2
171	в этой	3	2
172	является не	2	2
173	очевидно что	3	2
174	не можем	4	2
175	к другому	3	2
176	внутренняя речь	15	2
177	совпадает с	3	2
178	но для	2	2
179	но если	2	2
180	в котором	4	2
181	учение о	3	2
182	что она	8	2
183	отличается от	3	2
184	за счет	2	2
185	и только	4	2
186	отношения к	2	2
187	но эта	2	2
188	в самой	3	2
189	эта связь	2	2
190	одной и	2	2
191	от одного	2	2
192	из этих	3	2
193	свое выражение	8	2
194	возможно только	2	2
195	только не	11	2
196	смысле этого	3	2
197	развития как	2	2
198	и во	4	2
199	в такой	4	2
200	в пределе	3	2
201	к этому	2	2
202	стороны и	4	2
203	с ее	2	2
204	то в	2	2
205	мы должны	6	2
206	одной из	4	2
207	в сущности	9	2
208	в основном	3	2
209	мы ни	2	2
210	зрения самого	2	2
211	этого слова	3	2
212	даже в	2	2
213	что и	3	2
214	тем не	3	2
215	внутренней речи	67	2
216	и речи	19	2
217	в отличие	2	2
218	это и	4	2
219	что этот	5	2
220	слова как	5	2
221	является в	5	2
222	отношения между	4	2
223	ту же	2	2
224	отличие от	2	2
225	в области	4	2
226	ничего не	2	2
