N	2gram	Ircho_Kome_3	Literetu
1	не только	5	24
2	при этом	7	19
3	в качестве	2	17
4	но и	4	17
5	а не	4	16
6	в том	12	16
7	в частности	3	15
8	том что	13	14
9	может быть	6	13
10	и не	21	12
11	в этом	8	12
12	состоит в	2	11
13	прежде всего	5	11
14	в своем	8	11
15	то что	4	10
16	или иначе	2	9
17	так или	2	8
18	не в	4	8
19	в целом	3	8
20	и в	22	8
21	как это	5	8
22	не менее	5	7
23	в его	8	7
24	как бы	3	7
25	в себе	4	7
26	и я	2	6
27	как и	3	6
28	и сам	5	6
29	связи с	5	6
30	точки зрения	4	6
31	с его	3	5
32	с этой	3	5
33	что он	8	5
34	же время	5	5
35	в конечном	2	5
36	а также	2	5
37	как в	2	5
38	не может	3	5
39	то же	7	5
40	уже в	2	5
41	одним из	2	5
42	в то	6	5
43	отличие от	2	5
44	конечном счете	2	4
45	столь же	3	4
46	это не	2	4
47	в конце	7	4
48	в силу	2	4
49	представляет собой	3	4
50	еще не	6	4
51	все же	4	4
52	из них	5	4
53	в своей	5	4
54	со стороны	11	4
55	так и	4	4
56	никогда не	3	4
57	в связи	4	4
58	всего лишь	2	4
59	друг друга	4	4
60	и его	6	4
61	как раз	6	4
62	в своих	2	4
63	не как	2	4
64	в этой	3	4
65	в основе	2	3
66	не было	2	3
67	что в	5	3
68	с другой	4	3
69	одного из	3	3
70	при всей	2	3
71	что его	5	3
72	аналогии с	2	3
73	что ему	2	3
74	в пределах	2	3
75	в самом	9	3
76	несмотря на	4	3
77	не мог	2	3
78	у него	4	3
79	один из	3	3
80	ли не	2	3
81	в их	2	3
82	приводит к	3	3
83	при всем	2	3
84	по отношению	5	3
85	бы не	2	3
86	а в	7	3
87	таким образом	12	3
88	более чем	5	3
89	тем же	3	3
90	и даже	3	3
91	потому что	10	3
92	во всяком	3	3
93	нуждается в	2	3
94	он и	2	3
95	к себе	5	3
96	но в	5	3
97	исходя из	2	3
98	далеко не	3	3
99	его в	8	3
100	в области	2	3
101	в виду	2	3
102	а как	2	2
103	обращается к	3	2
104	отнюдь не	4	2
105	однако в	4	2
106	дело не	2	2
107	человека и	2	2
108	но при	2	2
109	для понимания	2	2
110	в мире	2	2
111	к тому	6	2
112	тем не	3	2
113	тому же	6	2
114	из его	2	2
115	в другом	2	2
116	х годов	2	2
117	со временем	3	2
118	того же	6	2
119	одной стороны	3	2
120	было бы	3	2
121	за пределы	2	2
122	вплоть до	2	2
123	всяком случае	3	2
124	не является	4	2
125	должен быть	2	2
126	в нем	3	2
127	то это	5	2
128	отношению к	3	2
129	в сущности	2	2
130	могло быть	2	2
131	этом отношении	2	2
132	с одной	3	2
133	из того	3	2
134	самом деле	6	2
135	что не	3	2
136	хотя бы	4	2
137	с точки	3	2
138	что для	2	2
139	роль в	2	2
140	можно было	2	2
141	между тем	2	2
142	тем более	4	2
143	нового времени	2	2
144	тем что	5	2
145	на себя	4	2
146	себе в	3	2
147	на это	3	2
148	о том	8	2
149	как он	3	2
150	нет ничего	2	2
