N	2gram	Bakhtin_Pr_1	slovoVRo
1	в романе	9	46
2	и в	29	39
3	может быть	24	37
4	и т	4	35
5	и его	14	33
6	т п	3	33
7	не только	15	24
8	и не	31	22
9	но и	14	21
10	не может	12	20
11	в нем	19	19
12	до конца	8	17
13	все это	6	16
14	в этом	22	16
15	так и	7	15
16	а не	22	14
17	человек и	2	14
18	как в	6	13
19	в пределах	13	13
20	в процессе	4	13
21	в истории	2	11
22	художественного изображения	2	11
23	слово в	2	11
24	чужое слово	2	10
25	вовсе не	7	10
26	не в	7	9
27	со своим	2	9
28	и с	4	9
29	прежде всего	7	8
30	оно не	3	8
31	таким образом	12	8
32	точки зрения	19	8
33	с его	9	7
34	при этом	2	7
35	для него	18	7
36	еще не	5	7
37	европейского романа	2	7
38	в его	24	7
39	как бы	19	7
40	никогда не	3	7
41	и потому	6	7
42	и даже	2	7
43	как мы	4	7
44	могут быть	6	7
45	о слове	2	7
46	с ним	5	7
47	в них	3	6
48	и к	2	6
49	все же	9	6
50	как и	12	6
51	в своем	8	6
52	но не	9	6
53	в большинстве	2	6
54	она не	7	6
55	в сущности	5	6
56	жизни и	2	6
57	там где	10	6
58	все эти	9	6
59	так сказать	4	6
60	но в	7	6
61	не могут	6	5
62	с другой	3	5
63	это не	9	5
64	и для	4	5
65	романа и	3	5
66	по себе	8	5
67	том что	7	5
68	но все	5	5
69	только в	10	5
70	в том	8	5
71	например в	3	5
72	один из	2	5
73	человека в	4	5
74	уже не	13	5
75	и наконец	4	5
76	романа в	3	5
77	героя и	10	5
78	конечно не	2	5
79	большинстве случаев	2	5
80	мира и	7	5
81	в плане	5	5
82	поэтому и	4	4
83	всех этих	2	4
84	и др	5	4
85	себя и	2	4
86	ни в	3	4
87	художественный образ	2	4
88	отношению к	8	4
89	же время	9	4
90	зависимости от	5	4
91	одна из	3	4
92	в смысле	2	4
93	как предмет	4	4
94	наконец в	2	4
95	на почве	3	4
96	в зависимости	5	4
97	сливается с	6	4
98	в отношении	2	4
99	по отношению	8	4
100	входит в	7	4
101	отношения к	3	4
102	то же	14	4
103	что оно	2	4
104	в той	2	4
105	а в	7	4
106	с другими	7	4
107	и на	7	4
108	в основе	4	4
109	в то	10	4
110	отношении к	3	4
111	отношение к	2	4
112	его в	6	4
113	так как	6	4
114	или как	5	4
115	перед нами	5	3
116	что в	8	3
117	точку зрения	6	3
118	хотя бы	2	3
119	и от	2	3
120	нем в	2	3
121	должна быть	5	3
122	в романах	7	3
123	что и	4	3
124	точек зрения	3	3
125	но это	4	3
126	него нет	2	3
127	связи с	2	3
128	у него	5	3
129	и как	7	3
130	с их	5	3
131	как к	3	3
132	в ней	2	3
133	со всею	2	3
134	материал и	3	3
135	к нему	6	3
136	бы и	4	3
137	в свете	4	3
138	в контексте	2	3
139	этом отношении	3	3
140	героя в	4	3
141	идеологического творчества	2	3
142	с точки	13	3
143	той же	5	3
144	или даже	2	3
145	рядом с	14	3
146	п все	2	3
147	сказать что	3	3
148	между тем	5	3
149	сознание и	5	3
150	в чисто	2	3
151	во всяком	5	3
152	чем в	2	2
153	а лишь	2	2
154	в данном	2	2
155	уже в	3	2
156	не было	4	2
157	однако в	2	2
158	его и	2	2
159	на котором	3	2
160	не образ	2	2
161	но он	2	2
162	изображения в	3	2
163	как например	2	2
164	существенно и	3	2
165	в себе	7	2
166	и здесь	3	2
167	что он	8	2
168	его художественного	3	2
169	с авторским	3	2
170	более того	5	2
171	и слово	3	2
172	все что	3	2
173	и нет	2	2
174	слово героя	7	2
175	мы уже	2	2
176	ним и	3	2
177	за пределы	7	2
178	от характера	3	2
179	дело идет	5	2
180	диалог в	3	2
181	же и	2	2
182	о нем	9	2
183	всяком случае	3	2
184	даже в	4	2
185	изображения и	6	2
186	точка зрения	12	2
187	сих пор	2	2
188	на его	2	2
189	то что	15	2
190	зрения и	2	2
191	его как	4	2
192	входят в	2	2
193	те же	2	2
194	на него	3	2
195	в их	3	2
196	и внутренне	3	2
197	в форме	7	2
198	кроме того	3	2
199	отличается от	3	2
200	он стремится	3	2
201	с этим	2	2
202	именно в	5	2
203	это и	5	2
204	на материале	3	2
205	авторским словом	2	2
206	в себя	3	2
207	но эта	4	2
208	они не	4	2
209	именно на	2	2
210	вне его	2	2
211	как слово	3	2
212	в рамки	2	2
213	менее всего	6	2
214	одним из	6	2
215	на мир	6	2
216	конечно и	2	2
217	в результате	4	2
218	автора и	5	2
219	он не	5	2
220	далеко не	3	2
221	но как	3	2
222	не знает	3	2
223	самого автора	7	2
224	на ряд	2	2
225	зрения на	7	2
226	оно может	2	2
227	в одном	10	2
228	до сих	2	2
