N	3gram	Bakhtin_Fr_3	formyVre
1	то же время	6	9
2	как мы уже	5	8
3	в то же	6	6
4	в связи с	4	5
5	для того чтобы	3	5
6	и в других	2	4
7	в том числе	3	4
8	как раз в	2	4
9	мы уже говорили	3	3
10	прежде всего необходимо	3	3
11	в этом отношении	2	3
12	до сих пор	4	3
13	по отношению к	2	3
14	не может быть	2	3
15	по сравнению с	2	2
16	той или иной	2	2
17	а также и	3	2
18	и до конца	5	2
19	и во всей	2	2
20	как и в	2	2
21	том числе и	2	2
22	в отличие от	3	2
23	в мировой литературе	3	2
24	все то что	2	2
25	и прежде всего	3	2
26	но и в	2	2
