N	2gram	Propp_Isto_3	Mirosoze
1	и в	22	46
2	в нем	9	22
3	у него	3	22
4	может быть	11	21
5	в этом	17	20
6	никогда не	3	18
7	и не	12	18
8	не только	14	18
9	но и	12	15
10	не может	4	15
11	как и	3	13
12	а не	6	13
13	прежде всего	3	12
14	друг друга	6	12
15	потому что	3	12
16	не было	2	11
17	в ней	2	11
18	но он	4	11
19	у нас	4	11
20	и он	2	11
21	но в	10	10
22	он не	5	10
23	не в	4	9
24	и есть	2	8
25	но это	3	8
26	в своем	2	8
27	так как	7	8
28	отношение к	4	8
29	она не	4	8
30	связана с	3	7
31	в этой	5	7
32	что он	9	7
33	и к	3	7
34	и потому	2	7
35	как в	2	7
36	и для	2	7
37	вопрос о	2	6
38	так же	3	6
39	того что	5	6
40	и здесь	7	6
41	и там	4	6
42	жизни и	2	6
43	в русской	3	6
44	то же	6	5
45	я не	3	5
46	и вот	2	5
47	один из	5	5
48	что она	5	5
49	это не	6	5
50	и все	3	5
51	к тому	3	5
52	то что	7	5
53	и его	4	5
54	в его	3	5
55	и это	2	5
56	что в	15	4
57	они и	3	4
58	все что	3	4
59	что у	3	4
60	они не	4	4
61	не имеет	2	4
62	в русском	2	4
63	в жизни	2	4
64	в свою	4	4
65	том что	8	4
66	что и	9	4
67	так и	2	4
68	т е	16	4
69	уже не	7	4
70	его на	2	4
71	же как	2	3
72	можно ли	3	3
73	и от	3	3
74	на все	2	3
75	ни в	2	3
76	в том	9	3
77	что они	8	3
78	всю жизнь	2	3
79	не мог	2	3
80	и на	4	3
81	сказать что	3	3
82	и с	4	3
83	что иное	3	3
84	о том	3	3
85	его в	3	3
86	нет ничего	2	3
87	иное как	3	3
88	если бы	6	3
89	в них	6	3
90	что было	2	3
91	не что	3	3
92	есть и	5	3
93	связано с	4	3
94	до сих	5	3
95	сих пор	5	3
96	его он	2	3
97	все равно	3	3
98	и она	3	3
99	на смену	4	3
100	той же	2	3
101	тем что	4	3
102	только в	4	3
103	в чем	3	3
104	мы еще	3	2
105	в этих	11	2
106	не всегда	4	2
107	все время	2	2
108	да и	2	2
109	так что	5	2
110	уходит в	3	2
111	на его	3	2
112	хотя и	2	2
113	к нему	5	2
114	но она	2	2
115	не имеют	2	2
116	по отношению	2	2
117	стоит в	2	2
118	его не	3	2
119	а в	6	2
120	точки зрения	2	2
121	но этот	2	2
122	между тем	2	2
123	на этом	4	2
124	него и	2	2
125	с собой	2	2
126	превращается в	3	2
127	себе в	2	2
128	если он	2	2
129	есть ли	2	2
130	мы видим	8	2
131	связи с	6	2
132	после того	2	2
133	и что	2	2
134	мы увидим	3	2
135	себе и	2	2
136	к ней	4	2
137	ему как	2	2
138	отношению к	2	2
139	вместе с	9	2
140	быть и	3	2
141	ее в	3	2
142	который был	2	2
143	если я	3	2
144	стоит на	3	2
145	еще более	2	2
146	что не	2	2
147	вот почему	2	2
148	из этой	2	2
149	как будто	2	2
150	ничего не	6	2
