N	2gram	Bakhtin_KF_1	Tvorches
1	и в	24	21
2	как бы	9	17
3	в то	3	15
4	в его	40	13
5	то же	5	13
6	что в	4	12
7	как и	5	12
8	же время	2	12
9	том что	4	11
10	все это	10	10
11	как в	2	8
12	он не	6	8
13	то что	7	8
14	в свою	3	7
15	в том	6	7
16	тем самым	4	7
17	при этом	4	7
18	не только	5	7
19	и не	26	7
20	и на	3	7
21	но в	5	7
22	что он	2	6
23	жизни в	5	6
24	и все	7	6
25	не менее	3	6
26	для него	8	6
27	в котором	24	6
28	а в	4	6
29	и его	17	6
30	в этом	14	6
31	о том	3	6
32	это уже	2	5
33	отнюдь не	6	5
34	вовсе не	7	5
35	а не	17	5
36	но это	6	5
37	может быть	45	5
38	в этой	2	5
39	все же	5	5
40	хотя бы	4	5
41	в своих	3	5
42	потому что	2	5
43	только в	16	5
44	в своем	16	4
45	та же	2	4
46	прежде всего	2	4
47	в мире	6	4
48	и как	2	4
49	времени и	4	4
50	в целом	10	4
51	один из	2	4
52	в своей	10	4
53	не может	27	4
54	это не	10	4
55	в момент	3	4
56	место в	5	3
57	никогда не	5	3
58	в каждом	3	3
59	я не	6	3
60	с ним	5	3
61	действительной жизни	3	3
62	с ее	2	3
63	это и	2	3
64	в соответствии	2	3
65	соответствии с	2	3
66	что я	5	3
67	но не	12	3
68	со всеми	2	3
69	он ни	2	3
70	в нем	28	3
71	жизни и	8	3
72	не по	4	3
73	но и	9	3
74	дело не	2	3
75	в ту	2	3
76	в их	8	3
77	уже не	7	3
78	и других	2	3
79	на самом	3	3
80	того что	3	3
81	в виде	2	3
82	дело в	2	3
83	подхода к	2	3
84	я и	2	3
85	в основе	5	2
86	может не	2	2
87	в принципе	2	2
88	а как	2	2
89	и та	2	2
90	и время	2	2
91	в качестве	2	2
92	и мир	2	2
93	в жизни	2	2
94	к этому	2	2
95	ее и	6	2
96	что и	7	2
97	а по	2	2
98	во главе	2	2
99	его как	5	2
100	не в	12	2
101	не нужно	2	2
102	до конца	3	2
103	действительности в	2	2
104	не могу	3	2
105	себя как	2	2
106	в ней	3	2
107	и когда	2	2
108	из себя	8	2
109	в него	2	2
110	когда я	3	2
111	был бы	3	2
112	здесь нет	2	2
113	и тем	3	2
114	тем не	2	2
115	не будет	2	2
116	так и	2	2
117	во всей	4	2
118	как к	2	2
119	и того	2	2
120	именно в	5	2
121	еще более	2	2
122	в себя	7	2
123	на первом	2	2
124	здесь мы	4	2
125	самом деле	3	2
126	что не	3	2
127	для этой	3	2
128	отказаться от	2	2
129	где он	3	2
130	людей и	2	2
131	могут быть	3	2
132	в данном	2	2
133	в себе	21	2
134	не знает	5	2
135	пространства и	2	2
136	и будущее	2	2
137	первом плане	2	2
138	в чем	4	2
139	в виду	3	2
140	мира в	6	2
