N	2gram	Losev_Dial_2	Istorich
1	и т	17	27
2	и в	19	26
3	т д	15	24
4	т е	30	18
5	так же	2	18
6	то что	14	16
7	не только	19	15
8	что в	7	14
9	может быть	20	14
10	же как	3	13
11	но и	12	12
12	и пр	5	11
13	что он	6	10
14	так и	10	10
15	таким образом	4	10
16	и его	5	10
17	что и	5	9
18	все же	4	9
19	и не	30	9
20	его в	3	9
21	так как	14	9
22	то же	12	8
23	а в	4	8
24	в этих	3	7
25	во время	2	7
26	об этом	3	7
27	как и	10	7
28	он не	4	7
29	как в	2	7
30	их в	2	7
31	в этом	8	7
32	что здесь	2	7
33	мы имеем	3	7
34	мы видим	2	6
35	что они	6	6
36	еще не	4	6
37	вместе с	2	6
38	не может	9	6
39	а не	16	6
40	к нему	4	6
41	и то	7	6
42	потому что	14	6
43	могут быть	4	6
44	как он	4	6
45	и как	10	5
46	это не	10	5
47	в одном	4	5
48	это и	3	5
49	но все	2	5
50	в силу	5	5
51	но не	6	5
52	и только	4	5
53	ничего не	3	5
54	мы уже	8	5
55	до сих	2	5
56	то это	2	5
57	сих пор	2	5
58	в некоторых	2	5
59	как мы	3	5
60	и что	5	5
61	уже не	3	5
62	и по	4	5
63	не в	8	5
64	с ними	2	5
65	и с	5	5
66	тем что	2	5
67	в другом	4	5
68	мы должны	2	5
69	но в	2	5
70	с другой	5	4
71	вовсе не	13	4
72	вопрос о	3	4
73	в тех	2	4
74	в своей	8	4
75	даже в	3	4
76	другой стороны	4	4
77	того как	2	4
78	не просто	12	4
79	и даже	14	4
80	что этот	3	4
81	но он	4	4
82	о том	5	4
83	только что	5	3
84	перед нами	2	3
85	и более	3	3
86	что у	2	3
87	в одной	4	3
88	же в	2	3
89	в том	14	3
90	том что	10	3
91	но это	7	3
92	и при	2	3
93	при этом	4	3
94	не что	3	3
95	она не	8	3
96	и если	4	3
97	например в	2	3
98	на его	2	3
99	как бы	14	3
100	все эти	2	3
101	но мы	2	3
102	на него	2	3
103	данном случае	2	3
104	что она	14	3
105	а именно	5	3
106	только тогда	7	3
107	не на	2	3
108	как это	7	3
109	есть только	4	3
110	как нечто	4	3
111	или в	2	3
112	он всегда	2	3
113	в данном	3	3
114	в религии	6	3
115	что иное	3	3
116	связи с	4	3
117	что мы	2	3
118	только в	5	3
119	иное как	3	3
120	е в	3	3
121	о чем	3	3
122	связана с	2	2
123	содержит в	4	2
124	уже в	4	2
125	не могут	4	2
126	с тем	2	2
127	в мифе	16	2
128	должна быть	5	2
129	не менее	3	2
130	и есть	4	2
131	это уже	2	2
132	никогда не	9	2
133	он может	2	2
134	в своем	4	2
135	с этим	3	2
136	и все	12	2
137	часто это	2	2
138	в одну	5	2
139	по себе	18	2
140	же это	4	2
141	это мы	2	2
142	тем не	2	2
143	ни в	10	2
144	так что	7	2
145	что я	2	2
146	есть в	2	2
147	в истории	2	2
148	на этом	2	2
149	есть и	6	2
150	с целью	2	2
151	было бы	3	2
152	том как	2	2
153	или на	2	2
154	конечно не	6	2
155	в частности	2	2
156	что на	2	2
157	по своей	4	2
158	хотя бы	4	2
159	в нем	10	2
160	не есть	47	2
161	себя в	2	2
162	из них	3	2
163	не по	2	2
164	дело не	2	2
165	от того	4	2
166	в царство	2	2
167	и их	3	2
168	все это	4	2
169	что это	10	2
170	что есть	2	2
171	в связи	4	2
172	и они	2	2
173	и вот	4	2
174	имеется в	2	2
175	того что	6	2
176	тут же	4	2
177	живое существо	2	2
178	сказать что	10	2
179	в виде	2	2
180	его с	3	2
181	в себе	15	2
182	во все	2	2
183	же самое	2	2
184	в этой	3	2
185	в области	2	2
