N	2gram	Potebnia_M_2	Problema
1	и в	24	30
2	то есть	30	21
3	то что	20	18
4	не только	15	18
5	том что	8	17
6	в этом	8	17
7	но и	9	13
8	таким образом	11	13
9	потому что	49	13
10	в том	18	12
11	в его	2	12
12	и не	19	12
13	о том	5	12
14	у него	2	11
15	так что	10	11
16	для нас	31	10
17	все же	5	9
18	сказать что	2	9
19	но в	4	9
20	и вообще	3	9
21	только в	11	9
22	и все	3	9
23	вовсе не	9	8
24	хотя и	3	8
25	никогда не	4	7
26	что он	4	7
27	у нас	2	7
28	как и	7	7
29	связи с	6	7
30	но не	12	7
31	может быть	23	7
32	вместе с	11	7
33	так и	5	7
34	в связи	2	7
35	мы находим	2	7
36	не в	13	7
37	с другой	6	6
38	прежде всего	7	6
39	уже не	4	6
40	и как	6	6
41	и для	3	6
42	как бы	9	6
43	в нем	9	6
44	что и	11	6
45	другой стороны	2	6
46	и что	4	6
47	а в	8	6
48	и его	2	6
49	и на	8	6
50	его в	3	6
51	так как	10	6
52	не менее	5	5
53	с тем	4	5
54	что в	16	5
55	что у	2	5
56	в которой	5	5
57	тем не	6	5
58	так же	2	5
59	в самом	4	5
60	и их	5	5
61	не может	12	5
62	а не	18	5
63	и у	3	5
64	и притом	3	5
65	и то	3	5
66	но он	2	5
67	того как	7	5
68	мы можем	12	5
69	если не	4	4
70	как именно	2	4
71	но даже	3	4
72	по крайней	5	4
73	тогда когда	10	4
74	человека и	3	4
75	но все	2	4
76	при этом	13	4
77	того же	14	4
78	было бы	13	4
79	не так	3	4
80	крайней мере	5	4
81	а с	2	4
82	или в	2	4
83	нас в	2	4
84	даже и	2	4
85	в себе	10	4
86	в то	6	4
87	далеко не	3	4
88	в самой	3	3
89	точно так	9	3
90	о котором	2	3
91	но только	2	3
92	же в	5	3
93	что его	3	3
94	такого же	2	3
95	в сравнении	2	3
96	что они	5	3
97	тот же	5	3
98	совсем не	2	3
99	то время	4	3
100	указывает на	2	3
101	после того	2	3
102	только тогда	3	3
103	еще не	4	3
104	одной стороны	3	3
105	для того	5	3
106	и тем	3	3
107	бы не	5	3
108	с одной	4	3
109	того что	7	3
110	тем же	3	3
111	есть только	6	3
112	внимание на	2	3
113	в других	4	3
114	время как	4	3
115	быть только	2	3
116	в ней	3	3
117	в другом	2	3
118	и другое	4	3
119	сравнении с	2	3
120	этом смысле	2	3
121	с ним	5	3
122	в одном	6	3
123	только для	5	2
124	не могут	7	2
125	но тем	3	2
126	в них	5	2
127	в какой	2	2
128	хотя бы	2	2
129	как в	10	2
130	это не	3	2
131	уже в	5	2
132	не все	2	2
133	один из	2	2
134	к этому	2	2
135	значение и	2	2
136	по себе	15	2
137	на то	5	2
138	от них	3	2
139	то же	12	2
140	в свою	6	2
141	мы выше	2	2
142	до сих	4	2
143	в нашей	2	2
144	по поводу	6	2
145	а скорее	2	2
146	что не	5	2
147	вслед за	3	2
148	всяком случае	7	2
149	в котором	4	2
150	из них	5	2
151	на него	3	2
152	все что	3	2
153	и тогда	3	2
154	вообще и	2	2
155	по отношению	2	2
156	то и	9	2
157	и только	6	2
158	или же	7	2
159	точке зрения	2	2
160	нечто новое	2	2
161	все эти	2	2
162	и они	2	2
163	факт что	2	2
164	мы не	11	2
165	они не	4	2
166	самом деле	2	2
167	того чтобы	2	2
168	в таком	4	2
169	его не	3	2
170	во всяком	7	2
171	между тем	6	2
172	что только	2	2
173	тем что	7	2
174	его на	2	2
175	тем как	2	2
176	есть в	2	2
177	в чем	7	2
178	не то	2	2
179	таком случае	2	2
180	сих пор	4	2
