N	2gram	Vygotskiy__7	Istorich
1	и в	26	28
2	может быть	7	25
3	не может	11	15
4	а не	6	15
5	никогда не	4	14
6	для нас	2	13
7	мы должны	6	13
8	что в	12	12
9	то же	8	12
10	не только	24	12
11	мы видим	3	11
12	только в	8	11
13	что он	8	10
14	все же	6	10
15	прежде всего	7	10
16	но и	11	10
17	мы не	7	10
18	и что	6	10
19	в том	18	9
20	о том	4	9
21	то что	24	9
22	и не	18	9
23	не в	4	9
24	так и	3	9
25	что это	6	8
26	если бы	5	8
27	таким образом	23	8
28	в этом	29	8
29	но в	4	8
30	в этих	2	7
31	это не	3	7
32	том что	17	7
33	еще не	4	7
34	было бы	6	7
35	в ней	3	7
36	а в	2	7
37	так же	14	7
38	и здесь	2	7
39	что мы	9	7
40	с другой	4	6
41	не менее	4	6
42	к тому	7	6
43	тем не	3	6
44	что и	3	6
45	в этой	3	6
46	его в	2	6
47	так как	14	6
48	вместе с	12	6
49	вопрос о	6	5
50	в силу	5	5
51	что они	10	5
52	но не	3	5
53	до сих	3	5
54	в качестве	5	5
55	что она	8	5
56	ее в	8	5
57	сих пор	3	5
58	показывают что	2	5
59	можно было	2	5
60	или в	2	5
61	сказать что	8	5
62	в его	4	5
63	все это	3	4
64	с тем	5	4
65	связи с	4	4
66	между собой	6	4
67	на то	4	4
68	об этом	3	4
69	так что	4	4
70	но это	3	4
71	представляет собой	19	4
72	в большинстве	2	4
73	одной стороны	5	4
74	друг с	2	4
75	чем это	5	4
76	даже в	2	4
77	один из	2	4
78	с этим	2	4
79	с одной	5	4
80	как и	15	4
81	того что	14	4
82	должны быть	4	4
83	и для	5	4
84	и с	5	4
85	потому что	16	4
86	в основе	3	4
87	могут быть	2	4
88	находится в	2	4
89	все эти	6	4
90	большинстве случаев	2	4
91	мы знаем	2	4
92	я не	3	3
93	точку зрения	2	3
94	в какой	6	3
95	во время	2	3
96	точно так	2	3
97	перед нами	2	3
98	по себе	3	3
99	показывает что	2	3
100	на котором	3	3
101	именно в	6	3
102	в начале	5	3
103	для этого	3	3
104	то время	2	3
105	не можем	4	3
106	наряду с	2	3
107	и их	5	3
108	в котором	4	3
109	и по	3	3
110	отношению к	5	3
111	в современной	2	3
112	того как	2	3
113	в их	2	3
114	что же	2	3
115	связь между	6	3
116	и его	12	3
117	если мы	5	3
118	как мы	14	3
119	из которых	2	3
120	и он	2	3
121	есть только	2	3
122	же самое	5	3
123	как это	5	3
124	время как	2	3
125	по отношению	6	3
126	также и	2	3
127	тем что	9	3
128	во всем	3	3
129	в то	3	3
130	бы дать	2	3
131	с другом	2	3
132	могли бы	5	3
133	на вопрос	5	2
134	возникает из	6	2
135	не могут	4	2
136	самого начала	7	2
137	отличие от	2	2
138	по мере	7	2
139	к этому	2	2
140	были бы	3	2
141	его и	2	2
142	развития как	2	2
143	не означает	3	2
144	столь же	2	2
145	и от	4	2
146	в пользу	4	2
147	мы нашли	5	2
148	и потому	3	2
149	между ними	3	2
150	вовсе не	2	2
151	в такой	4	2
152	значение и	2	2
153	но мы	3	2
154	в ее	6	2
155	а затем	2	2
156	видно из	2	2
157	с несомненностью	2	2
158	мы видели	3	2
159	уяснить себе	3	2
160	с самого	7	2
161	из всех	5	2
162	вывод что	2	2
163	по своей	10	2
164	для него	3	2
165	в действительности	2	2
166	для объяснения	2	2
167	что не	2	2
168	одной из	4	2
169	мы в	3	2
170	никто не	2	2
171	с ним	3	2
172	не по	4	2
173	же как	8	2
174	но если	2	2
175	как бы	6	2
176	по этому	4	2
177	относится к	2	2
178	и тем	6	2
179	в нем	2	2
180	не есть	4	2
181	в целом	5	2
182	во всех	6	2
183	с ней	2	2
184	всего в	2	2
185	как в	4	2
186	в середине	2	2
187	во всей	2	2
188	это положение	3	2
189	как раз	3	2
190	то и	4	2
191	в отличие	2	2
192	этому поводу	3	2
193	и только	4	2
194	отношения к	2	2
195	он не	3	2
196	должны были	2	2
197	приводит к	4	2
198	и другое	3	2
199	нашли что	3	2
200	одним из	2	2
201	должно быть	2	2
202	и она	2	2
203	самое что	2	2
204	ничего не	2	2
205	нас в	2	2
206	а по	2	2
207	в основном	3	2
208	в себе	9	2
209	в конечном	2	2
210	бы в	5	2
211	что если	2	2
212	которые в	2	2
213	из этого	2	2
214	в свете	4	2
215	ответ на	2	2
216	связаны между	3	2
217	в области	4	2
218	тогда когда	5	2
219	что этот	5	2
