N	2gram	Tiupa_Hudo_2	Komedia
1	и в	28	22
2	и не	18	21
3	т е	2	16
4	том что	19	13
5	в том	15	12
6	со стороны	3	11
7	потому что	2	10
8	до сих	2	9
9	в самом	5	9
10	вместе с	2	9
11	сих пор	2	9
12	если бы	6	8
13	в своем	5	8
14	что он	8	8
15	к ней	2	8
16	в его	11	8
17	что и	4	8
18	в глазах	6	8
19	в этом	13	8
20	о том	12	8
21	его в	2	8
22	о чем	8	7
23	об этом	7	7
24	при этом	11	7
25	то же	6	7
26	не по	2	7
27	едва ли	3	7
28	а в	6	7
29	тому же	2	6
30	еще не	3	6
31	для того	4	6
32	к тому	7	6
33	может быть	8	6
34	как раз	4	6
35	самом деле	3	6
36	того чтобы	4	6
37	и его	5	6
38	в то	6	6
39	не менее	5	5
40	что в	5	5
41	же время	4	5
42	прежде всего	3	5
43	а по	2	5
44	как это	7	5
45	и сам	5	5
46	не только	11	5
47	в своей	6	5
48	отношение к	2	5
49	из них	2	5
50	все это	3	5
51	по отношению	7	5
52	он не	4	5
53	тем что	6	5
54	любви к	2	5
55	более чем	2	5
56	к нему	3	5
57	к себе	3	5
58	с ним	7	5
59	но в	2	5
60	он знает	2	4
61	у него	5	4
62	отнюдь не	2	4
63	однако в	2	4
64	с другой	3	4
65	вовсе не	2	4
66	все же	2	4
67	не в	13	4
68	несмотря на	3	4
69	в ней	3	4
70	и т	4	4
71	то что	6	4
72	но и	9	4
73	на него	3	4
74	что она	7	4
75	т п	2	4
76	а не	14	4
77	и для	2	4
78	так же	3	4
79	точки зрения	2	4
80	на себя	3	4
81	в себе	9	4
82	так и	8	4
83	не является	2	4
84	хотя бы	2	4
85	и с	6	4
86	с его	5	3
87	прежде чем	2	3
88	в частности	7	3
89	никогда не	5	3
90	на ее	3	3
91	в них	3	3
92	себе в	2	3
93	в нем	3	3
94	и к	2	3
95	тем не	4	3
96	в ее	18	3
97	как и	11	3
98	в этой	5	3
99	который в	2	3
100	все что	3	3
101	одной стороны	3	3
102	было бы	3	3
103	как бы	5	3
104	один из	2	3
105	отношению к	7	3
106	приводит к	2	3
107	дело с	2	3
108	не может	4	3
109	не могла	5	3
110	с одной	3	3
111	в двух	2	3
112	что не	2	3
113	с точки	2	3
114	столь же	3	3
115	в т	2	3
116	в других	4	3
117	одной из	3	3
118	теперь же	3	3
119	говорить о	2	3
120	же самое	3	3
121	как он	3	3
122	ничего не	5	3
123	не зная	2	3
124	том как	2	3
125	в основе	2	2
126	только для	2	2
127	сам он	2	2
128	все время	3	2
129	состоит в	7	2
130	а о	2	2
131	себя и	2	2
132	как видим	2	2
133	конечном счете	3	2
134	в качестве	4	2
135	не как	2	2
136	как в	5	2
137	не будет	2	2
138	это не	6	2
139	и все	7	2
140	в одном	3	2
141	человека и	3	2
142	но при	3	2
143	а как	2	2
144	о его	2	2
145	о которой	2	2
146	мы знаем	2	2
147	в г	2	2
148	что они	4	2
149	она не	5	2
150	с женой	2	2
151	и о	4	2
152	его присутствии	2	2
153	о любви	2	2
154	в конечном	4	2
155	а также	2	2
156	и он	3	2
157	между ними	2	2
158	в котором	6	2
159	не с	2	2
160	раз в	3	2
161	наряду с	5	2
162	дело не	2	2
163	этой связи	2	2
164	как мы	2	2
165	бы не	3	2
166	не было	6	2
167	человека в	4	2
168	в мире	7	2
169	ли в	3	2
170	роль в	2	2
171	с другими	3	2
172	можно было	3	2
173	и на	3	2
174	тому что	4	2
175	между тем	8	2
176	нуждается в	2	2
177	и ее	3	2
178	в другом	2	2
179	и это	3	2
180	нет ничего	2	2
181	здесь не	2	2
182	всего лишь	3	2
