N	2gram	Tiupa_Hudo_1	Istorich
1	т е	4	29
2	что он	9	24
3	и т	11	19
4	не только	12	18
5	т д	3	18
6	может быть	5	17
7	никогда не	6	15
8	и в	14	15
9	но и	5	14
10	что в	6	12
11	а в	7	12
12	то что	8	12
13	об этом	5	11
14	в этих	5	11
15	мы знаем	2	11
16	и не	2	11
17	в этом	11	11
18	его в	3	10
19	то же	9	10
20	еще не	7	9
21	все же	3	9
22	в другом	2	9
23	потому что	5	9
24	связи с	4	8
25	один из	4	8
26	он не	4	8
27	том что	16	7
28	в нем	3	7
29	сих пор	2	7
30	не в	7	7
31	ничего не	8	7
32	видно что	2	6
33	так что	2	6
34	до сих	2	6
35	мы уже	4	6
36	в его	8	6
37	как бы	7	6
38	и что	2	6
39	в том	12	6
40	только в	5	6
41	но в	5	6
42	с этим	3	5
43	прежде всего	11	5
44	к тому	7	5
45	как в	8	5
46	она не	4	5
47	было бы	6	5
48	же как	2	5
49	на него	2	5
50	так и	13	5
51	что она	4	5
52	что при	3	5
53	не может	7	5
54	в связи	3	5
55	а не	12	5
56	можно было	5	5
57	в русской	4	5
58	вопрос о	2	4
59	у него	9	4
60	в этой	8	4
61	в одной	2	4
62	при этом	12	4
63	одной из	2	4
64	но он	3	4
65	в ней	4	4
66	о нем	3	4
67	у нее	2	4
68	они не	2	4
69	и с	4	4
70	тем что	3	4
71	и на	3	4
72	в себе	11	4
73	все эти	3	4
74	к этой	3	4
75	как она	2	4
76	в качестве	9	3
77	и его	5	3
78	на то	4	3
79	и ушел	2	3
80	о том	12	3
81	отношению к	8	3
82	в их	2	3
83	все это	2	3
84	по отношению	8	3
85	так в	2	3
86	в себя	2	3
87	того что	4	3
88	мы не	2	3
89	уже знаем	2	3
90	эти слова	2	3
91	как будто	4	3
92	представляют собой	2	3
93	как он	2	3
94	и это	4	3
95	на вопрос	2	2
96	не было	4	2
97	себя и	2	2
98	о своей	2	2
99	перед нами	5	2
100	это не	7	2
101	не столько	2	2
102	и так	2	2
103	но с	2	2
104	к себе	5	2
105	на самом	2	2
106	все еще	2	2
107	не знает	2	2
108	что у	3	2
109	ни в	5	2
110	да и	2	2
111	именно в	7	2
112	как и	9	2
113	на столе	2	2
114	такой же	3	2
115	одна из	2	2
116	но не	3	2
117	а то	2	2
118	того чтобы	3	2
119	вместо того	2	2
120	проникнуть в	2	2
121	например в	2	2
122	на его	2	2
123	и для	3	2
124	и когда	3	2
125	а также	3	2
126	также в	2	2
127	момент когда	2	2
128	с ее	2	2
129	из них	4	2
130	приводит к	3	2
131	той же	2	2
132	а с	2	2
133	живет в	2	2
134	ключ к	2	2
135	человека в	6	2
136	это так	2	2
137	превращается в	3	2
138	самом деле	5	2
139	в системе	2	2
140	и герой	2	2
141	и по	3	2
142	действующие лица	2	2
143	с ними	2	2
144	состоит в	2	2
145	в тот	2	2
146	слова в	2	2
147	будто бы	3	2
148	нет ничего	2	2
149	здесь не	2	2
150	так сказать	2	2
151	тот момент	2	2
152	заметить что	2	2
153	в него	2	2
154	видит в	3	2
