N	2gram	Bakhtin_sl_2	FransuaR
1	и в	39	40
2	то есть	26	18
3	и его	33	17
4	прежде всего	8	16
5	в романе	46	15
6	в этом	16	15
7	мы уже	2	13
8	не только	24	13
9	и не	22	13
10	в его	7	13
11	что в	3	12
12	вовсе не	10	12
13	как и	6	11
14	но и	21	11
15	и т.п	2	10
16	таким образом	8	10
17	как мы	7	10
18	в них	6	9
19	и все	5	9
20	в сущности	6	9
21	может быть	37	9
22	он не	2	9
23	отношение к	4	8
24	в том	5	8
25	у него	3	8
26	все эти	6	8
27	и с	9	8
28	той же	3	8
29	и на	4	8
30	но в	6	8
31	в своем	6	7
32	в одном	2	7
33	и др	4	7
34	то же	4	7
35	в этих	7	6
36	же время	4	6
37	во всех	12	6
38	и других	4	6
39	в той	4	6
40	связи с	3	6
41	в то	4	6
42	до конца	17	6
43	со всеми	2	5
44	в нем	19	5
45	то что	2	5
46	в связи	2	5
47	не было	2	5
48	те же	2	5
49	а не	14	5
50	и для	5	5
51	в основе	4	5
52	так сказать	6	5
53	в особенности	3	5
54	для него	7	5
55	в нашем	2	4
56	xix века	4	4
57	мировой литературе	2	4
58	том что	5	4
59	здесь в	3	4
60	до сих	2	4
61	в ней	3	4
62	в основном	4	4
63	и потому	7	4
64	а также	3	4
65	даже в	2	4
66	ни в	4	4
67	один из	5	4
68	жизни и	6	4
69	сих пор	2	4
70	в их	2	4
71	все это	16	4
72	так в	2	4
73	еще более	2	4
74	роль в	2	4
75	о том	2	4
76	в данном	2	4
77	того чтобы	2	4
78	особенно в	2	4
79	и даже	7	4
80	в мировой	2	4
81	также и	2	4
82	и здесь	2	4
83	в истории	11	4
84	так как	4	4
85	в области	2	4
86	поэтому и	4	3
87	с его	7	3
88	всех этих	4	3
89	во франции	2	3
90	и от	3	3
91	и к	6	3
92	мы видели	2	3
93	но это	3	3
94	для этого	4	3
95	одна из	4	3
96	кроме того	2	3
97	еще не	7	3
98	xvii века	2	3
99	как бы	7	3
100	о нем	2	3
101	со всею	3	3
102	и наконец	5	3
103	что и	3	3
104	вместе с	2	3
105	так и	15	3
106	как в	13	3
107	по отношению	4	3
108	не может	20	3
109	а в	4	3
110	там где	6	3
111	слово в	11	3
112	в значительной	6	3
113	для того	2	3
114	и как	3	3
115	но все	5	3
116	связан с	3	3
117	сказать что	3	3
118	в более	2	3
119	между тем	3	3
120	при этом	7	3
121	же и	2	3
122	нуждается в	2	3
123	в отличие	12	3
124	они не	2	3
125	в себе	2	3
126	в другом	2	3
127	во всем	4	3
128	только в	5	3
129	на протяжении	2	3
130	связанные с	4	3
131	в свете	3	3
132	здесь не	4	3
133	отличие от	13	3
134	слова в	13	2
135	не менее	4	2
136	включает в	2	2
137	уже в	2	2
138	не был	2	2
139	хотя бы	3	2
140	с другой	5	2
141	это не	5	2
142	но здесь	4	2
143	и форм	2	2
144	что он	2	2
145	или иной	5	2
146	влияние на	2	2
147	все же	6	2
148	это и	2	2
149	в дальнейшем	2	2
150	на этом	3	2
151	но не	6	2
152	все что	2	2
153	мы увидим	2	2
154	конечно не	5	2
155	из важнейших	2	2
156	и другие	2	2
157	время это	2	2
158	например в	5	2
159	на его	2	2
160	значительной степени	6	2
161	к нему	3	2
162	одним из	2	2
163	лежит на	2	2
164	той или	5	2
165	слова и	8	2
166	отношению к	4	2
167	дело в	2	2
168	в форме	2	2
169	всем этим	2	2
170	в языке	2	2
171	этом отношении	3	2
172	именно в	2	2
173	одновременно и	3	2
174	на них	2	2
175	с помощью	4	2
176	лишь в	3	2
177	эпохи и	2	2
178	рядом с	3	2
179	материал и	3	2
180	с этим	2	2
181	даже и	4	2
182	но он	2	2
183	точки зрения	8	2
184	к новому	3	2
185	но как	2	2
186	романа в	5	2
187	далеко не	2	2
188	как он	2	2
189	язык и	7	2
190	в плане	5	2
191	мы не	2	2
192	как о	2	2
