N	2gram	Potebnia_M_1	KFilosof
1	может быть	27	43
2	в его	5	39
3	в нем	20	31
4	не может	22	27
5	и не	18	26
6	по отношению	13	25
7	и в	39	22
8	отношению к	13	21
9	в себе	13	21
10	не есть	10	19
11	а не	21	17
12	и его	5	17
13	только в	25	16
14	точки зрения	8	13
15	в этом	15	13
16	для него	4	12
17	но не	8	12
18	и это	3	12
19	в своей	3	11
20	не в	15	11
21	из себя	5	10
22	в своем	3	10
23	это не	7	10
24	во всех	5	10
25	с точки	3	10
26	и есть	2	9
27	в целом	2	9
28	но и	20	9
29	в их	2	9
30	как бы	6	9
31	и все	3	9
32	бытия и	3	9
33	для нее	2	9
34	и для	5	9
35	не было	4	8
36	если бы	14	8
37	было бы	12	8
38	жизни и	2	8
39	со стороны	8	8
40	во всем	4	7
41	в единстве	2	7
42	вовсе не	5	7
43	что и	6	7
44	то что	10	7
45	быть только	5	7
46	в смысле	4	6
47	в том	26	6
48	но это	5	6
49	и только	2	6
50	в мире	3	6
51	и их	3	6
52	он не	3	6
53	уже не	2	6
54	никогда не	4	5
55	хотя бы	2	5
56	то же	6	5
57	но все	2	5
58	не имеет	5	5
59	должно быть	7	5
60	но как	3	5
61	с ним	3	5
62	но в	9	5
63	как и	9	5
64	не только	21	5
65	для себя	3	5
66	все же	6	5
67	там где	4	5
68	времени и	2	4
69	что в	22	4
70	ни было	2	4
71	для нас	9	4
72	при этом	6	4
73	к ним	2	4
74	не по	4	4
75	себя а	2	4
76	в своих	4	4
77	между тем	5	4
78	бы быть	4	4
79	могло бы	3	4
80	в одном	8	4
81	нисколько не	2	4
82	том что	16	4
83	а в	5	4
84	тем самым	4	4
85	в каком	6	4
86	познания и	2	4
87	независимо от	6	3
88	должна быть	3	3
89	что это	3	3
90	к последнему	2	3
91	не менее	6	3
92	в каждом	4	3
93	теории и	2	3
94	из него	2	3
95	в свою	4	3
96	на язык	7	3
97	в виду	2	3
98	не имеем	2	3
99	и тем	3	3
100	от того	4	3
101	того что	8	3
102	в ней	7	3
103	в то	4	3
104	о том	2	3
105	мы не	10	3
106	тогда когда	9	3
107	этом смысле	4	3
108	в некотором	2	3
109	от него	4	3
110	могла бы	2	3
111	еще не	6	3
112	бы не	6	3
113	для того	3	3
114	что не	10	3
115	тем как	3	3
116	тем что	9	3
117	могут быть	9	3
118	слова в	2	2
119	сознания в	2	2
120	то ни	3	2
121	прежде всего	4	2
122	вопрос о	4	2
123	его к	2	2
124	тем не	6	2
125	и как	6	2
126	только по	2	2
127	же время	4	2
128	его с	2	2
129	по себе	10	2
130	тому что	3	2
131	для этого	2	2
132	быть не	4	2
133	и других	4	2
134	все остальные	4	2
135	не из	3	2
136	потому что	52	2
137	но всегда	2	2
138	в сознании	3	2
139	были бы	3	2
140	а как	2	2
141	и то	3	2
142	с тем	5	2
143	в жизни	3	2
144	думать что	3	2
145	из самого	3	2
146	и того	2	2
147	не будет	2	2
148	бы то	2	2
149	и может	2	2
150	как предмет	2	2
151	ни одна	2	2
152	и потому	5	2
153	оно не	3	2
154	так и	13	2
155	как в	10	2
156	вытекает из	2	2
157	если не	2	2
158	еще более	2	2
159	чтобы не	2	2
160	того чтобы	2	2
161	в этой	3	2
162	ничего общего	2	2
163	его на	2	2
164	дело в	2	2
165	не потому	2	2
166	же с	7	2
167	смысле в	4	2
