N	2gram	Losev_Prob_2	FransuaR
1	и в	35	41
2	то есть	39	24
3	мы уже	3	18
4	во всех	2	17
5	таким образом	4	17
6	и с	10	16
7	но и	16	13
8	как мы	5	12
9	в этом	17	12
10	все это	4	11
11	все эти	7	11
12	прежде всего	11	10
13	в самом	5	10
14	не только	24	10
15	и др	2	10
16	так как	7	10
17	то что	38	10
18	кроме того	5	9
19	и на	5	9
20	и все	5	9
21	о том	18	9
22	в этой	9	8
23	но в	6	8
24	в них	2	7
25	вовсе не	37	7
26	том что	19	7
27	как бы	4	7
28	как и	5	7
29	что в	11	7
30	в его	7	7
31	что он	4	6
32	один из	3	6
33	вместе с	2	6
34	или в	2	6
35	также и	12	6
36	сказать что	24	6
37	в то	6	6
38	то же	5	5
39	так же	5	5
40	между собою	4	5
41	а также	2	5
42	так и	7	5
43	в своем	4	5
44	в той	2	5
45	и что	13	5
46	той же	2	5
47	еще в	2	5
48	тем что	4	5
49	в себе	5	5
50	уже в	3	4
51	с другой	6	4
52	и от	3	4
53	роль в	2	4
54	у нас	18	4
55	и как	4	4
56	не в	2	4
57	и вообще	16	4
58	все что	3	4
59	тот же	4	4
60	одной стороны	5	4
61	в ней	2	4
62	даже в	2	4
63	все же	8	4
64	не может	13	4
65	с одной	5	4
66	самом деле	4	4
67	того чтобы	2	4
68	и наконец	3	4
69	и даже	11	4
70	а в	4	4
71	в результате	4	4
72	в основе	3	4
73	о котором	3	4
74	из этого	2	4
75	перед нами	2	3
76	он сам	3	3
77	с этим	5	3
78	первый план	3	3
79	на первый	4	3
80	нас не	3	3
81	но это	6	3
82	есть в	4	3
83	до сих	4	3
84	было бы	8	3
85	и сам	2	3
86	конечно не	2	3
87	и их	3	3
88	никак не	11	3
89	в него	2	3
90	и особенно	2	3
91	сих пор	4	3
92	здесь только	3	3
93	и самый	4	3
94	и для	6	3
95	в голове	2	3
96	при этом	3	3
97	и не	37	3
98	того что	12	3
99	что не	5	3
100	к нему	2	3
101	есть только	8	3
102	с другими	5	3
103	в данном	10	3
104	в плане	2	3
105	только в	14	3
106	только с	2	3
107	потому что	13	3
108	он является	2	2
109	что их	2	2
110	не могут	4	2
111	не был	4	2
112	всех этих	4	2
113	что если	4	2
114	но уже	5	2
115	в частности	5	2
116	мы еще	3	2
117	ведь это	2	2
118	в этих	4	2
119	для этого	3	2
120	значение в	4	2
121	себе в	2	2
122	в конце	7	2
123	что все	6	2
124	представление о	5	2
125	стороны и	4	2
126	если мы	9	2
127	в корне	2	2
128	для нас	9	2
129	из самых	2	2
130	в том	12	2
131	это и	3	2
132	так что	11	2
133	ведь и	2	2
134	тем более	10	2
135	связи с	5	2
136	что они	3	2
137	но не	4	2
138	есть именно	5	2
139	в значительной	3	2
140	и тот	3	2
141	никто не	3	2
142	может быть	18	2
143	только его	3	2
144	хотя и	3	2
145	он не	2	2
146	но если	4	2
147	в таких	3	2
148	был бы	6	2
149	не будем	4	2
150	данном случае	5	2
151	а именно	6	2
152	есть нечто	7	2
153	другой стороны	5	2
154	и прежде	2	2
155	как раз	8	2
156	еще более	2	2
157	но эта	3	2
158	в истории	3	2
159	лишь в	3	2
160	заключается в	4	2
161	а не	10	2
162	внимание на	3	2
163	мы не	7	2
164	каждый из	2	2
165	и то	10	2
166	как они	2	2
167	их в	4	2
168	и весьма	2	2
169	точки зрения	2	2
170	и само	2	2
171	из этих	3	2
172	говорить о	10	2
173	что мы	14	2
174	и вовсе	6	2
175	состоит из	2	2
176	бы в	3	2
177	в области	6	2
178	тогда когда	3	2
179	это было	2	2
180	как о	3	2
