N	2gram	Tiupa_Lite_2	Hudozhes
1	в мире	9	23
2	в качестве	5	19
3	то есть	5	18
4	состоит в	9	16
5	и не	11	16
6	в том	10	15
7	и в	19	15
8	не только	8	15
9	в частности	4	13
10	может быть	17	13
11	тогда как	9	13
12	при этом	6	12
13	а в	3	12
14	и его	3	12
15	но не	5	11
16	в этом	9	11
17	в себе	6	11
18	я в	7	11
19	представляет собой	2	10
20	как бы	2	10
21	отношению к	3	10
22	но и	10	10
23	так и	7	10
24	по отношению	4	10
25	то же	12	10
26	а не	20	10
27	такого рода	9	9
28	в его	4	9
29	точки зрения	4	9
30	в рамках	4	8
31	себя в	6	8
32	своего рода	13	8
33	присутствия в	2	8
34	с другой	8	7
35	в принципе	5	7
36	в искусстве	4	7
37	в то	9	7
38	но в	2	7
39	я и	4	7
40	в основе	2	6
41	что в	4	6
42	художественного письма	2	6
43	в ее	2	6
44	том что	7	6
45	не в	4	6
46	же время	9	6
47	не может	9	6
48	художественного творчества	2	5
49	могут быть	2	5
50	а также	2	5
51	тем самым	3	5
52	того что	5	5
53	в нем	3	5
54	с ее	2	5
55	то что	7	5
56	и одновременно	2	5
57	и т.п	10	5
58	другой стороны	4	5
59	в их	3	5
60	уже не	2	5
61	коммуникативного события	2	5
62	картина мира	2	5
63	не столько	3	4
64	личности в	3	4
65	прежде всего	4	4
66	и как	3	4
67	в другом	3	4
68	для него	4	4
69	еще не	2	4
70	эстетических отношений	2	4
71	он не	5	4
72	жизни как	2	4
73	произведения искусства	2	4
74	со стороны	3	4
75	как к	3	4
76	лирический герой	10	4
77	сознания в	3	4
78	и то	3	4
79	не знает	2	4
80	и т.д	7	4
81	как это	2	4
82	не менее	6	3
83	однако в	6	3
84	конечном счете	5	3
85	в противоположность	2	3
86	как уже	2	3
87	что он	3	3
88	в стихотворении	13	3
89	и к	2	3
90	тем не	2	3
91	эстетического субъекта	3	3
92	того же	4	3
93	парадигмы художественности	3	3
94	одно и	2	3
95	со своей	2	3
96	как раз	2	3
97	в роли	2	3
98	в конечном	5	3
99	в целом	2	3
100	в культуре	3	3
101	системе ценностей	2	3
102	так в	5	3
103	как и	10	3
104	и что	2	3
105	с точки	3	3
106	и для	3	3
107	являет собой	2	3
108	не случайно	4	3
109	потому что	2	3
110	в данном	3	3
111	как правило	3	3
112	в русской	4	3
113	в художественном	2	3
114	всего лишь	3	3
115	в области	4	3
116	в виду	2	3
117	на этом	2	2
118	том числе	2	2
119	я не	5	2
120	речь идет	3	2
121	себя и	2	2
122	в нашем	2	2
123	жизни в	4	2
124	в них	2	2
125	способ существования	2	2
126	в одном	2	2
127	вовсе не	2	2
128	при всей	2	2
129	к своему	2	2
130	равной степени	2	2
131	идет о	3	2
132	рефлективного традиционализма	2	2
133	в дискурсе	2	2
134	субъекта жизни	2	2
135	одна из	5	2
136	художественной культуры	3	2
137	без остатка	3	2
138	эстетической деятельности	3	2
139	к собственной	2	2
140	одной стороны	6	2
141	и сам	2	2
142	мира в	2	2
143	во всех	3	2
144	одной из	2	2
145	не вполне	2	2
146	к жизни	2	2
147	даже в	4	2
148	не является	2	2
149	причастности к	4	2
150	для себя	2	2
151	и др	3	2
152	области искусства	2	2
153	художественного мира	2	2
154	по преимуществу	2	2
155	хх века	8	2
156	русской литературе	2	2
157	коммуникативное событие	3	2
158	а именно	3	2
159	коммуникативной стратегии	2	2
160	другого в	3	2
161	на свою	3	2
162	с одной	7	2
163	в себя	3	2
164	в году	5	2
165	для того	2	2
166	из которых	2	2
167	право на	3	2
168	с ним	2	2
169	в художественной	3	2
170	я на	3	2
171	и на	6	2
172	у него	2	2
173	одно из	2	2
174	всей своей	3	2
175	о себе	3	2
176	но как	2	2
177	в этой	3	2
178	лирического героя	4	2
179	в равной	3	2
180	о том	2	2
