N	2gram	Medvedev_V_1	Komedia
1	и в	26	22
2	т е	18	13
3	том что	8	12
4	в том	15	11
5	но и	10	11
6	не только	25	10
7	из них	9	10
8	в то	6	10
9	как и	7	9
10	и т	23	9
11	может быть	22	9
12	в одном	4	8
13	таким образом	31	8
14	и не	19	8
15	и его	6	8
16	о том	10	8
17	в этой	4	7
18	что в	10	6
19	в конце	3	6
20	что он	4	6
21	к тому	4	6
22	и по	3	6
23	то же	10	6
24	не в	6	6
25	а в	3	6
26	в которой	2	6
27	с другой	11	5
28	во время	3	5
29	прежде всего	13	5
30	со своим	2	5
31	в его	14	5
32	один из	5	5
33	так и	5	5
34	до нас	2	5
35	все это	10	5
36	другой стороны	8	5
37	и даже	2	5
38	войны и	2	5
39	т п	9	5
40	между тем	5	5
41	именно в	2	4
42	в их	5	4
43	к этому	9	4
44	по поводу	2	4
45	же в	6	4
46	в другом	2	4
47	что они	3	4
48	в качестве	11	4
49	же время	5	4
50	в котором	3	4
51	в нем	6	4
52	что и	3	4
53	т д	14	4
54	в результате	5	4
55	действующих лиц	5	4
56	точки зрения	3	4
57	из его	3	4
58	ли не	2	4
59	конце концов	2	4
60	одном из	3	4
61	но в	2	4
62	же как	2	3
63	главным образом	7	3
64	не менее	2	3
65	в них	4	3
66	в образе	2	3
67	у нас	2	3
68	и как	3	3
69	одной стороны	2	3
70	и у	2	3
71	в частности	11	3
72	у него	6	3
73	хотя и	2	3
74	он не	2	3
75	даже в	5	3
76	все же	5	3
77	отношению к	7	3
78	в целом	4	3
79	к этим	2	3
80	на основании	8	3
81	так же	3	3
82	по отношению	7	3
83	этом отношении	13	3
84	с одной	2	3
85	в течение	2	3
86	в году	6	3
87	как раз	3	3
88	в этом	26	3
89	могут быть	5	3
90	и ее	4	3
91	только в	7	3
92	его в	3	3
93	в чем	2	3
94	как это	12	3
95	в сознании	4	3
96	в противоположность	3	2
97	еще и	2	2
98	и мир	3	2
99	к сожалению	2	2
100	вовсе не	3	2
101	образом в	3	2
102	от них	2	2
103	мы знаем	3	2
104	художественный образ	5	2
105	мы видели	3	2
106	одна из	4	2
107	но не	2	2
108	как известно	2	2
109	по одному	2	2
110	еще не	2	2
111	было бы	7	2
112	в самом	4	2
113	между прочим	2	2
114	относится к	2	2
115	видеть в	2	2
116	то что	6	2
117	вместе с	7	2
118	ее в	4	2
119	или менее	6	2
120	вслед за	2	2
121	даже не	2	2
122	только что	4	2
123	при всем	3	2
124	не может	17	2
125	видно из	3	2
126	что у	2	2
127	в форме	3	2
128	из которых	2	2
129	от до	2	2
130	в силу	11	2
131	или в	3	2
132	не следует	8	2
133	и формы	2	2
134	чем же	4	2
135	в своих	2	2
136	в себе	6	2
137	ту же	2	2
138	же самое	2	2
139	будто бы	2	2
140	в области	2	2
141	ли это	2	2
142	е в	2	2
