N	2gram	Vygotskiy__5	FransuaR
1	и в	30	65
2	то есть	13	45
3	как бы	19	22
4	и не	6	22
5	вовсе не	3	18
6	в сущности	12	16
7	в том	27	16
8	в этом	14	15
9	но в	5	14
10	в нем	7	13
11	мы уже	6	12
12	прежде всего	4	11
13	и на	3	11
14	и его	6	10
15	и потому	5	10
16	не только	16	10
17	но и	6	10
18	так и	3	10
19	все эти	2	10
20	в его	4	9
21	во всех	2	9
22	все это	2	9
23	в своем	6	8
24	в основе	7	8
25	и другие	3	8
26	и даже	2	8
27	формы и	3	7
28	жизни и	6	7
29	точки зрения	7	7
30	только в	5	7
31	никогда не	9	6
32	не знает	2	6
33	том что	21	6
34	все же	7	6
35	как мы	5	6
36	времени и	3	6
37	еще не	5	6
38	при этом	8	6
39	может быть	11	6
40	в ней	4	6
41	искусства и	5	6
42	в отношении	2	6
43	на самом	2	6
44	сказать что	9	6
45	так как	9	6
46	с его	2	5
47	в одном	2	5
48	в частности	4	5
49	в них	4	5
50	потому что	23	5
51	отличие от	2	5
52	или иной	2	5
53	рядом с	5	5
54	в большей	2	5
55	для него	3	5
56	в своей	4	5
57	той или	2	5
58	как в	3	5
59	как и	6	5
60	в той	3	5
61	в своих	5	5
62	и все	4	5
63	связи с	2	4
64	это в	3	4
65	и к	4	4
66	не в	8	4
67	в этой	5	4
68	совершенно не	6	4
69	в самом	14	4
70	из них	2	4
71	и до	2	4
72	сих пор	5	4
73	до сих	5	4
74	в их	3	4
75	для нас	3	4
76	в отличие	2	4
77	между ними	2	4
78	не могут	3	3
79	и ни	2	3
80	что в	24	3
81	не является	2	3
82	в состоянии	3	3
83	у шекспира	6	3
84	это не	3	3
85	преимущественно в	2	3
86	что он	17	3
87	в ее	3	3
88	но все	2	3
89	самом деле	8	3
90	и эта	2	3
91	почти на	2	3
92	с точки	2	3
93	то что	37	3
94	как раз	13	3
95	не может	9	3
96	этом отношении	3	3
97	в себя	2	3
98	в форме	2	3
99	с другой	9	3
100	по его	3	3
101	он дает	2	3
102	даже и	2	3
103	в себе	5	3
104	в искусстве	6	3
105	и здесь	6	3
106	ничего не	2	3
107	и с	2	3
108	в виду	4	3
109	но не	7	2
110	к тому	8	2
111	в противоположность	2	2
112	из этих	3	2
113	этих двух	7	2
114	можно сказать	2	2
115	и так	2	2
116	так например	3	2
117	нам придется	2	2
118	нам кажется	2	2
119	же в	2	2
120	он был	2	2
121	а затем	2	2
122	в романе	2	2
123	мы видим	8	2
124	мы найдем	4	2
125	от него	4	2
126	до конца	2	2
127	одной стороны	12	2
128	и он	2	2
129	несмотря на	5	2
130	на его	3	2
131	от того	4	2
132	он не	3	2
133	его на	2	2
134	и для	6	2
135	в целом	5	2
136	и именно	4	2
137	приводит к	2	2
138	только на	4	2
139	которого мы	2	2
140	отношения к	2	2
141	с одной	12	2
142	понятно что	2	2
143	и вот	2	2
144	того что	8	2
145	при таком	3	2
146	что мы	11	2
147	и наконец	3	2
148	на этот	3	2
149	есть только	2	2
150	в таком	3	2
151	или в	6	2
152	этот вопрос	4	2
153	в этих	3	2
154	различия между	2	2
155	и самый	2	2
156	могут быть	8	2
157	во всем	2	2
158	о том	10	2
159	и это	8	2
160	дело в	2	2
161	это очень	2	2
