N	2gram	Bakhtin_Fr_8	Literetu
1	а не	2	20
2	и в	56	19
3	может быть	3	17
4	своего рода	5	13
5	то же	11	12
6	и не	9	11
7	и т.п	11	10
8	в том	13	10
9	как и	5	10
10	но и	9	10
11	же время	10	9
12	не может	2	9
13	в мире	2	9
14	в этом	14	9
15	в то	12	9
16	с другой	2	8
17	не только	8	8
18	и даже	8	8
19	том что	8	7
20	то что	3	7
21	так и	13	7
22	с одной	4	7
23	и т.д	3	7
24	слова и	3	7
25	в себе	4	6
26	одной стороны	2	6
27	при этом	4	6
28	и на	7	6
29	одна из	4	5
30	но не	5	5
31	в качестве	4	5
32	он не	5	5
33	вместе с	2	5
34	в году	3	5
35	то есть	24	5
36	что в	5	4
37	в частности	7	4
38	прежде всего	6	4
39	не в	3	4
40	для него	2	4
41	в ней	4	4
42	в его	18	4
43	даже в	4	4
44	один из	5	4
45	и других	4	4
46	так что	3	4
47	другой стороны	2	4
48	мы не	2	4
49	точки зрения	6	4
50	в области	5	4
51	никогда не	5	3
52	о себе	2	3
53	что он	2	3
54	в нем	8	3
55	и как	2	3
56	одним из	5	3
57	но это	2	3
58	такой же	5	3
59	в этой	6	3
60	в сущности	8	3
61	во всех	8	3
62	и др	8	3
63	данном случае	2	3
64	себе и	2	3
65	в их	3	3
66	и для	2	3
67	так как	4	3
68	но с	2	3
69	с точки	2	3
70	а в	2	3
71	и его	12	3
72	и то	2	3
73	и с	8	3
74	в данном	2	3
75	как к	2	3
76	в другом	3	3
77	том числе	3	2
78	уже в	2	2
79	не было	5	2
80	ни было	2	2
81	с тем	2	2
82	у него	7	2
83	в нашем	2	2
84	в них	11	2
85	с этой	2	2
86	в одном	2	2
87	вовсе не	6	2
88	и к	4	2
89	а также	3	2
90	в ее	6	2
91	при взгляде	2	2
92	до конца	11	2
93	еще не	10	2
94	было бы	2	2
95	и сам	2	2
96	одной из	3	2
97	наконец в	4	2
98	как бы	11	2
99	картина мира	2	2
100	был бы	3	2
101	что и	3	2
102	все же	2	2
103	с ее	5	2
104	из них	2	2
105	по преимуществу	2	2
106	и до	10	2
107	как раз	2	2
108	той же	6	2
109	уже не	3	2
110	для того	2	2
111	из которых	2	2
112	и наконец	3	2
113	в своих	4	2
114	в результате	5	2
115	потому что	6	2
116	в основе	4	2
117	он и	2	2
118	и еще	2	2
119	ту же	4	2
120	о том	4	2
121	с ним	2	2
122	но в	6	2
