N	2gram	Voloshinov_1	StatiiOP
1	и в	19	44
2	в том	6	36
3	что в	4	30
4	том что	3	29
5	в этом	16	21
6	вовсе не	5	19
7	то что	8	18
8	не только	8	18
9	было бы	4	17
10	а в	4	17
11	о том	2	17
12	и не	26	16
13	а не	7	16
14	может быть	26	15
15	в данном	4	14
16	в области	3	14
17	как в	4	13
18	можно было	2	13
19	не в	5	12
20	в первой	2	12
21	у нас	2	11
22	самом деле	10	11
23	того чтобы	5	11
24	точки зрения	34	11
25	ясно что	5	10
26	для того	4	10
27	что он	2	10
28	но и	8	10
29	но в	7	10
30	только в	9	10
31	в отношении	4	9
32	с другой	5	9
33	если бы	2	9
34	в то	3	9
35	как и	12	9
36	того что	3	9
37	так и	11	9
38	в его	6	9
39	во всех	7	8
40	все же	8	8
41	из них	3	8
42	не может	24	8
43	и его	19	8
44	с точки	20	8
45	прежде всего	13	7
46	в самом	10	7
47	сих пор	8	7
48	до сих	8	7
49	другой стороны	6	7
50	таким образом	17	7
51	этом отношении	3	7
52	сказать что	4	7
53	из этих	2	6
54	для него	9	6
55	что и	2	6
56	в своей	3	6
57	что же	4	6
58	именно в	5	6
59	на самом	3	6
60	во всяком	5	6
61	хотя бы	5	6
62	всяком случае	2	6
63	не менее	4	5
64	никогда не	2	5
65	так же	7	5
66	совершенно не	3	5
67	в котором	3	5
68	в нем	10	5
69	жизни и	2	5
70	все это	3	5
71	той же	2	5
72	то же	7	5
73	и даже	2	5
74	в слове	10	5
75	тем что	2	5
76	могут быть	2	5
77	все эти	7	5
78	так как	2	5
79	там где	2	5
80	в частности	2	4
81	вопрос о	4	4
82	бы и	2	4
83	в ее	7	4
84	это и	3	4
85	же время	3	4
86	но все	3	4
87	является не	6	4
88	в качестве	2	4
89	же и	2	4
90	как раз	2	4
91	но если	2	4
92	как бы	15	4
93	времени не	2	4
94	не было	3	4
95	во втором	2	4
96	не имеет	3	4
97	языка и	13	4
98	этот вопрос	5	4
99	в которой	3	4
100	в основе	2	3
101	не существует	3	3
102	тому что	2	3
103	точку зрения	2	3
104	в какой	3	3
105	и с	2	3
106	с этой	2	3
107	не является	4	3
108	в конце	5	3
109	должна быть	2	3
110	в каждом	7	3
111	так называемая	4	3
112	ни в	2	3
113	в начале	5	3
114	то в	2	3
115	же как	2	3
116	того же	6	3
117	еще не	4	3
118	что не	2	3
119	и для	11	3
120	общего с	3	3
121	в ней	4	3
122	не все	2	3
123	отношению к	2	3
124	в истории	3	3
125	по отношению	3	3
126	ничего общего	5	3
127	и только	2	3
128	в двух	2	3
129	лишь в	9	3
130	должны быть	3	3
131	на этот	3	3
132	в таком	2	3
133	в чем	2	3
134	как к	2	3
135	в результате	9	3
136	в каком	3	3
137	в другом	2	3
138	и вообще	2	3
139	без всякой	2	3
140	между тем	3	3
141	с этим	4	3
142	том числе	2	2
143	что все	2	2
144	а как	3	2
145	что во	2	2
146	в своем	2	2
147	и во	2	2
148	быть в	2	2
149	смысле этого	3	2
150	этом случае	3	2
151	и более	2	2
152	при этом	8	2
153	быть и	3	2
154	места в	3	2
155	она не	2	2
156	но именно	3	2
157	в данной	2	2
158	в сущности	3	2
159	за пределы	5	2
160	и иные	2	2
161	совпадает с	2	2
162	но для	2	2
163	и потому	5	2
164	этого слова	2	2
165	ни одной	2	2
166	тем не	2	2
167	знака в	5	2
168	в первом	3	2
169	системе в	2	2
170	конечно не	5	2
171	и их	2	2
172	и речи	2	2
173	допустим что	2	2
174	целый ряд	3	2
175	и те	7	2
176	мы не	6	2
177	или иначе	2	2
178	ничего не	6	2
179	не знает	2	2
180	числе и	2	2
181	в своих	2	2
182	языка не	2	2
183	от этого	2	2
184	он не	3	2
185	в себе	2	2
186	нет ни	2	2
187	в сознании	2	2
188	все в	2	2
189	и все	5	2
190	его в	3	2
191	и это	3	2
