N	3gram	Vygotskiy__7	Myslijsy
1	в том что	13	16
2	смысле этого слова	3	7
3	и то же	3	5
4	одно и то	3	5
5	по отношению к	5	5
6	в то время	2	4
7	вместе с тем	4	4
8	и тем же	2	3
9	тем не менее	3	3
10	до сих пор	3	3
11	одним и тем	2	3
12	в свою очередь	2	3
13	с одной стороны	5	3
14	не может быть	4	3
15	для того чтобы	18	3
16	потому что он	2	3
17	можно сказать что	3	2
18	в начале развития	3	2
19	и той же	2	2
20	в собственном смысле	3	2
21	мы не можем	3	2
22	подлежащего и сказуемого	2	2
23	только потому что	3	2
24	к тому что	6	2
25	в этом отношении	3	2
26	том что он	2	2
27	в первом случае	3	2
28	как и в	3	2
29	не только не	9	2
30	одной и той	2	2
