N	2gram	Vygotskiy__3	Tvorches
1	и в	38	21
2	как бы	14	17
3	в то	3	15
4	в его	5	13
5	то же	10	13
6	что в	20	12
7	как и	8	12
8	то есть	15	12
9	том что	14	11
10	все это	3	10
11	как в	4	8
12	он не	6	8
13	то что	35	8
14	у него	4	7
15	в свою	4	7
16	в том	25	7
17	при этом	4	7
18	не только	12	7
19	и не	10	7
20	и на	6	7
21	но в	3	7
22	что он	11	6
23	и все	10	6
24	для него	2	6
25	в котором	6	6
26	а в	7	6
27	и его	6	6
28	в этом	13	6
29	о том	6	6
30	отнюдь не	2	5
31	вовсе не	8	5
32	а не	7	5
33	но это	3	5
34	может быть	19	5
35	в этой	13	5
36	все же	8	5
37	таким образом	12	5
38	хотя бы	2	5
39	в своих	4	5
40	потому что	14	5
41	как будто	4	5
42	только в	4	5
43	в русской	2	5
44	в своем	5	4
45	та же	3	4
46	больше не	3	4
47	и как	8	4
48	в целом	4	4
49	из всех	3	4
50	не имеют	2	4
51	один из	6	4
52	в своей	5	4
53	не может	7	4
54	место в	3	3
55	он видит	2	3
56	самого начала	6	3
57	и другие	2	3
58	никогда не	4	3
59	с другой	7	3
60	что все	3	3
61	своих героев	2	3
62	я не	5	3
63	с ним	2	3
64	говорит о	2	3
65	с ее	2	3
66	с самого	6	3
67	со всеми	2	3
68	в самом	25	3
69	той же	2	3
70	но если	4	3
71	в нем	4	3
72	и т	14	3
73	время в	5	3
74	но и	5	3
75	дело не	2	3
76	ее в	4	3
77	уже не	2	3
78	по мнению	2	3
79	на самом	2	3
80	он говорит	6	3
81	того что	4	3
82	и даже	4	3
83	не так	3	3
84	и по	2	3
85	так же	2	3
86	в которой	5	3
87	в виде	2	3
88	далеко не	3	3
89	представляет собой	2	3
90	так как	6	3
91	в основе	3	2
92	такой же	2	2
93	перед нами	8	2
94	и та	2	2
95	все более	2	2
96	в этих	2	2
97	в стихах	3	2
98	в качестве	2	2
99	эти слова	2	2
100	так ли	2	2
101	одного из	2	2
102	к этому	3	2
103	что и	4	2
104	надо было	2	2
105	что его	2	2
106	так что	8	2
107	не в	12	2
108	героев в	2	2
109	одна из	4	2
110	в глаза	2	2
111	того же	3	2
112	до конца	2	2
113	тот же	3	2
114	из них	6	2
115	в первой	2	2
116	к тому	6	2
117	не могу	2	2
118	по преимуществу	2	2
119	себя как	2	2
120	по самому	2	2
121	в одной	2	2
122	в ней	15	2
123	к ней	2	2
124	и когда	5	2
125	был бы	3	2
126	и тем	3	2
127	наше время	2	2
128	когда он	4	2
129	вместе с	5	2
130	данном случае	2	2
131	в наше	2	2
132	говорит что	8	2
133	как к	2	2
134	одновременно и	3	2
135	в двух	9	2
136	что она	16	2
137	но только	8	2
138	здесь мы	4	2
139	не мог	4	2
140	самом деле	21	2
141	что не	3	2
142	и наконец	2	2
143	только что	2	2
144	что как	3	2
145	или в	5	2
146	где он	3	2
147	сказать что	4	2
148	больше чем	4	2
149	но он	2	2
150	в данном	2	2
151	в себе	4	2
152	т п	5	2
153	же самая	2	2
154	о котором	5	2
155	в один	3	2
156	при помощи	4	2
157	так сказать	5	2
158	на деле	4	2
159	не то	4	2
160	в виду	4	2
