N	2gram	Tiupa_Narr_1	Istorich
1	и в	19	25
2	что он	6	22
3	может быть	25	17
4	мы имеем	2	14
5	не только	32	13
6	но и	23	13
7	в его	9	12
8	и не	20	11
9	уже не	5	11
10	все же	7	10
11	в этом	17	10
12	тем что	3	10
13	с другой	8	9
14	его в	2	9
15	и его	5	9
16	героя в	8	9
17	связи с	4	8
18	что в	3	8
19	том что	14	8
20	еще не	7	8
21	на него	3	8
22	другой стороны	4	8
23	все эти	2	8
24	и на	3	8
25	в частности	14	7
26	в качестве	21	7
27	как и	7	7
28	то что	11	7
29	одной стороны	7	7
30	в нем	4	7
31	с одной	7	7
32	в иной	2	7
33	представляет собой	13	7
34	только в	4	7
35	о том	6	7
36	это не	2	6
37	прежде всего	4	6
38	себя в	5	6
39	как в	7	6
40	не может	10	6
41	и он	3	6
42	не в	14	6
43	или в	2	6
44	могут быть	3	6
45	в том	18	6
46	что это	3	5
47	как мы	3	5
48	но все	4	5
49	но не	5	5
50	например в	2	5
51	в ней	3	5
52	так же	2	5
53	не менее	3	4
54	если не	4	4
55	что у	2	4
56	не как	2	4
57	не всегда	2	4
58	и тем	4	4
59	тем не	3	4
60	в ее	3	4
61	в пределах	2	4
62	наряду с	2	4
63	же как	3	4
64	а именно	3	4
65	в связи	2	4
66	то же	4	4
67	он не	3	4
68	после смерти	2	3
69	никогда не	3	3
70	и как	5	3
71	и все	2	3
72	встречается в	2	3
73	в свою	3	3
74	ему в	2	3
75	в этой	5	3
76	в то	3	3
77	в себя	6	3
78	на том	3	3
79	в роли	2	3
80	о нем	4	3
81	если в	3	3
82	и др	2	3
83	на себя	3	3
84	представляют собой	2	3
85	в форме	5	3
86	в особенности	4	3
87	к нему	5	3
88	а в	11	3
89	в данном	5	3
90	и с	4	3
91	они не	2	3
92	человека в	2	3
93	героя и	4	3
94	перед нами	4	2
95	уже в	3	2
96	у него	4	2
97	по себе	5	2
98	можно сказать	5	2
99	же в	4	2
100	по существу	2	2
101	одна из	3	2
102	она не	2	2
103	жизни и	3	2
104	несмотря на	2	2
105	из которых	4	2
106	одним из	2	2
107	как бы	4	2
108	и потому	2	2
109	из двух	3	2
110	даже в	2	2
111	один из	3	2
112	отношению к	6	2
113	когда он	3	2
114	время в	2	2
115	данном случае	4	2
116	со стороны	9	2
117	говорит о	2	2
118	совершенно не	2	2
119	по отношению	7	2
120	и для	2	2
121	его по	2	2
122	самом деле	2	2
123	а не	12	2
124	роль в	2	2
125	то в	6	2
126	сказать что	4	2
127	точки зрения	10	2
128	что мы	2	2
129	из них	3	2
130	особенно в	3	2
131	а если	2	2
132	ничего не	2	2
133	о чем	2	2
