N	2gram	Medvedev_F_1	StatiiOP
1	и в	24	44
2	в том	6	36
3	и т	12	30
4	что в	4	30
5	т д	8	21
6	в этом	15	21
7	вовсе не	10	19
8	то что	8	18
9	не только	7	18
10	было бы	6	17
11	а в	6	17
12	и не	20	16
13	а не	10	16
14	т е	34	15
15	может быть	14	15
16	в области	3	14
17	как в	8	13
18	не в	8	12
19	у нас	5	11
20	в этой	6	11
21	самом деле	6	11
22	точки зрения	16	11
23	ясно что	3	10
24	что он	3	10
25	но и	7	10
26	но в	5	10
27	только в	2	10
28	в отношении	3	9
29	с другой	5	9
30	если бы	4	9
31	в то	9	9
32	как и	11	9
33	того что	5	9
34	т п	4	9
35	так и	18	9
36	в его	23	9
37	во всех	5	8
38	все же	3	8
39	не может	16	8
40	и его	10	8
41	это не	2	8
42	с точки	13	8
43	но ведь	2	8
44	прежде всего	22	7
45	так например	3	7
46	в самом	5	7
47	сих пор	6	7
48	до сих	6	7
49	таким образом	13	7
50	но это	3	6
51	для него	3	6
52	что и	2	6
53	в своей	11	6
54	со стороны	5	6
55	именно в	8	6
56	на самом	7	6
57	во всяком	4	6
58	хотя бы	5	6
59	всяком случае	4	6
60	не менее	11	5
61	никогда не	4	5
62	была бы	2	5
63	так же	4	5
64	в нем	14	5
65	в целом	6	5
66	жизни и	7	5
67	все это	9	5
68	то же	10	5
69	и даже	3	5
70	все эти	6	5
71	в частности	4	4
72	своей статье	3	4
73	вопрос о	2	4
74	или иного	3	4
75	в ее	8	4
76	это и	3	4
77	же время	8	4
78	но все	2	4
79	и что	2	4
80	того или	2	4
81	как раз	2	4
82	как бы	6	4
83	в россии	3	4
84	не было	3	4
85	как это	6	4
86	в которой	4	4
87	к которому	2	4
88	в основе	3	3
89	и с	8	3
90	с этой	4	3
91	в применении	2	3
92	должна быть	7	3
93	в каждом	3	3
94	ни в	2	3
95	же как	2	3
96	но не	3	3
97	еще не	6	3
98	не по	3	3
99	в ней	10	3
100	должен быть	5	3
101	отношению к	4	3
102	в истории	4	3
103	по отношению	4	3
104	с одной	4	3
105	лишь в	8	3
106	применении к	2	3
107	должны быть	5	3
108	эпохи и	2	3
109	как к	3	3
110	в результате	2	3
111	между тем	2	3
112	с этим	2	3
113	произведения в	8	2
114	истории литературы	12	2
115	а как	2	2
116	нисколько не	2	2
117	всех этих	3	2
118	литературная критика	4	2
119	при таком	4	2
120	материала и	3	2
121	даже и	2	2
122	в своем	11	2
123	как о	4	2
124	таком положении	2	2
125	по истории	2	2
126	смысле этого	3	2
127	ни были	2	2
128	по существу	2	2
129	идет о	2	2
130	каждого из	2	2
131	и более	2	2
132	литературы и	2	2
133	при этом	5	2
134	быть и	4	2
135	места в	2	2
136	она не	6	2
137	одной стороны	4	2
138	со всеми	3	2
139	за пределы	2	2
140	зрения их	2	2
141	но для	3	2
142	и потому	9	2
143	этого слова	3	2
144	убедиться в	2	2
145	отношение к	3	2
146	конечно не	4	2
147	отношения к	6	2
148	на него	2	2
149	и их	10	2
150	этой работы	2	2
151	целый ряд	3	2
152	е как	2	2
153	для этого	4	2
154	история литературы	9	2
155	не для	3	2
156	тем самым	3	2
157	ни одного	2	2
158	он должен	3	2
159	и те	2	2
160	мы не	3	2
161	или иначе	2	2
162	ничего не	2	2
163	в своих	2	2
164	думать что	3	2
165	от этого	2	2
166	ни на	3	2
167	он не	3	2
168	в себе	3	2
169	не могла	2	2
170	в литературном	2	2
171	все в	2	2
172	и все	6	2
173	его в	3	2
174	и это	2	2
175	или же	3	2
176	могло бы	2	2
