N	2gram	Losev_Prob_3	Problemy
1	и в	44	46
2	то есть	34	40
3	и не	35	27
4	может быть	28	23
5	как бы	9	19
6	не может	7	19
7	в нем	9	17
8	в этом	17	16
9	не только	14	14
10	перед нами	8	12
11	но и	10	12
12	как и	10	12
13	как мы	8	12
14	точки зрения	5	11
15	а не	18	11
16	не в	13	10
17	прежде всего	3	9
18	в том	21	9
19	в самом	3	9
20	и все	3	9
21	вовсе не	37	9
22	и к	6	9
23	в его	9	9
24	с точки	2	9
25	до сих	2	8
26	сих пор	2	8
27	или в	4	8
28	и с	9	7
29	по себе	25	7
30	еще не	5	7
31	как раз	8	7
32	в себе	8	7
33	слова и	3	7
34	никогда не	6	6
35	ни в	8	6
36	но это	8	6
37	есть в	3	6
38	хотя и	5	6
39	друг друга	2	6
40	но в	12	6
41	что он	9	6
42	то же	13	6
43	все это	5	6
44	и его	5	6
45	только в	19	6
46	это не	9	5
47	с самим	3	5
48	при этом	4	5
49	и сам	5	5
50	в котором	2	5
51	жизни и	6	5
52	мы находим	7	5
53	в самой	2	5
54	в то	9	5
55	так как	9	5
56	за пределы	5	5
57	о том	6	5
58	если же	3	5
59	во всех	2	5
60	если мы	16	5
61	уже в	3	4
62	что в	8	4
63	в этих	2	4
64	можно сказать	6	4
65	да и	5	4
66	и нет	2	4
67	кроме того	3	4
68	у тургенева	2	4
69	в виду	10	4
70	в их	2	4
71	таким образом	9	4
72	еще и	7	4
73	все эти	7	4
74	потому что	25	4
75	же и	4	4
76	он и	2	4
77	и здесь	5	4
78	мы не	7	4
79	мы можем	6	4
80	как в	5	4
81	раз и	4	4
82	том что	12	4
83	но не	3	4
84	совершенно не	4	4
85	он не	8	4
86	все же	6	4
87	то что	23	4
88	в процессе	2	4
89	так и	10	4
90	уже не	7	4
91	самом деле	3	4
92	здесь не	8	4
93	и другие	3	3
94	в отношении	2	3
95	с другой	7	3
96	на то	3	3
97	мы и	2	3
98	в своем	5	3
99	но если	6	3
100	то это	10	3
101	и для	2	3
102	и до	2	3
103	образом и	2	3
104	другой стороны	5	3
105	так же	5	3
106	и только	6	3
107	жизнь в	3	3
108	друга и	2	3
109	и даже	14	3
110	также и	16	3
111	в конце	5	3
112	бы в	2	3
113	мы имеем	2	3
114	если бы	3	3
115	здесь и	3	3
116	и во	2	3
117	с собой	3	3
118	в условиях	3	3
119	с ее	2	3
120	по существу	2	3
121	и при	2	3
122	а то	3	3
123	того же	2	3
124	и что	7	3
125	она не	3	3
126	но именно	2	3
127	было бы	8	3
128	мы уже	4	3
129	в своей	5	3
130	и о	5	3
131	никак не	9	3
132	что и	9	3
133	себя в	2	3
134	что же	8	3
135	только на	5	3
136	в отличие	2	3
137	в той	3	3
138	героя в	2	3
139	тем же	2	3
140	отличается от	4	3
141	в слове	2	3
142	почти всегда	2	3
143	жизнь и	2	3
144	слова как	2	3
145	сам по	6	3
146	тем что	4	3
147	в этой	3	3
148	и это	9	3
149	дело в	4	3
150	отличие от	3	3
151	не менее	10	2
152	он сам	4	2
153	сама по	8	2
154	данное слово	5	2
155	время и	2	2
156	только и	8	2
157	для этого	6	2
158	или иной	8	2
159	к тому	3	2
160	есть уже	3	2
161	для нас	16	2
162	его как	3	2
163	без всякого	3	2
164	в известной	2	2
165	мы будем	2	2
166	так что	12	2
167	и как	3	2
168	но все	3	2
169	же как	3	2
170	том или	3	2
171	смысле слова	8	2
172	для него	3	2
173	и следовательно	2	2
174	той или	12	2
175	и является	4	2
176	и тем	9	2
177	он только	2	2
178	значение в	3	2
179	образов и	3	2
180	языка и	4	2
181	то и	5	2
182	отношения к	3	2
183	не было	5	2
184	является предметом	2	2
185	и по	2	2
186	а в	5	2
187	в которых	3	2
188	широком смысле	2	2
189	в результате	2	2
190	сказать что	16	2
191	что мы	8	2
192	в художественном	3	2
193	здесь только	7	2
194	с ним	7	2
195	могло бы	3	2
196	поэтому и	2	2
197	а как	2	2
198	находим в	3	2
199	скупой рыцарь	2	2
200	с этим	2	2
201	у пушкина	6	2
202	с нею	2	2
203	о которых	3	2
204	но с	2	2
205	у нас	10	2
206	есть и	2	2
207	указывает на	7	2
208	здесь в	3	2
209	там и	3	2
210	себе как	3	2
211	в заключение	3	2
212	об этом	3	2
213	этого слова	5	2
214	только к	2	2
215	сами по	6	2
216	когда он	2	2
217	вместе с	2	2
218	к самому	2	2
219	это вовсе	4	2
220	самой этой	2	2
221	себе а	3	2
222	все равно	3	2
223	он есть	2	2
224	что такое	3	2
225	на этот	4	2
226	хотя бы	3	2
227	да еще	2	2
228	можно было	4	2
229	ничего не	3	2
230	есть от	2	2
231	в данном	9	2
232	этот вопрос	3	2
233	во всяком	9	2
234	могут быть	2	2
235	в другом	2	2
